x,y,value,smoothed_value
36,279.84090909090907,-703.7239868565139,-768.7154672870597
37,280.0609756097561,-730.2380252718191,-817.5004558869815
38,281.2391304347826,-872.1843897328462,-863.4535621145894
39,282.0,-963.8554216867469,-945.8871927409916
40,282.6923076923077,-1047.2659870250216,-1061.3562425413415
41,283.26190476190476,-1115.8921399885253,-1182.1000874863385
42,284.8529411764706,-1307.5832742735672,-1304.0513069985336
43,286.25,-1475.9036144578313,-1418.4818799691493
44,287.0609756097561,-1573.6115192477228,-1534.2957849396807
45,287.44117647058823,-1619.4188518781002,-1627.6531717059975
46,288.0681818181818,-1694.9616648411823,-1710.4287183369652
47,288.72727272727275,-1774.3702081051504,-1787.6270381585757
48,289.68518518518516,-1889.7813476126703,-1873.381821999823
49,290.2647058823529,-1959.6031183557745,-1959.2890874251607
50,291.0,-2048.1927710843374,-2050.198178334251
51,291.6333333333333,-2124.497991967871,-2130.073234112922
52,292.5,-2228.9156626506024,-2210.97071211676
53,293.0,-2289.156626506024,-2287.2759330002946
54,293.6219512195122,-2364.0905083749635,-2371.524036525506
55,294.1666666666667,-2429.71887550201,-2449.48293092664
56,295.1296296296296,-2545.73850959393,-2559.770233985028
57,295.7352941176471,-2618.7101346562736,-2672.075233410088
58,297.5769230769231,-2840.593141797963,-2833.953515770297
59,298.2826086956522,-2925.6155055002637,-3001.225779428102
60,300.88461538461536,-3239.110287303055,-3176.278933219739
61,302.07142857142856,-3382.0998278829584,-3317.0759675107497
62,303.0,-3493.975903614458,-3466.8926254468415
63,303.42,-3544.5783132530137,-3568.7790794514467
64,304.5,-3674.6987951807228,-3658.6971934659464
65,305.11290322580646,-3748.54255732608,-3741.829723586429
66,305.8030303030303,-3831.6903979554595,-3844.1590408555044
67,306.45,-3909.6385542168664,-3939.3397637470707
68,307.6666666666667,-4056.2248995983955,-4043.446513326031
69,308.45,-4150.602409638553,-4163.766175814369
70,309.43333333333334,-4269.076305220884,-4287.007528321171
71,310.7962962962963,-4433.288710397145,-4399.457327517956
72,311.56451612903226,-4525.845316750874,-4511.390775595983
73,312.3333333333333,-4618.473895582327,-4607.661573071599
74,313.0952380952381,-4710.269650028683,-4685.662465530324
75,313.42857142857144,-4750.43029259897,-4769.78389749474
76,314.03333333333336,-4823.293172690766,-4846.706974417818
77,315.05555555555554,-4946.452476572957,-4912.914662312253
78,315.52564102564105,-5003.089280197717,-4985.961133912942
79,315.84285714285716,-5041.3080895008625,-5076.0670119706265
80,316.46,-5115.662650602407,-5166.294588945192
81,317.77272727272725,-5273.822562979188,-5265.7694113115795
82,318.8,-5397.590361445784,-5393.480254685073
83,319.65384615384613,-5500.463392029655,-5519.745314926037
84,321.14285714285717,-5679.8623063683335,-5650.588096371229
85,321.7,-5746.987951807228,-5764.717340620955
86,323.2027027027027,-5928.036470205146,-5860.073122723725
87,323.53636363636366,-5968.236582694417,-5920.887810044436
88,323.6111111111111,-5977.242302543504,-5969.396599299818
89,323.6666666666667,-5983.935742971889,-5984.920360090359
90,323.71311475409834,-5989.5318980841375,-5999.104368852682
91,323.8469387755102,-6005.6552741578535,-6016.718685769473
92,324.125,-6039.156626506025,-5892.220693801601
93,324.3421052631579,-6065.31388712746,-6065.31388712746
94,318.5,-5361.44578313253,-5574.5085605580225
95,317.5625,-5248.493975903615,-5409.51525399845
96,316.8125,-5158.1325301204815,-5247.48011654461
97,317.27777777777777,-5214.1900937081655,-5244.468068351839
98,317.61764705882354,-5255.138199858257,-5279.70903220726
99,318.375,-5346.385542168675,-5337.49279885279
100,319.025,-5424.69879518072,-5391.040322279832
101,319.2105263157895,-5447.0513633481305,-5430.374128091313
102,319.5,-5481.9277108433735,-5403.9350383992105
103,319.25,-5451.807228915663,-5327.027407877122
104,317.27777777777777,-5214.1900937081655,-5208.165997322623
105,315.8333333333333,-5040.1606425702785,-4774.431057563587
106,314.27777777777777,-4852.744310575636,-4340.026773761713
107,301.5,-3313.253012048193,-3946.6958744067174
108,301.22222222222223,-3279.7858099062923,-3583.7440671778013
109,300.95454545454544,-3247.5355969331854,-3257.150335930975
110,300.7708333333333,-3225.4016064257003,-3239.7785230982486
111,300.7241379310345,-3219.7756543415035,-3232.79563659729
112,300.77906976744185,-3226.393947884561,-3234.6439388974
113,300.93243243243245,-3244.8713774015,-3242.3566077546466
114,301.03125,-3256.777108433735,-3253.385047532568
115,301.09090909090907,-3263.9649507119357,-3255.4227968384594
116,301.1818181818182,-3274.9178532311066,-3057.0509309967138
117,300.8636363636364,-3236.582694414021,-2851.478641840087
118,292.7,-2253.0120481927697,-2122.805886301806
119,292.5,-2228.9156626506024,-1384.7577995265522
120,270.8636363636364,379.39882697947087,-620.5057767727807
121,270.56666666666666,415.32258064516174,16.38695544641821
122,269.1666666666667,584.6774193548364,666.2023460410549
123,266.3,931.4516129032245,809.7926267281097
124,265.56666666666666,1020.1612903225811,1176.9969278033782
125,264.92857142857144,1097.3502304147446,1531.8356374807984
126,255.38888888888889,2251.3440860215055,2184.254992319508
127,254.5,2358.8709677419356,2839.093701996927
128,239.33333333333334,4193.548387096773,3822.043010752687
129,238.5,4294.354838709678,4584.1397849462355
130,224.3,6012.0967741935465,5349.535679374388
131,223.88888888888889,6061.8279569892475,5765.332643321257
132,222.86363636363637,6185.850439882696,6180.079187100058
133,222.14705882352942,6272.533206831118,6267.982412906511
134,221.35714285714286,6368.087557603686,6666.907144089307
135,220.66666666666666,6451.612903225808,7055.8891298454855
136,207.4,8056.4516129032245,7515.092165898617
137,206.78571428571428,8130.760368663595,7964.715123586092
138,203.16666666666666,8568.548387096775,8400.411218662492
139,202.77272727272728,8616.202346041055,8512.135784419315
140,202.6578947368421,8872.028862478777,8872.028862478777
141,202.78205128205127,8615.074441687346,8586.983522042945
142,203.21052631578948,8563.242784380305,8549.117943854786
143,203.64814814814815,8510.304659498208,8486.405719746126
144,204.33783783783784,8426.874455100262,8392.423089473175
145,205.25,8316.532258064517,8290.437615034389
146,206.66666666666666,8145.161290322581,8186.7287167953355
147,207.42592592592592,8053.31541218638,8086.031245130123
148,207.93478260869566,7991.760168302945,7983.208664484962
149,208.5,7923.387096774193,7900.144148355929
150,209.5,7802.419354838709,7812.330528284246
151,210.1,7729.83870967742,7704.569892473119
152,211.05555555555554,7614.2473118279595,7568.713813068653
153,212.38888888888889,7452.956989247313,7429.600909842846
154,214.1153846153846,7244.106699751861,7290.246071133169
155,215.25,7106.854838709678,7164.10876757651
156,215.86,7033.06451612903,7047.897022332506
157,216.26923076923077,6983.560794044664,6959.962779156328
158,217.19230769230768,6871.898263027297,6874.42130450195
159,217.75,6804.435483870968,6785.083443720965
160,218.78571428571428,6679.147465437789,6681.795602529897
161,219.55263157894737,6586.3752122241085,6587.945903841489
162,220.53846153846155,6467.121588089329,6488.752355454393
163,221.07142857142858,6402.649769585252,6384.932787925148
164,221.85,6308.467741935484,6287.819035802907
165,223.07692307692307,6160.0496277915645,6205.685040765687
166,223.56666666666666,6100.806451612903,6115.095664098211
167,223.93333333333334,6056.451612903225,6022.581638852769
168,224.81578947368422,5949.702886247877,5940.864968426421
169,225.67391304347825,5845.897615708276,5858.190670819762
170,226.45454545454547,5751.466275659823,5772.908412755245
171,226.98387096774192,5687.434963579606,5695.2950244457625
172,227.45833333333334,5630.040322580644,5600.867362346291
173,228.02380952380952,5561.635944700462,5502.993462053036
174,229.57692307692307,5373.75930521092,5405.829049982276
175,230.5,5262.096774193548,5308.04679191776
176,231.0,5201.612903225807,5203.959434674723
177,231.5,5141.129032258064,5116.409537166901
178,232.32608695652175,5041.199158485272,5041.755159286716
179,233.19565217391303,4936.00981767181,4970.038569424964
180,233.5857142857143,4888.824884792626,4880.522440392707
181,233.96428571428572,4843.029953917049,4794.056802244039
182,235.2,4693.5483870967755,4654.9731182795695
183,235.9,4608.870967741935,4491.724270353302
184,238.94444444444446,4240.591397849461,4328.225806451612
185,240.33333333333334,4072.5806451612893,4178.353140916808
186,240.72222222222223,4025.5376344086017,4002.9499151103564
187,241.39473684210526,3944.1850594227503,3891.682967938781
188,243.15,3731.8548387096766,3809.169199252707
189,243.54347826086956,3684.256661991585,3729.8681239838893
190,243.7439024390244,3660.01180173092,3623.634798735284
191,244.0,3629.032258064516,3538.378838005972
192,245.78571428571428,3413.0184331797245,3448.7049249624943
193,246.67391304347825,3305.5750350631147,3343.7186936485678
194,247.25,3235.8870967741937,3213.073532358245
195,248.08333333333334,3135.0806451612893,3094.1795231416554
196,249.4,2975.8064516129025,2982.1787414066634
197,250.7,2818.548387096776,2879.0646722267174
198,251.30327868852459,2745.571126388155,2793.33659408042
199,251.5120481927711,2720.316750874465,2734.4656263384845
200,251.6267605633803,2706.4402544298036,2696.9656263384845
201,251.83333333333334,2681.4516129032245,2650.9876017776996
202,252.25,2631.048387096774,2601.3311194488006
203,253.2037037037037,2515.6810035842304,2543.914036304775
204,253.56451612903226,2472.034339229969,2471.8374234015496
205,254.0,2419.3548387096776,2380.181095858125
206,254.8125,2321.0685483870966,2288.70178663688
207,256.03846153846155,2172.7667493796516,2194.4189882697947
208,256.9848484848485,2058.2844574780042,2025.4543680824893
209,257.46153846153845,2000.620347394542,1871.9078138302891
210,260.98387096774195,1574.5317377731512,1745.08459770731
211,261.15909090909093,1553.3357771260967,1633.0338577495945
212,261.280487804878,1538.6506687647557,1520.5008392592395
213,261.6162790697674,1498.0307576894254,1471.1474870963143
214,262.11290322580646,1437.9552549427667,1408.0609768323852
215,263.0238095238095,1327.764976958526,1333.3252329812574
216,263.76666666666665,1237.9032258064533,1241.3803717659525
217,264.3695652173913,1164.9719495091156,1140.9335333011186
218,265.4166666666667,1038.306451612901,1013.2837637158648
219,266.2647058823529,935.7210626185974,877.2622583395198
220,268.3,689.5161290322567,737.3199776188387
221,269.3888888888889,557.7956989247281,601.7133857534808
222,270.15384615384613,465.2605459057098,477.01468325591685
223,271.0217391304348,360.2734922861117,394.41099661997214
224,271.4189189189189,312.2275501307776,334.03051688465496
225,271.7142857142857,276.4976958525336,291.78485931641677
226,271.88461538461536,255.89330024814214,137.359863342597
227,271.9,254.03225806451886,-8.496212021834504
228,277.4183673469388,-411.8514875829872,-145.68262070428682
229,277.46153846153845,-417.05282669137983,-278.33973695158767
230,277.39830508474574,-409.4343475597281,-417.70040543196154
231,277.3813559322034,-407.3922809883621,-438.94456574668976
232,277.675,-442.77108433735077,-491.1733319280406
233,278.3,-518.0722891566279,-556.4465312629102
234,279.6290322580645,-678.196657598134,-648.2766941569892
235,280.10714285714283,-735.8003442340762,-749.3699560936245
236,281.1923076923077,-866.5430954587565,-845.4112641831249
237,281.8703703703704,-948.2373940205279,-926.6394025430161
238,282.2857142857143,-998.2788296041298,-1017.7658129465362
239,283.0,-1084.3373493975903,-1107.6150885916272
240,283.8888888888889,-1191.4323962516764,-1198.8807359764876
241,284.92105263157896,-1315.789473684212,-1302.8394278869873
242,285.6578947368421,-1404.565630944829,-1442.4567205872004
243,286.6,-1518.0722891566293,-1586.270069219825
244,288.79411764705884,-1782.4238128986553,-1739.0616868180368
245,289.85714285714283,-1910.4991394147992,-1897.5905390691478
246,291.26190476190476,-2079.747561675272,-2047.5044805493533
247,292.2368421052632,-2197.209892200383,-2157.575596656786
248,292.82142857142856,-2267.641996557657,-2254.1906282115765
249,293.36206896551727,-2332.779393435815,-2337.45536417406
250,293.8666666666667,-2393.5742971887557,-2415.3972067322625
251,294.7173913043478,-2496.0712414876884,-2489.93228082655
252,295.4714285714286,-2586.9191049913966,-2571.021528097767
253,295.9146341463415,-2640.3173670290944,-2658.5717289009795
254,296.72727272727275,-2738.2256297918975,-2763.9576996614915
255,297.5,-2831.325301204819,-2871.98461250768
256,299.09090909090907,-3023.0010952902485,-2985.487404162103
257,299.95454545454544,-3127.0536692223423,-3087.467807347325
258,300.625,-3207.8313253012047,-3179.6988002845915
259,300.9594594594595,-3248.1276457180097,-3252.6659937337126
260,301.32758620689657,-3292.480265891153,-3327.9527868391488
261,302.1190476190476,-3387.8370625358543,-3396.541427114537
262,303.07894736842104,-3503.487634749523,-3474.5219744507676
263,303.4714285714286,-3550.7745266781435,-3565.0219052082793
264,304.19565217391306,-3638.030382399164,-3648.78553114058
265,305.0833333333333,-3744.9799196787126,-3731.2205343111577
266,305.5952380952381,-3806.6551921973587,-3858.8166329915925
267,306.5,-3915.66265060241,-3977.6821572002286
268,308.76666666666665,-4188.75502008032,-4092.9432013769356
269,309.12857142857143,-4232.358003442341,-4219.391853126794
270,309.8666666666667,-4321.28514056225,-4335.772268404927
271,310.84285714285716,-4438.898450946645,-4404.086202105833
272,311.32978723404256,-4497.564726993079,-4468.838444156743
273,311.60169491525426,-4530.32468858485,-4593.106946738499
274,311.8157894736842,-4556.119213696894,-4704.091544470085
275,315.0238095238095,-4942.627653471027,-4816.626791842553
276,315.44871794871796,-4993.821439604573,-4949.383808610187
277,316.0,-5060.240963855421,-5090.677729231946
278,317.1111111111111,-5194.109772423022,-5170.060194156579
279,317.6794871794872,-5262.588816805685,-5261.657352018798
280,318.3181818181818,-5339.539978094194,-5361.709735465629
281,319.25,-5451.807228915663,-5454.557316265017
282,320.1521739130435,-5560.502881089578,-5553.846781819544
283,320.9642857142857,-5658.347676419967,-5656.908378857044
284,321.8,-5759.036144578315,-5753.648279636633
285,322.5952380952381,-5854.847963281695,-5837.072660389456
286,323.2647058823529,-5935.506732813606,-5912.501790035452
287,323.6142857142857,-5977.624784853699,-5982.582111320592
288,324.0945945945946,-6035.4933246499495,-6039.894065905852
289,324.7083333333333,-6109.437751004014,-6085.473442234696
290,324.9736842105263,-6141.407736207988,-6117.14297751869
291,325.15625,-6163.403614457831,-6163.403614457831
292,324.92857142857144,-6135.972461273667,-5861.879320604954
293,321.3181818181818,-5700.985761226724,-5649.862833604321
294,316.89130434782606,-5167.627029858561,-5414.380205417154
295,316.175,-5081.325301204821,-5175.806864434175
296,315.3837209302326,-4985.990473521998,-4852.477182068347
297,315.02777777777777,-4943.105756358768,-4635.0583074853475
298,307.9,-4084.3373493975873,-4438.997139737432
299,307.86842105263156,-4080.532656943561,-4080.532656943561
300,308.03846153846155,-4101.019462465247,-4109.529012522037
301,308.17857142857144,-4117.900172117042,-4134.589253485893
302,308.56,-4163.855421686747,-4173.904408844168
303,308.94,-4209.638554216867,-4231.8799005546
304,309.5,-4277.108433734939,-4304.580641406204
305,310.44444444444446,-4390.896921017405,-4375.424014900181
306,311.19565217391306,-4481.403876375067,-4441.1268261451605
307,311.5,-4518.0722891566265,-4511.00634421745
308,311.6666666666667,-4538.152610441769,-4600.698445957745
309,312.4,-4626.506024096383,-4692.369477911647
310,314.1666666666667,-4839.357429718877,-4795.402298850575
311,315.0,-4939.759036144578,-4908.063469850364
312,315.7758620689655,-5033.236393851267,-5017.902827280083
313,316.3421052631579,-5101.458465440714,-5099.271781357261
314,316.9583333333333,-5175.702811244978,-5179.35682742388
