x,y,value,smoothed_value
36,280.3235294117647,-761.871013465626,-782.2925689686853
37,280.43333333333334,-775.1004016064262,-778.1996332669607
38,280.72222222222223,-809.9062918340035,-744.3803224100877
39,280.35714285714283,-765.9208261617871,-702.2934227753502
40,279.05555555555554,-609.1030789825955,-501.41812865061354
41,278.5769230769231,-551.4365152919391,-294.0739670580065
42,272.1046511627907,229.27606901725719,229.27606901725719
43,272.125,226.81451612903226,65.12833393909817
44,272.20588235294116,217.03036053131132,214.73015312651825
45,272.3139534883721,203.95723930982922,203.6531651295184
46,272.375,196.5725806451613,61.90471973503729
47,272.5625,173.89112903225808,-68.85074996158642
48,278.0,-481.92771084337346,-203.15912266577897
49,277.625,-436.7469879518072,-343.6784580719194
50,277.8809523809524,-467.58462421113353,-489.1853126792885
51,278.2,-506.0240963855408,-514.4865174985658
52,278.5952380952381,-553.6431440045873,-572.2891566265062
53,279.05,-608.4337349397604,-643.1095811818695
54,280.0238095238095,-725.7601835915082,-714.5955249569706
55,280.82,-821.686746987951,-790.0662389819025
56,281.1666666666667,-863.4538152610464,-867.7223178428
57,281.72727272727275,-930.9967141292468,-942.8800917957553
58,282.27272727272725,-996.7141292442474,-1030.1373561472792
59,283.14285714285717,-1101.5490533562852,-1122.5068340589253
60,284.44117647058823,-1257.9730687455701,-1220.6448406306667
61,285.0,-1325.3012048192772,-1322.5068340589255
62,285.8,-1421.686746987953,-1438.6196369187153
63,286.5,-1506.0240963855422,-1552.4868705591603
64,287.96153846153845,-1682.1130676552352,-1670.9607661414898
65,289.1666666666667,-1827.3092369477936,-1785.4820090076907
66,289.9166666666667,-1917.6706827309258,-1919.350817575294
67,290.55263157894734,-1994.2929613189567,-2033.3751531309165
68,292.05555555555554,-2175.3681392235594,-2129.9777798540244
69,292.69354838709677,-2252.234745433346,-2238.6983765264285
70,293.1756756756757,-2310.3223705633345,-2343.9206237496173
71,294.42857142857144,-2461.2736660929454,-2416.499226448702
72,294.9193548387097,-2520.404197434903,-2487.01613278372
73,295.06756756756755,-2538.261152718982,-2559.3473057756005
74,295.62,-2604.8192771084346,-2619.4558719082625
75,296.1774193548387,-2671.978235522737,-2689.6722211763013
76,296.9230769230769,-2761.8164967562534,-2780.413564929693
77,297.8333333333333,-2871.4859437750983,-2892.334188600848
78,298.8333333333333,-2991.9678714859415,-3020.589143905939
79,300.2647058823529,-3164.4223954642084,-3146.095216780434
80,301.5,-3313.253012048193,-3273.879079504056
81,302.13157894736844,-3389.3468611287276,-3405.3523409709765
82,303.1363636363636,-3510.4052573932076,-3521.865452239581
83,304.2894736842105,-3649.334178820545,-3626.283122922311
84,305.1,-3746.9879518072316,-3724.8308946823454
85,305.8333333333333,-3835.3413654618453,-3804.677554047077
86,306.22131147540983,-3882.0857199288953,-3863.967344788992
87,306.45,-3909.6385542168664,-3921.7986700901965
88,306.75,-3945.7831325301204,-3990.071762459675
89,307.5,-4036.144578313253,-4061.6620327463693
90,308.6666666666667,-4176.706827309239,-4159.252394192153
91,309.1923076923077,-4240.037071362371,-4271.8566573988255
92,310.5,-4397.590361445783,-4401.9771393265355
93,311.4230769230769,-4508.804448563483,-4529.85708014243
94,312.9,-4686.746987951804,-4661.769344584815
95,313.9736842105263,-4816.10653138871,-4787.921010070288
96,314.6666666666667,-4899.5983935743,-4914.0611983537865
97,315.7352941176471,-5028.348688873141,-5024.904571847763
98,316.6578947368421,-5139.505389980974,-5133.972422196526
99,317.5,-5240.963855421687,-5249.099597564666
100,318.5,-5361.44578313253,-5365.180018318888
101,319.44444444444446,-5475.234270414994,-5476.296549219822
102,320.55263157894734,-5608.750792644258,-5590.206735419165
103,321.2692307692308,-5695.088044485636,-5720.793599002531
104,322.22727272727275,-5810.514786418404,-5836.907176118009
105,323.9193548387097,-6014.380101049361,-5935.879909155423
106,324.2631578947368,-6055.802155992388,-6035.4165171257655
107,324.66,-6103.614457831329,-6129.611478790606
108,325.4,-6192.771084337347,-6188.874925539478
109,326.1363636363636,-6281.489594742605,-6251.699322542696
110,326.3787878787879,-6310.69733479372,-6317.723418928237
111,326.8703703703704,-6369.92414100848,-6385.394101659161
112,327.4,-6433.734939759033,-6447.51270594644
113,328.2083333333333,-6531.124497991966,-6513.960314562723
114,328.7142857142857,-6592.082616179003,-6583.34898033693
115,329.1363636363636,-6642.935377875136,-6709.682887393731
116,329.75,-6716.8674698795185,-6845.407604443749
117,332.64285714285717,-7065.404475043032,-6976.097853123194
118,333.84090909090907,-7209.748083242056,-7103.589638446307
119,334.13793103448273,-7245.533859576232,-7226.45318565841
120,334.42727272727274,-7280.394304490691,-7298.5858722489265
