x,y,value,smoothed_value
36,275.0,-120.48192771084337,-160.64257028112448
37,275.0,-120.48192771084337,-391.56626506024094
38,276.0,-240.96385542168673,-554.2168674698794
39,283.0,-1084.3373493975903,-650.6024096385541
40,284.0,-1204.8192771084337,-1204.8192771084337
41,279.0,-602.4096385542168,-602.4096385542168
42,285.0,-1325.3012048192772,-1180.7228915662652
43,285.0,-1325.3012048192772,-1253.012048192771
44,286.0,-1445.7831325301206,-1325.3012048192772
45,287.0,-1566.2650602409637,-1566.2650602409637
46,282.0,-963.8554216867469,-963.8554216867469
47,283.0,-1084.3373493975903,-1204.8192771084337
48,284.0,-1204.8192771084337,-1277.1084337349398
49,284.0,-1204.8192771084337,-1469.8795180722889
50,290.0,-1927.7108433734938,-1662.6506024096386
51,290.0,-1927.7108433734938,-1831.3253012048194
52,291.0,-2048.1927710843374,-2024.0963855421687
53,291.0,-2048.1927710843374,-1951.8072289156626
54,292.0,-2168.6746987951806,-2168.6746987951806
55,287.0,-1566.2650602409637,-1566.2650602409637
56,288.0,-1686.7469879518071,-1951.8072289156626
57,294.0,-2409.6385542168673,-1903.6144578313251
58,290.0,-1927.7108433734938,-2120.4819277108436
59,290.0,-1927.7108433734938,-2192.7710843373493
60,296.0,-2650.6024096385545,-2650.6024096385545
61,291.0,-2048.1927710843374,-2048.1927710843374
62,297.0,-2771.0843373493976,-2506.024096385542
63,297.0,-2771.0843373493976,-2578.3132530120483
64,293.0,-2289.156626506024,-2650.602409638554
65,299.0,-3012.0481927710844,-3012.0481927710844
66,294.0,-2409.6385542168673,-2409.6385542168673
67,300.0,-3132.5301204819275,-3132.5301204819275
68,295.0,-2530.1204819277104,-2530.1204819277104
69,301.0,-3253.012048192771,-3012.0481927710844
70,302.0,-3373.4939759036142,-3373.4939759036142
71,297.0,-2771.0843373493976,-2771.0843373493976
72,303.0,-3493.975903614458,-3277.1084337349394
73,304.0,-3614.457831325301,-3228.9156626506024
74,300.0,-3132.5301204819275,-3325.3012048192772
75,300.0,-3132.5301204819275,-3277.10843373494
76,301.0,-3253.012048192771,-3204.8192771084337
77,301.0,-3253.012048192771,-3228.9156626506024
78,301.0,-3253.012048192771,-3421.686746987952
79,301.0,-3253.012048192771,-3204.8192771084337
80,308.0,-4096.385542168675,-4096.385542168675
81,292.0,-2168.6746987951806,-2530.120481927711
82,289.0,-1807.2289156626505,-2048.1927710843374
83,285.0,-1325.3012048192772,-1734.9397590361446
84,281.0,-843.3734939759036,-843.3734939759036
85,295.0,-2530.1204819277104,-2530.1204819277104
86,276.0,-240.96385542168673,-743.7751004016066
87,274.1666666666667,-20.080321285142844,-623.2931726907632
88,274.7,-84.337349397589,-141.36546184738972
89,276.0,-240.96385542168673,-93.17269076305239
90,275.0,-120.48192771084337,128.58530897784718
91,274.0,-0.0,218.0334240186553
92,265.0,1088.7096774193549,1088.7096774193549
93,271.0,362.9032258064516,362.9032258064516
94,266.0,967.741935483871,967.741935483871
95,272.0,241.93548387096774,314.51612903225805
96,274.0,-0.0,241.93548387096774
97,274.0,-0.0,-0.0
98,274.0,-0.0,120.96774193548387
99,269.0,604.8387096774194,604.8387096774194
100,274.0,-0.0,120.96774193548387
101,274.0,-0.0,72.77497085114653
102,274.0,-0.0,-96.38554216867469
108,276.0,-240.96385542168673,-144.57831325301203
109,276.0,-240.96385542168673,-192.77108433734938
110,276.0,-240.96385542168673,-240.96385542168673
111,276.0,-240.96385542168673,-240.96385542168673
112,276.0,-240.96385542168673,-265.0602409638554
113,276.0,-240.96385542168673,-457.83132530120474
114,277.0,-361.44578313253015,-650.6024096385543
115,284.0,-1204.8192771084337,-746.9879518072289
116,284.0,-1204.8192771084337,-963.8554216867469
117,280.0,-722.8915662650603,-1060.2409638554216
118,285.0,-1325.3012048192772,-987.9518072289156
119,281.0,-843.3734939759036,-939.7590361445782
120,281.0,-843.3734939759036,-1132.5301204819275
121,282.0,-963.8554216867469,-1108.4337349397588
122,288.0,-1686.7469879518071,-1180.722891566265
123,284.0,-1204.8192771084337,-1397.5903614457832
124,284.0,-1204.8192771084337,-1590.3614457831325
125,290.0,-1927.7108433734938,-1662.6506024096386
126,290.0,-1927.7108433734938,-1831.3253012048194
127,291.0,-2048.1927710843374,-2024.0963855421687
128,291.0,-2048.1927710843374,-2072.289156626506
129,292.0,-2168.6746987951806,-2144.5783132530123
130,292.0,-2168.6746987951806,-2216.8674698795185
131,293.0,-2289.156626506024,-2289.1566265060237
132,294.0,-2409.6385542168673,-2361.44578313253
133,294.0,-2409.6385542168673,-2433.734939759036
134,295.0,-2530.1204819277104,-2385.5421686746986
135,295.0,-2530.1204819277104,-2433.734939759036
136,291.0,-2048.1927710843374,-2481.9277108433735
137,296.0,-2650.6024096385545,-2409.6385542168673
138,296.0,-2650.6024096385545,-2457.8313253012047
139,292.0,-2168.6746987951806,-2506.024096385542
140,297.0,-2771.0843373493976,-2602.409638554217
141,293.0,-2289.156626506024,-2554.2168674698796
142,300.0,-3132.5301204819275,-3132.5301204819275
143,294.0,-2409.6385542168673,-2409.6385542168673
144,295.0,-2530.1204819277104,-2843.373493975903
145,296.0,-2650.6024096385545,-2795.1807228915663
146,303.0,-3493.975903614458,-3493.975903614458
147,298.0,-2891.566265060241,-2891.566265060241
148,305.0,-3734.9397590361446,-3421.6867469879517
149,305.0,-3734.9397590361446,-3373.4939759036147
150,301.0,-3253.012048192771,-3445.7831325301204
151,301.0,-3253.012048192771,-3469.8795180722896
152,301.0,-3253.012048192771,-3493.975903614458
153,306.0,-3855.4216867469877,-3518.0722891566265
154,306.0,-3855.4216867469877,-3542.1686746987953
155,302.0,-3373.4939759036142,-3710.8433734939754
156,302.0,-3373.4939759036142,-3783.1325301204824
157,308.0,-4096.385542168675,-3759.0361445783137
158,309.0,-4216.8674698795185,-3831.325301204819
159,305.0,-3734.9397590361446,-3927.710843373494
160,305.0,-3734.9397590361446,-3879.5180722891564
161,306.0,-3855.4216867469877,-3927.710843373494
162,306.0,-3855.4216867469877,-4096.385542168675
163,311.0,-4457.831325301205,-4168.674698795181
164,312.0,-4578.313253012048,-4216.8674698795185
165,308.0,-4096.385542168675,-4409.638554216867
166,308.0,-4096.385542168675,-4361.445783132531
167,314.0,-4819.277108433735,-4819.277108433735
168,309.0,-4216.8674698795185,-4216.8674698795185
169,315.0,-4939.759036144578,-4602.409638554217
170,311.0,-4457.831325301205,-4698.795180722892
171,312.0,-4578.313253012048,-4795.180722891566
172,318.0,-5301.204819277109,-5301.204819277109
173,313.0,-4698.795180722892,-4698.795180722892
174,319.0,-5421.686746987952,-5421.686746987952
175,314.0,-4819.277108433735,-4819.277108433735
