x,y_pixel,y_value
0,118,-27551.020408163262
1,118,-27551.020408163262
2,118,-27551.020408163262
3,118,-27551.020408163262
4,118,-27551.020408163262
5,118,-27551.020408163262
6,118,-27551.020408163262
7,118,-27551.020408163262
8,118,-27551.020408163262
9,118,-27551.020408163262
10,118,-27551.020408163262
11,118,-27551.020408163262
12,118,-27551.020408163262
13,118,-27551.020408163262
14,118,-27551.020408163262
15,118,-27551.020408163262
16,118,-27551.020408163262
17,118,-27551.020408163262
18,118,-27551.020408163262
19,118,-27551.020408163262
20,118,-27551.020408163262
21,118,-27551.020408163262
22,118,-27551.020408163262
23,118,-27551.020408163262
24,118,-27551.020408163262
25,118,-27551.020408163262
26,118,-27551.020408163262
27,118,-27551.020408163262
28,118,-27551.020408163262
29,118,-27551.020408163262
30,118,-27551.020408163262
31,118,-27551.020408163262
32,118,-27551.020408163262
33,118,-27551.020408163262
34,118,-27551.020408163262
35,118,-27551.020408163262
36,118,-27551.020408163262
37,118,-27551.020408163262
38,118,-27551.020408163262
39,118,-27551.020408163262
40,118,-27551.020408163262
41,118,-27551.020408163262
42,118,-27551.020408163262
43,118,-27551.020408163262
44,118,-27551.020408163262
45,118,-27551.020408163262
46,118,-27551.020408163262
47,118,-27551.020408163262
48,118,-27551.020408163262
49,118,-27551.020408163262
50,118,-27551.020408163262
51,118,-27551.020408163262
52,118,-27551.020408163262
53,118,-27551.020408163262
54,118,-27551.020408163262
55,118,-27551.020408163262
56,118,-27551.020408163262
57,119,-28163.26530612245
58,119,-28163.26530612245
59,119,-28163.26530612245
60,119,-28163.26530612245
61,119,-28163.26530612245
62,119,-28163.26530612245
63,119,-28163.26530612245
64,119,-28163.26530612245
65,119,-28163.26530612245
66,119,-28163.26530612245
67,119,-28163.26530612245
68,119,-28163.26530612245
69,119,-28163.26530612245
70,119,-28163.26530612245
71,119,-28163.26530612245
72,119,-28163.26530612245
73,119,-28163.26530612245
74,119,-28163.26530612245
75,119,-28163.26530612245
76,119,-28163.26530612245
77,119,-28163.26530612245
78,119,-28163.26530612245
79,119,-28163.26530612245
80,119,-28163.26530612245
81,119,-28163.26530612245
82,119,-28163.26530612245
83,119,-28163.26530612245
84,119,-28163.26530612245
85,119,-28163.26530612245
86,119,-28163.26530612245
87,119,-28163.26530612245
88,119,-28163.26530612245
89,119,-28163.26530612245
90,119,-28163.26530612245
91,119,-28163.26530612245
92,119,-28163.26530612245
93,119,-28163.26530612245
94,119,-28163.26530612245
95,119,-28163.26530612245
96,119,-28163.26530612245
97,119,-28163.26530612245
98,119,-28163.26530612245
99,119,-28163.26530612245
100,119,-28163.26530612245
101,119,-28163.26530612245
102,119,-28163.26530612245
103,119,-28163.26530612245
104,119,-28163.26530612245
105,119,-28163.26530612245
106,119,-28163.26530612245
107,119,-28163.26530612245
108,119,-28163.26530612245
109,119,-28163.26530612245
110,119,-28163.26530612245
111,119,-28163.26530612245
112,119,-28163.26530612245
113,119,-28163.26530612245
114,119,-28163.26530612245
115,119,-28163.26530612245
116,119,-28163.26530612245
117,119,-28163.26530612245
118,119,-28163.26530612245
119,119,-28163.26530612245
120,119,-28163.26530612245
121,119,-28163.26530612245
122,119,-28163.26530612245
123,119,-28163.26530612245
124,119,-28163.26530612245
125,119,-28163.26530612245
126,119,-28163.26530612245
127,119,-28163.26530612245
128,119,-28163.26530612245
129,119,-28163.26530612245
130,119,-28163.26530612245
131,119,-28163.26530612245
132,119,-28163.26530612245
133,119,-28163.26530612245
134,119,-28163.26530612245
135,119,-28163.26530612245
136,119,-28163.26530612245
137,119,-28163.26530612245
138,119,-28163.26530612245
139,119,-28163.26530612245
140,119,-28163.26530612245
141,119,-28163.26530612245
142,119,-28163.26530612245
143,119,-28163.26530612245
144,119,-28163.26530612245
145,119,-28163.26530612245
146,119,-28163.26530612245
147,119,-28163.26530612245
148,119,-28163.26530612245
149,119,-28163.26530612245
150,119,-28163.26530612245
151,119,-28163.26530612245
152,119,-28163.26530612245
153,119,-28163.26530612245
154,119,-28163.26530612245
155,119,-28163.26530612245
156,119,-28163.26530612245
157,119,-28163.26530612245
158,119,-28163.26530612245
159,119,-28163.26530612245
160,119,-28163.26530612245
161,119,-28163.26530612245
162,119,-28163.26530612245
163,119,-28163.26530612245
164,119,-28163.26530612245
165,119,-28163.26530612245
166,119,-28163.26530612245
167,119,-28163.26530612245
168,119,-28163.26530612245
169,119,-28163.26530612245
170,119,-28163.26530612245
171,119,-28163.26530612245
172,119,-28163.26530612245
173,119,-28163.26530612245
174,119,-28163.26530612245
175,119,-28163.26530612245
176,119,-28163.26530612245
177,119,-28163.26530612245
178,119,-28163.26530612245
179,119,-28163.26530612245
180,119,-28163.26530612245
181,119,-28163.26530612245
182,119,-28163.26530612245
183,119,-28163.26530612245
184,119,-28163.26530612245
