rotation,value,x,y
0,-672.0977596741359,36,280
85,-672.0977596741359,37,280
171,-672.0977596741359,38,280
256,-794.2973523421606,39,281
342,-916.4969450101817,40,282
428,-1038.6965376782064,41,283
513,-1160.896130346231,42,284
599,-1405.2953156822805,43,286
684,-1527.4949083503052,44,287
770,-1527.4949083503052,45,287
856,-1649.69450101833,46,288
941,-1771.8940936863546,47,289
1027,-1894.0936863543793,48,290
1113,-1894.0936863543793,49,290
1198,-2016.293279022404,50,291
1284,-2138.4928716904287,51,292
1369,-2138.4928716904287,52,292
1455,-2260.6924643584534,53,293
1541,-2382.892057026478,54,294
1626,-2505.091649694499,55,295
1712,-2627.291242362524,56,296
1797,-2749.4908350305486,57,297
1883,-2871.6904276985733,58,298
1969,-2993.890020366598,59,299
2054,-2993.890020366598,60,299
2140,-3116.0896130346227,61,300
2226,-3238.2892057026475,62,301
2311,-3360.488798370672,63,302
2397,-3482.688391038697,64,303
2482,-3604.8879837067216,65,304
2568,-3604.8879837067216,66,304
2654,-3727.0875763747463,67,305
2739,-3849.287169042771,68,306
2825,-3971.4867617107957,69,307
2910,-4093.6863543788204,70,308
2996,-4215.885947046845,71,309
3082,-4338.08553971487,72,310
3167,-4460.2851323828945,73,311
3253,-4582.484725050919,74,312
3339,-4582.484725050919,75,312
3424,-4704.684317718944,76,313
3510,-4826.883910386969,77,314
3595,-4949.083503054993,78,315
3681,-4949.083503054993,79,315
3767,-5071.283095723011,80,316
3852,-5193.4826883910355,81,317
3938,-5193.4826883910355,82,317
4023,-5071.283095723011,83,316
4109,-5071.283095723011,84,316
4195,-4949.083503054993,85,315
4280,-4826.883910386969,86,314
4366,-4582.484725050919,87,312
4452,-4338.08553971487,88,310
4537,-4093.6863543788204,89,308
4623,-3849.287169042771,90,306
4708,-3604.8879837067216,91,304
4794,-3482.688391038697,92,303
4880,-3360.488798370672,93,302
4965,-3238.2892057026475,94,301
5051,-3238.2892057026475,95,301
5136,-3238.2892057026475,96,301
5222,-3238.2892057026475,97,301
5308,-3360.488798370672,98,302
5393,-3482.688391038697,99,303
5479,-3482.688391038697,100,303
5565,-3604.8879837067216,101,304
5650,-3727.0875763747463,102,305
5736,-3849.287169042771,103,306
5821,-3971.4867617107957,104,307
5907,-4093.6863543788204,105,308
5993,-4215.885947046845,106,309
6078,-4338.08553971487,107,310
6164,-4338.08553971487,108,310
6250,-4460.2851323828945,109,311
6335,-4582.484725050919,110,312
6421,-4704.684317718944,111,313
6506,-4704.684317718944,112,313
6592,-4826.883910386969,113,314
6678,-4949.083503054993,114,315
6763,-5071.283095723011,115,316
6849,-5071.283095723011,116,316
6934,-5193.4826883910355,117,317
7020,-5315.68228105906,118,318
7106,-5437.881873727085,119,319
7191,-5437.881873727085,120,319
7277,-5560.08146639511,121,320
7363,-5682.281059063134,122,321
7448,-5682.281059063134,123,321
7534,-5804.480651731159,124,322
7619,-5926.680244399184,125,323
7705,-6048.879837067208,126,324
7791,-6171.079429735233,127,325
7876,-6293.279022403258,128,326
7962,-6415.478615071283,129,327
8047,-6537.678207739307,130,328
8133,-6659.877800407332,131,329
8219,-6782.077393075357,132,330
8304,-6904.276985743381,133,331
8390,-6904.276985743381,134,331
8476,-6904.276985743381,135,331
8561,-6782.077393075357,136,330
8647,-6659.877800407332,137,329
8732,-6537.678207739307,138,328
8818,-6293.279022403258,139,326
8904,-5926.680244399184,140,323
8989,-5437.881873727085,141,319
9075,-4826.883910386969,142,314
9160,-4215.885947046845,143,309
9246,-3604.8879837067216,144,304
9332,-3116.0896130346227,145,300
9417,-2627.291242362524,146,296
9503,-2260.6924643584534,147,293
9589,-1649.69450101833,148,288
9674,-1038.6965376782064,149,283
9760,-427.6985743380865,150,278
9845,183.29938900203706,151,273
9931,672.0977596741359,152,269
10017,1038.6965376782064,153,266
10102,1405.2953156822805,154,263
10188,1649.69450101833,155,261
10273,1771.8940936863546,156,260
10359,1894.0936863543793,157,259
10445,2016.293279022404,158,258
