x,y,value,smoothed_value
36,281.0,-843.3734939759036,-843.3734939759037
37,281.0,-843.3734939759036,-692.7710843373494
38,281.0,-843.3734939759036,-457.4426739214924
39,276.0,-240.96385542168673,-83.12281383598906
40,270.0,483.8709677419355,617.8099494753208
41,265.5,1028.225806451613,1463.904003109211
42,252.0,2661.2903225806454,2237.9032258064517
43,246.0,3387.0967741935483,2963.7096774193546
44,244.0,3629.032258064516,3604.838709677419
45,240.0,4112.903225806452,3919.354838709677
46,239.0,4233.870967741936,4088.7096774193546
47,239.0,4233.870967741936,4209.677419354839
48,239.0,4233.870967741936,4209.677419354839
49,239.0,4233.870967741936,4185.4838709677415
50,240.0,4112.903225806452,4161.290322580645
51,240.0,4112.903225806452,4112.903225806451
52,240.0,4112.903225806452,4209.677419354839
53,241.0,3991.9354838709673,4161.290322580646
54,235.0,4717.741935483871,4717.741935483871
55,242.0,3870.967741935484,3991.9354838709673
56,243.0,3750.0,4088.7096774193546
57,244.0,3629.032258064516,3629.032258064516
58,237.0,4475.806451612903,4475.806451612903
59,246.0,3387.0967741935483,3629.032258064516
60,246.0,3387.0967741935483,3725.806451612903
61,247.0,3266.1290322580644,3266.1290322580644
62,240.0,4112.903225806452,4112.903225806452
63,249.0,3024.1935483870966,3266.1290322580644
64,249.0,3024.1935483870966,3193.548387096774
65,250.0,2903.2258064516127,2951.612903225807
66,250.0,2903.2258064516127,2927.4193548387098
67,250.0,2903.2258064516127,2903.2258064516127
68,250.0,2903.2258064516127,2879.032258064516
69,250.0,2903.2258064516127,2854.838709677419
70,251.0,2782.2580645161293,2806.451612903226
71,251.0,2782.2580645161293,2733.8709677419356
72,252.0,2661.2903225806454,2661.290322580645
73,253.0,2540.322580645161,2588.709677419355
74,253.0,2540.322580645161,2516.129032258065
75,254.0,2419.3548387096776,2443.548387096774
76,254.0,2419.3548387096776,2370.967741935484
77,255.0,2298.3870967741937,2274.193548387097
78,256.0,2177.4193548387098,2370.967741935484
79,257.0,2056.451612903226,2056.451612903226
80,250.0,2903.2258064516127,2903.2258064516127
81,258.0,1935.483870967742,1935.483870967742
82,252.0,2661.2903225806454,2661.2903225806454
83,259.0,1814.516129032258,1959.677419354839
84,260.0,1693.5483870967741,1693.5483870967741
85,260.0,1693.5483870967741,1838.7096774193549
86,254.0,2419.3548387096776,2419.3548387096776
87,261.0,1572.5806451612905,1717.7419354838712
88,262.0,1451.6129032258063,1451.6129032258063
89,262.0,1451.6129032258063,1548.3870967741937
90,256.0,2177.4193548387098,2177.4193548387098
91,265.0,1088.7096774193549,1354.8387096774195
92,265.0,1088.7096774193549,1233.8709677419356
93,266.0,967.741935483871,967.741935483871
94,267.0,846.7741935483871,895.1612903225807
95,267.0,846.7741935483871,822.5806451612904
96,268.0,725.8064516129032,725.8064516129032
97,268.0,725.8064516129032,846.774193548387
98,262.0,1451.6129032258063,1451.6129032258063
99,270.0,483.8709677419355,677.4193548387096
100,271.0,362.9032258064516,604.8387096774194
101,271.0,362.9032258064516,362.9032258064516
102,271.0,362.9032258064516,290.3225806451613
103,272.0,241.93548387096774,241.93548387096774
104,273.0,120.96774193548387,169.3548387096774
105,273.0,120.96774193548387,72.67780800621843
106,274.0,-0.0,-23.90205985231247
107,275.0,-120.48192771084337,-96.28837932374658
108,276.0,-240.96385542168673,-168.67469879518072
109,276.0,-240.96385542168673,-216.86746987951807
110,276.0,-240.96385542168673,-240.96385542168673
111,276.0,-240.96385542168673,-240.96385542168673
112,276.0,-240.96385542168673,-223.35495829471742
113,276.0,-240.96385542168673,-126.77509043618652
114,275.2692307692308,-152.91936978684018,-78.58231935184918
115,272.0,241.93548387096774,-199.06424706269254
116,274.0,-0.0,-319.5461747735359
117,281.0,-843.3734939759036,-457.63699961134864
118,281.0,-843.3734939759036,-674.6987951807229
119,281.0,-843.3734939759036,-867.4698795180723
120,281.0,-843.3734939759036,-915.6626506024097
