x,y,value,smoothed_value
36,281.0882352941176,-854.0042523033281,-948.413976762666
37,281.8,-939.7590361445797,-981.2363398472542
38,282.72727272727275,-1051.4786418400902,-1005.4001278664633
39,282.96153846153845,-1079.7034291010184,-1054.6373243303383
40,283.1470588235294,-1343.019135364987,-1343.019135364987
41,283.13157894736844,-1100.1902346227034,-1058.3613111868547
42,282.6818181818182,-1046.0021905805045,-942.822231792354
43,282.0,-963.8554216867469,-818.7967179723689
44,278.1666666666667,-502.00803212851633,-695.144213216503
45,278.0,-481.92771084337346,-582.3293172690767
46,278.0,-481.92771084337346,-485.94377510040204
47,278.0,-481.92771084337346,-483.4992142482981
48,278.0,-481.92771084337346,-488.8004190675759
49,278.0652173913044,-489.78522786799675,-499.0636943910922
50,278.22,-508.43373493976236,-515.93116427061
51,278.4259259259259,-533.2440874609547,-537.6179112585612
52,278.7,-566.2650602409625,-559.7273384726643
53,278.9,-590.3614457831299,-576.5144870670416
54,278.98275862068965,-600.3323639385121,-584.5466155810974
55,278.9166666666667,-592.3694779116488,-377.54360353290485
56,278.75925925925924,-573.4047300312335,384.3458899247965
57,270.125,468.75,1150.917739056585
58,247.38888888888889,3219.0860215053767,1997.6174410905278
59,247.27777777777777,3232.526881720431,2880.443548387097
60,243.9,3641.129032258064,3569.261786600496
61,242.25,3840.7258064516127,3817.047997859193
62,241.65384615384616,3912.8411910669965,4072.33762671802
63,237.14705882352942,4458.017077798861,4254.826105980694
64,236.7258064516129,4508.975026014569,4406.035783400048
65,236.35714285714286,4553.571428571428,4552.57784695564
66,236.0,4596.774193548387,4834.36152817006
67,235.59677419354838,4645.551508844953,5107.566522967148
68,225.5,5866.935483870968,5366.783112828899
69,225.43333333333334,5875.0,5875.0
70,225.64285714285714,5849.654377880184,5817.756962532559
71,226.1086956521739,5793.302945301543,5767.065718292926
72,226.84782608695653,5703.892005610097,5692.87216990583
73,227.5952380952381,5613.47926267281,5599.5541975556
74,228.5,5504.032258064516,5488.474253656581
75,229.5,5383.064516129032,5389.530529953918
76,230.7,5237.9032258064535,5299.092741935485
77,230.9375,5209.173387096775,5209.576612903225
78,231.33333333333334,5161.290322580644,5128.931451612903
79,232.2,5056.451612903227,5065.221774193548
80,232.83333333333334,4979.838709677419,4989.112903225806
81,233.33333333333334,4919.354838709676,4900.403225806452
82,234.08333333333334,4828.6290322580635,4807.537220843672
83,235.0,4717.741935483871,4726.569478908188
84,236.03846153846155,4592.121588089329,4657.214640198511
85,236.18,4574.999999999999,4598.746898263027
86,236.2,4572.580645161292,4562.456575682381
87,236.5,4536.290322580645,4536.290322580645
88,236.5,4536.290322580645,4959.807027649769
89,228.35714285714286,5521.313364055299,5182.913619515127
90,227.4375,5632.560483870968,5421.392882187938
91,226.97826086956522,5688.113604488078,5654.953676232604
92,226.64285714285714,5728.686635944701,5728.686635944701
93,226.84615384615384,5704.094292803971,5637.216541055952
94,227.75,5594.758064516129,5560.653727992439
95,228.77777777777777,5470.430107526882,5438.605916932531
96,230.14285714285714,5305.299539170508,5298.593509984639
97,231.6875,5118.447580645162,5167.545122887865
98,232.63333333333333,5004.032258064517,5019.023617511522
99,233.16666666666666,4939.516129032259,4878.326612903225
100,234.91666666666666,4727.822580645162,4765.016909469303
101,235.95833333333334,4601.814516129031,4667.1990726571585
102,236.3709677419355,4551.8990634755455,4567.544694776974
103,236.6764705882353,4514.943074003794,4487.449386859085
104,237.28571428571428,4441.244239631337,4419.359210906006
105,238.22727272727272,4327.34604105572,4351.721333694769
106,238.77272727272728,4261.363636363635,4288.9932647997175
107,239.16666666666666,4213.709677419356,4242.86600496278
108,239.26923076923077,4201.302729528536,4201.302729528536
109,239.19230769230768,4210.607940446652,4847.704714640199
110,226.5,5745.967741935484,5332.220843672458
111,225.5,5866.935483870968,5819.1492378589155
112,219.14,6636.290322580647,6306.059907834102
113,219.14285714285714,6635.94470046083,6487.144951822373
114,219.06666666666666,6645.161290322581,6647.999354612259
115,219.0151515151515,6651.392961876834,6648.362257838065
116,218.85135135135135,6671.207497820401,6671.207497820401
117,219.125,6638.104838709678,6519.560414520092
118,221.23333333333332,6383.064516129034,6389.061880795753
119,222.3,6254.032258064514,6238.79215542522
120,224.4090909090909,5998.900293255132,6074.039350376132
121,225.0625,5919.8588709677415,5946.619995537421
122,225.93478260869566,5814.340813464235,5834.119995537422
123,226.5,5745.967741935484,5763.372194950912
124,226.95,5691.532258064517,5699.561711079945
125,227.33333333333334,5645.16129032258,5658.394428152493
126,227.7,5600.806451612904,5600.806451612904
127,227.63636363636363,5608.50439882698,6009.91568914956
128,220.04545454545453,6526.759530791791,6281.085043988271
129,218.875,6668.346774193548,6576.246334310851
130,216.125,7001.008064516129,7021.077712609971
131,215.5,7076.612903225807,7427.41935483871
132,209.25,7832.661290322581,7896.169354838709
133,203.25,8558.467741935483,8346.774193548388
134,199.5,9012.09677419355,8917.74193548387
135,197.5,9254.032258064517,9360.373900293254
136,191.9,9931.451612903224,9845.108923334728
137,190.95454545454547,10045.821114369499,10236.413271160816
138,183.21428571428572,10982.142857142857,10982.142857142857
139,183.32608695652175,10968.618513323981,10744.650598349755
140,183.97619047619048,10889.976958525345,10877.888752385874
141,184.41666666666666,10836.693548387098,10801.851886026427
142,185.44736842105263,10712.011884550086,10706.918505942276
143,186.35714285714286,10601.958525345623,10608.224189506025
144,187.25,10493.951612903225,10494.312899183444
145,188.05555555555554,10396.505376344086,10381.749231950844
146,189.125,10267.137096774193,10277.698783248443
147,190.1,10149.193548387097,10182.516270514996
