x,y,value,smoothed_value
36,282.0,-963.8554216867469,-1004.0160642570281
37,282.0,-963.8554216867469,-813.2530120481928
38,283.0,-1084.3373493975903,-915.6626506024097
39,276.0,-240.96385542168673,-240.96385542168673
40,285.0,-1325.3012048192772,-1325.3012048192772
41,277.0,-361.44578313253015,-361.44578313253015
42,278.0,-481.92771084337346,-1060.2409638554218
43,287.0,-1566.2650602409637,-1132.5301204819275
44,287.0,-1566.2650602409637,-1421.686746987952
45,288.0,-1686.7469879518071,-1686.7469879518071
46,289.0,-1807.2289156626505,-1759.0361445783128
47,289.0,-1807.2289156626505,-1831.325301204819
48,290.0,-1927.7108433734938,-1903.6144578313251
49,290.0,-1927.7108433734938,-1951.8072289156626
50,291.0,-2048.1927710843374,-2024.0963855421687
51,291.0,-2048.1927710843374,-2072.289156626506
52,292.0,-2168.6746987951806,-2144.5783132530123
53,292.0,-2168.6746987951806,-2192.7710843373497
54,293.0,-2289.156626506024,-2289.1566265060237
55,293.0,-2289.156626506024,-2385.5421686746986
56,295.0,-2530.1204819277104,-2481.9277108433735
57,296.0,-2650.6024096385545,-2554.2168674698796
58,296.0,-2650.6024096385545,-2650.6024096385545
59,296.0,-2650.6024096385545,-2698.795180722892
60,297.0,-2771.0843373493976,-2746.987951807229
61,297.0,-2771.0843373493976,-2795.1807228915663
62,298.0,-2891.566265060241,-2867.4698795180725
63,298.0,-2891.566265060241,-2939.7590361445787
64,299.0,-3012.0481927710844,-3036.1445783132535
65,300.0,-3132.5301204819275,-3108.4337349397592
66,301.0,-3253.012048192771,-3204.8192771084337
67,301.0,-3253.012048192771,-3277.1084337349394
68,302.0,-3373.4939759036142,-3349.3975903614455
69,302.0,-3373.4939759036142,-3421.6867469879517
70,303.0,-3493.975903614458,-3493.975903614458
71,304.0,-3614.457831325301,-3566.265060240964
72,304.0,-3614.457831325301,-3638.55421686747
73,305.0,-3734.9397590361446,-3710.8433734939754
74,305.0,-3734.9397590361446,-3759.036144578313
75,306.0,-3855.4216867469877,-3831.325301204819
76,306.0,-3855.4216867469877,-3903.614457831325
77,307.0,-3975.9036144578317,-4000.0
78,308.0,-4096.385542168675,-4072.289156626506
79,309.0,-4216.8674698795185,-4144.578313253012
80,309.0,-4216.8674698795185,-4192.77108433735
81,309.0,-4216.8674698795185,-4216.8674698795185
82,309.0,-4216.8674698795185,-4216.8674698795185
83,309.0,-4216.8674698795185,-4168.674698795181
84,309.0,-4216.8674698795185,-3903.614457831326
85,307.0,-3975.9036144578317,-3566.265060240964
86,298.0,-2891.566265060241,-3108.433734939759
87,295.0,-2530.1204819277104,-2578.3132530120483
88,290.0,-1927.7108433734938,-2024.0963855421687
89,287.0,-1566.2650602409637,-1518.072289156626
90,284.0,-1204.8192771084337,-1060.2409638554213
91,277.0,-361.44578313253015,-698.7951807228916
92,276.0,-240.96385542168673,-385.54216867469876
93,275.0,-120.48192771084337,-144.57831325301203
94,274.0,-0.0,-72.28915662650601
95,274.0,-0.0,-0.0
96,274.0,-0.0,-72.28915662650601
97,275.0,-120.48192771084337,-120.48192771084337
98,276.0,-240.96385542168673,-168.67469879518072
99,276.0,-240.96385542168673,-216.86746987951807
100,276.0,-240.96385542168673,-240.96385542168673
101,276.0,-240.96385542168673,-240.96385542168673
102,276.0,-240.96385542168673,-240.96385542168673
103,276.0,-240.96385542168673,-222.89156626506025
104,276.0,-240.96385542168673,-295.18072289156623
105,275.25,-150.6024096385542,-391.56626506024094
107,279.0,-602.4096385542168,-512.0481927710844
108,280.0,-722.8915662650603,-632.5301204819276
109,281.0,-843.3734939759036,-795.1807228915662
110,281.0,-843.3734939759036,-867.4698795180723
111,282.0,-963.8554216867469,-963.8554216867469
112,282.0,-963.8554216867469,-1060.2409638554216
113,284.0,-1204.8192771084337,-1156.6265060240962
114,285.0,-1325.3012048192772,-1228.9156626506024
115,285.0,-1325.3012048192772,-1325.3012048192772
116,285.0,-1325.3012048192772,-1228.9156626506026
117,286.0,-1445.7831325301206,-1445.7831325301206
118,280.0,-722.8915662650603,-722.8915662650603
119,287.0,-1566.2650602409637,-1445.7831325301206
