rotation,value,x,y
0.000,-30000.000,36.000,5592987.289
85.616,-30000.000,37.000,4627592.162
171.233,-30000.000,38.000,3766879.612
256.849,-30000.000,39.000,3005389.421
342.466,-30000.000,40.000,2337661.375
428.082,-30000.000,41.000,1758235.257
513.699,-30000.000,42.000,1261650.849
599.315,-30000.000,43.000,842447.936
684.932,-30000.000,44.000,495166.302
770.548,-30000.000,45.000,214345.729
856.164,30000.000,46.000,-5473.992
941.781,30000.000,47.000,-169753.092
1027.397,30000.000,48.000,-283952.119
1113.014,30000.000,49.000,-353531.339
1198.630,30000.000,50.000,-383931.321
1284.247,30000.000,51.000,-380561.997
1369.863,30000.000,52.000,-349951.329
1455.479,30000.000,53.000,-284539.936
1541.096,30000.000,54.000,-220551.972
1626.712,30000.000,55.000,-162751.105
1712.329,30000.000,56.000,-113635.464
1797.945,30000.000,57.000,-74197.343
1883.562,30000.000,58.000,-44476.724
1969.178,30000.000,59.000,-23743.546
2054.795,30000.000,60.000,-10672.753
2140.411,30000.000,61.000,-3553.109
2226.027,30000.000,62.000,-510.435
2311.644,3419.492,63.000,246.517
2397.260,13584.565,64.000,163.333
2482.877,26965.800,65.000,53.830
2568.493,27861.427,66.000,46.501
2654.110,21812.346,67.000,96.002
2739.726,13728.560,68.000,162.155
2825.342,7320.752,69.000,214.592
2910.959,4406.641,70.000,238.439
2996.575,4151.321,71.000,240.528
3082.192,4088.222,72.000,241.045
3167.808,3962.360,73.000,242.075
3253.425,3836.496,74.000,243.105
3339.041,3702.166,75.000,244.204
3424.658,3576.021,76.000,245.236
3510.274,3456.953,77.000,246.211
3595.890,3340.602,78.000,247.163
3681.507,3224.599,79.000,248.112
3767.123,3107.210,80.000,249.073
3852.740,2988.400,81.000,250.045
3938.356,2869.693,82.000,251.016
4023.973,2752.729,83.000,251.974
4109.589,2638.933,84.000,252.905
4195.205,2529.654,85.000,253.799
4280.822,2426.295,86.000,254.645
4366.438,2330.217,87.000,255.431
4452.055,2242.025,88.000,256.153
4537.671,2161.196,89.000,256.814
4623.288,2085.867,90.000,257.431
4708.904,2012.596,91.000,258.030
4794.521,1938.049,92.000,258.640
4880.137,1865.410,93.000,259.235
4965.753,1803.636,94.000,259.740
5051.370,1754.300,95.000,260.144
5136.986,1708.803,96.000,260.516
5222.603,1658.929,97.000,260.924
5308.219,1601.549,98.000,261.394
5393.836,1540.445,99.000,261.894
5479.452,1483.847,100.000,262.357
5565.068,1431.022,101.000,262.789
5650.685,1370.583,102.000,263.284
5736.301,1295.629,103.000,263.897
5821.918,1208.046,104.000,264.614
5907.534,1111.411,105.000,265.405
5993.151,1008.181,106.000,266.250
6078.767,899.352,107.000,267.140
6164.384,784.822,108.000,268.078
6250.000,663.779,109.000,269.068
6335.616,536.021,110.000,270.114
6421.233,402.643,111.000,271.205
6506.849,266.378,112.000,272.320
6592.466,131.284,113.000,273.426
6678.082,0.746,114.000,274.494
6763.699,-123.124,115.000,275.508
6849.315,-238.540,116.000,276.452
6934.932,-343.711,117.000,277.313
7020.548,-436.848,118.000,278.075
7106.164,-516.162,119.000,278.724
7191.781,-579.862,120.000,279.245
7277.397,-626.165,121.000,279.624
7363.014,-651.874,122.000,279.834
7448.630,-648.253,123.000,279.805
7534.247,-601.499,124.000,279.422
7619.863,-494.883,125.000,278.550
7705.479,-368.084,126.000,277.512
7791.096,-302.697,127.000,276.977
7876.712,-131.441,128.000,275.576
7962.329,6.397,129.000,274.448
8047.945,172.595,130.000,273.088
8133.562,408.200,131.000,271.160
8219.178,655.339,132.000,269.137
8304.795,923.153,133.000,266.946
8390.411,1193.806,134.000,264.731
8476.027,1474.653,135.000,262.432
8561.644,1802.213,136.000,259.752
8647.260,2167.861,137.000,256.760
8732.877,2532.765,138.000,253.774
8818.493,2899.758,139.000,250.770
8904.110,3277.154,140.000,247.682
8989.726,3666.503,141.000,244.496
9075.342,4065.985,142.000,241.227
9160.959,4471.194,143.000,237.911
9246.575,4876.221,144.000,234.596
9332.192,5275.466,145.000,231.329
9417.808,5664.146,146.000,228.148
9503.425,6038.276,147.000,225.087
9589.041,6394.651,148.000,222.170
9674.658,6730.420,149.000,219.423
9760.274,7041.824,150.000,216.874
9845.890,7324.349,151.000,214.562
9931.507,7573.432,152.000,212.524
10017.123,7789.345,153.000,210.757
