rotation,value,x,y
0.00,-611.00,36.00,279.50
85.62,-733.94,37.00,280.51
171.23,-974.47,38.00,282.47
256.85,-1040.38,39.00,283.01
342.47,-1164.92,40.00,284.03
428.08,-1343.07,41.00,285.49
513.70,-1466.10,42.00,286.50
599.32,-1586.85,43.00,287.49
684.93,-1710.14,44.00,288.49
770.55,-1830.72,45.00,289.48
856.16,-1900.50,46.00,290.05
941.78,-2017.04,47.00,291.01
1027.40,-2130.97,48.00,291.94
1113.01,-2198.81,49.00,292.49
1198.63,-2268.32,50.00,293.06
1284.25,-2380.01,51.00,293.98
1369.86,-2451.68,52.00,294.56
1455.48,-2520.95,53.00,295.13
1541.10,-2618.51,54.00,295.93
1626.71,-2663.22,55.00,296.29
1712.33,-2668.10,56.00,296.33
1797.95,-2634.32,57.00,296.06
1883.56,-2586.87,58.00,295.67
1969.18,-2520.00,59.00,295.12
2054.79,-2508.68,60.00,295.03
2140.41,-2443.90,61.00,294.50
2226.03,-2428.35,62.00,294.37
2311.64,-2451.24,63.00,294.56
2397.26,-2554.03,64.00,295.40
2482.88,-2705.84,65.00,296.64
2568.49,-2794.03,66.00,297.36
2654.11,-2856.62,67.00,297.88
2739.73,-2816.00,68.00,297.54
2825.34,-2647.50,69.00,296.17
2910.96,-2184.84,70.00,292.38
2996.58,-1777.54,71.00,289.05
3082.19,-1124.11,72.00,283.70
3167.81,-426.88,73.00,277.99
3253.42,440.22,74.00,270.90
3339.04,1355.44,75.00,263.41
3424.66,2531.16,76.00,253.79
3510.27,3696.04,77.00,244.25
3595.89,4899.24,78.00,234.41
3681.51,6052.73,79.00,224.97
3767.12,7214.05,80.00,215.47
3852.74,8284.08,81.00,206.71
3938.36,9443.27,82.00,197.22
4023.97,10634.64,83.00,187.47
4109.59,11930.98,84.00,176.86
4195.21,13167.79,85.00,166.74
4280.82,14373.83,86.00,156.87
4366.44,15357.27,87.00,148.83
4452.05,16293.14,88.00,141.17
4537.67,16915.24,89.00,136.08
4623.29,17396.92,90.00,132.14
4708.90,17722.93,91.00,129.47
4794.52,18010.34,92.00,127.12
4880.14,18231.24,93.00,125.31
4965.75,18361.98,94.00,124.24
5051.37,18356.86,95.00,124.28
5136.99,18305.30,96.00,124.70
5222.60,18208.17,97.00,125.50
5308.22,18168.57,98.00,125.82
5393.84,17967.76,99.00,127.46
5479.45,17855.53,100.00,128.38
5565.07,17718.80,101.00,129.50
5650.68,17516.70,102.00,131.16
5736.30,17405.47,103.00,132.07
5821.92,17390.51,104.00,132.19
5907.53,17388.52,105.00,132.20
5993.15,17435.66,106.00,131.82
6078.77,17579.51,107.00,130.64
6164.38,17786.45,108.00,128.95
6250.00,18026.15,109.00,126.99
6335.62,18313.70,110.00,124.63
6421.23,18589.29,111.00,122.38
6506.85,18917.58,112.00,119.69
6592.47,19396.98,113.00,115.77
6678.08,19869.54,114.00,111.90
6763.70,20215.77,115.00,109.07
6849.32,20466.15,116.00,107.02
6934.93,20658.99,117.00,105.44
7020.55,20734.34,118.00,104.82
7106.16,20683.06,119.00,105.24
