rotation,value,x,y,is_max
5308.22,-5208.76,98.00,317.12,False
5393.84,-5300.41,99.00,317.88,False
5479.45,-5392.06,100.00,318.62,False
5565.07,-5514.26,101.00,319.62,False
5650.68,-5667.01,102.00,320.88,False
5736.30,-5804.48,103.00,322.00,False
5821.92,-5926.68,104.00,323.00,False
5907.53,-6018.33,105.00,323.75,False
5993.15,-6033.60,106.00,323.88,False
6078.77,-5972.51,107.00,323.38,False
6164.38,-5850.31,108.00,322.38,False
6250.00,-5712.83,109.00,321.25,False
6335.62,-5605.91,110.00,320.38,False
6421.23,-5437.88,111.00,319.00,False
6506.85,-5071.28,112.00,316.00,False
6592.47,-4521.38,113.00,311.50,False
6678.08,-3986.76,114.00,307.12,False
6763.70,-3559.06,115.00,303.62,False
6849.32,-3146.64,116.00,300.25,False
6934.93,-2734.22,117.00,296.88,False
7020.55,-2321.79,118.00,293.50,False
7106.16,-1878.82,119.00,289.88,False
7191.78,-1435.85,120.00,286.25,False
7277.40,-977.60,121.00,282.50,False
7363.01,-519.35,122.00,278.75,False
7448.63,-168.02,123.00,275.88,False
7534.25,122.20,124.00,273.50,False
7619.86,381.87,125.00,271.38,False
7705.48,534.62,126.00,270.12,False
7791.10,580.45,127.00,269.75,False
7876.71,549.90,128.00,270.00,False
7962.33,473.52,129.00,270.62,False
8047.95,381.87,130.00,271.38,False
8133.56,320.77,131.00,271.88,False
8219.18,290.22,132.00,272.12,False
8304.79,244.40,133.00,272.50,False
8390.41,168.02,134.00,273.12,False
8476.03,30.55,135.00,274.25,False
8561.64,-168.02,136.00,275.88,False
8647.26,-366.60,137.00,277.50,False
8732.88,-534.62,138.00,278.88,False
8818.49,-656.82,139.00,279.88,False
8904.11,-717.92,140.00,280.38,False
8989.73,-763.75,141.00,280.75,False
9075.34,-870.67,142.00,281.62,False
9160.96,-1023.42,143.00,282.88,False
9246.58,-1160.90,144.00,284.00,False
9332.19,-1267.82,145.00,284.88,False
9417.81,-1344.20,146.00,285.50,False
9503.42,-1420.57,147.00,286.12,False
9589.04,-1527.49,148.00,287.00,False
9674.66,-1634.42,149.00,287.88,False
9760.27,-1710.79,150.00,288.50,False
9845.89,-1787.17,151.00,289.12,False
9931.51,-1863.54,152.00,289.75,False
10017.12,-1924.64,153.00,290.25,False
10102.74,-2001.02,154.00,290.88,False
10188.36,-2092.67,155.00,291.62,False
10273.97,-2199.59,156.00,292.50,False
10359.59,-2306.52,157.00,293.38,False
10445.21,-2382.89,158.00,294.00,False
10530.82,-2459.27,159.00,294.62,False
10616.44,-2566.19,160.00,295.50,False
10702.05,-2688.39,161.00,296.50,False
10787.67,-2810.59,162.00,297.50,False
10873.29,-2932.79,163.00,298.50,False
10958.90,-3039.71,164.00,299.38,False
11044.52,-3131.36,165.00,300.12,False
11130.14,-3238.29,166.00,301.00,False
11215.75,-3360.49,167.00,302.00,False
11301.37,-3467.41,168.00,302.88,False
11386.99,-3559.06,169.00,303.62,False
11472.60,-3620.16,170.00,304.12,False
11558.22,-3559.06,171.00,303.62,False
11643.84,-3375.76,172.00,302.12,False
11729.45,-3207.74,173.00,300.75,False
11815.07,-3131.36,174.00,300.12,False
11900.68,-3100.81,175.00,299.88,False
11986.30,-3039.71,176.00,299.38,False
12071.92,-2917.52,177.00,298.38,False
12157.53,-2810.59,178.00,297.50,False
12243.15,-2795.32,179.00,297.38,False
12328.77,-2841.14,180.00,297.75,False
12414.38,-2917.52,181.00,298.38,False
12500.00,-3009.16,182.00,299.12,False
12585.62,-3116.09,183.00,300.00,False
12671.23,-3223.01,184.00,300.88,False
12756.85,-3314.66,185.00,301.62,False
12842.47,-3421.59,186.00,302.50,False
12928.08,-3513.24,187.00,303.25,False
13013.70,-3574.34,188.00,303.75,False
13099.32,-3665.99,189.00,304.50,False
13184.93,-3772.91,190.00,305.38,False
13270.55,-3864.56,191.00,306.12,False
13356.16,-3971.49,192.00,307.00,False
13441.78,-4078.41,193.00,307.88,False
13527.40,-4154.79,194.00,308.50,False
13613.01,-4231.16,195.00,309.12,False
13698.63,-4322.81,196.00,309.88,False
13784.25,-4399.19,197.00,310.50,False
13869.86,-4475.56,198.00,311.12,False
13955.48,-4582.48,199.00,312.00,False
14041.10,-4704.68,200.00,313.00,False
14126.71,-4826.88,201.00,314.00,False
14212.33,-4949.08,202.00,315.00,False
14297.95,-5056.01,203.00,315.88,False
14383.56,-5147.66,204.00,316.62,False
14469.18,-5254.58,205.00,317.50,False
14554.79,-5361.51,206.00,318.38,False
14640.41,-5453.16,207.00,319.12,False
14726.03,-5560.08,208.00,320.00,False
14811.64,-5667.01,209.00,320.88,False
14897.26,-5758.66,210.00,321.62,False
14982.88,-5865.58,211.00,322.50,False
15068.49,-5987.78,212.00,323.50,False
15154.11,-6125.25,213.00,324.62,False
15239.73,-6262.73,214.00,325.75,False
15325.34,-6369.65,215.00,326.62,False
15410.96,-6461.30,216.00,327.38,False
15496.58,-6552.95,217.00,328.12,False
15582.19,-6675.15,218.00,329.12,False
15667.81,-6827.90,219.00,330.38,False
15753.42,-6950.10,220.00,331.38,False
15839.04,-7026.48,221.00,332.00,False
15924.66,-7057.03,222.00,332.25,False
16010.27,-7026.48,223.00,332.00,False
16095.89,-6950.10,224.00,331.38,False
16181.51,-6843.18,225.00,330.50,False
16267.12,-6736.25,226.00,329.62,False
16352.74,-6659.88,227.00,329.00,False
16438.36,-6568.23,228.00,328.25,False
16523.97,-6430.75,229.00,327.12,False
16609.59,-6308.55,230.00,326.12,False
16695.21,-6278.00,231.00,325.88,False
16780.82,-6339.10,232.00,326.38,False
16866.44,-6430.75,233.00,327.12,False
16952.05,-6537.68,234.00,328.00,False
17037.67,-6659.88,235.00,329.00,False
17123.29,-6751.53,236.00,329.75,False
17208.90,-6812.63,237.00,330.25,False
17294.52,-6919.55,238.00,331.12,False
17380.14,-7057.03,239.00,332.25,False
17465.75,-7163.95,240.00,333.12,False
17551.37,-7240.33,241.00,333.75,False
17636.99,-7301.43,242.00,334.25,False
17722.60,-7377.80,243.00,334.88,False
17808.22,-7454.18,244.00,335.50,False
17893.84,-7530.55,245.00,336.12,False
17979.45,-7637.47,246.00,337.00,False
18065.07,-7744.40,247.00,337.88,False
18150.68,-7836.05,248.00,338.62,False
18236.30,-7927.70,249.00,339.38,False
18321.92,-8019.35,250.00,340.12,False
18407.53,-8111.00,251.00,340.88,False
18493.15,-8202.65,252.00,341.62,False
18578.77,-8309.57,253.00,342.50,False
18664.38,-8447.05,254.00,343.62,False
18750.00,-8599.80,255.00,344.88,False
18835.62,-8737.27,256.00,346.00,False
18921.23,-8859.47,257.00,347.00,False
19006.85,-8981.67,258.00,348.00,False
19092.47,-9088.59,259.00,348.88,False
19178.08,-9180.24,260.00,349.62,False
19263.70,-9287.17,261.00,350.50,False
19349.32,-9409.37,262.00,351.50,False
19434.93,-9531.57,263.00,352.50,False
19520.55,-9638.49,264.00,353.38,False
19606.16,-9714.87,265.00,354.00,False
19691.78,-9775.97,266.00,354.50,False
19777.40,-9852.34,267.00,355.12,False
19863.01,-9959.27,268.00,356.00,False
19948.63,-10081.47,269.00,357.00,False
20034.25,-10203.67,270.00,358.00,False
20119.86,-10310.59,271.00,358.88,False
20205.48,-10402.24,272.00,359.62,False
20291.10,-10524.44,273.00,360.62,False
20376.71,-10677.19,274.00,361.88,False
20462.33,-10799.39,275.00,362.88,False
20547.95,-10891.04,276.00,363.62,False
20633.56,-10982.69,277.00,364.38,False
20719.18,-11043.79,278.00,364.88,False
20804.79,-11013.24,279.00,364.62,False
20890.41,-10875.76,280.00,363.50,False
20976.03,-10631.36,281.00,361.50,False
21061.64,-10310.59,282.00,358.88,False
21147.26,-9959.27,283.00,356.00,False
21232.88,-9592.67,284.00,353.00,False
21318.49,-9271.89,285.00,350.38,False
21404.11,-8905.30,286.00,347.38,False
21489.73,-8401.22,287.00,343.25,False
21575.34,-7866.60,288.00,338.88,False
21660.96,-7377.80,289.00,334.88,False
21746.58,-7026.48,290.00,332.00,False
21832.19,-6812.63,291.00,330.25,False
21917.81,-6583.50,292.00,328.38,False
22003.42,-6308.55,293.00,326.12,False
22089.04,-6094.70,294.00,324.38,False
22174.66,-6003.05,295.00,323.62,False
22260.27,-5987.78,296.00,323.50,False
22345.89,-6003.05,297.00,323.62,False
22431.51,-6064.15,298.00,324.12,False
22517.12,-6155.80,299.00,324.88,False
22602.74,-6247.45,300.00,325.62,False
22688.36,-6354.38,301.00,326.50,False
22773.97,-6461.30,302.00,327.38,False
22859.59,-6537.68,303.00,328.00,False
22945.21,-6614.05,304.00,328.62,False
23030.82,-6705.70,305.00,329.38,False
23116.44,-6797.35,306.00,330.12,False
23202.05,-6904.28,307.00,331.00,False
23287.67,-6995.93,308.00,331.75,False
23373.29,-7026.48,309.00,332.00,False
23458.90,-6995.93,310.00,331.75,False
23544.52,-6873.73,311.00,330.75,False
23630.14,-6614.05,312.00,328.62,False
23715.75,-6293.28,313.00,326.00,False
23801.37,-6003.05,314.00,323.62,False
23886.99,-5667.01,315.00,320.88,False
23972.60,-5269.86,316.00,317.62,False
24058.22,-4735.23,317.00,313.25,False
24143.84,-3971.49,318.00,307.00,False
24229.45,-3223.01,319.00,300.88,False
24315.07,-2627.29,320.00,296.00,False
24400.68,-2169.04,321.00,292.25,False
24486.30,-1878.82,322.00,289.88,False
24571.92,-1649.69,323.00,288.00,False
24657.53,-1283.10,324.00,285.00,False
24743.15,-733.20,325.00,280.50,False
24828.77,61.10,326.00,274.00,False
24914.38,244.40,327.00,272.50,False
25000.00,427.70,328.00,271.00,False
25085.62,549.90,329.00,270.00,False
25171.23,672.10,330.00,269.00,False
25256.85,733.20,331.00,268.50,False
25342.47,794.30,332.00,268.00,False
25428.08,855.40,333.00,267.50,True
25513.70,794.30,334.00,268.00,False
25599.32,672.10,335.00,269.00,False
25684.93,611.00,336.00,269.50,False
25770.55,488.80,337.00,270.50,False
25856.16,427.70,338.00,271.00,False
25941.78,305.50,339.00,272.00,False
26027.40,244.40,340.00,272.50,False
26113.01,244.40,341.00,272.50,False
26198.63,183.30,342.00,273.00,False
26284.25,61.10,343.00,274.00,False
26369.86,-122.20,344.00,275.50,False
26455.48,-336.05,345.00,277.25,False
26541.10,-442.97,346.00,278.12,False
26626.71,-458.25,347.00,278.25,False
26712.33,-504.07,348.00,278.62,False
26797.95,-611.00,349.00,279.50,False
26883.56,-717.92,350.00,280.38,False
26969.18,-809.57,351.00,281.12,False
27054.79,-931.77,352.00,282.12,False
27140.41,-1084.52,353.00,283.38,False
27226.03,-1222.00,354.00,284.50,False
27311.64,-1328.92,355.00,285.38,False
27397.26,-1420.57,356.00,286.12,False
27482.88,-1527.49,357.00,287.00,False
27568.49,-1649.69,358.00,288.00,False
27654.11,-1771.89,359.00,289.00,False
27739.73,-1878.82,360.00,289.88,False
27825.34,-1970.47,361.00,290.62,False
27910.96,-2062.12,362.00,291.38,False
27996.58,-2169.04,363.00,292.25,False
28082.19,-2306.52,364.00,293.38,False
28167.81,-2428.72,365.00,294.38,False
28253.42,-2535.64,366.00,295.25,False
28339.04,-2673.12,367.00,296.38,False
28424.66,-2810.59,368.00,297.50,False
28510.27,-2932.79,369.00,298.50,False
28595.89,-3054.99,370.00,299.50,False
28681.51,-3177.19,371.00,300.50,False
28767.12,-3268.84,372.00,301.25,False
28852.74,-3329.94,373.00,301.75,False
28938.36,-3436.86,374.00,302.62,False
29023.97,-3589.61,375.00,303.88,False
29109.59,-3696.54,376.00,304.75,False
29195.21,-3757.64,377.00,305.25,False
29280.82,-3834.01,378.00,305.88,False
29366.44,-3925.66,379.00,306.62,False
29452.05,-4017.31,380.00,307.38,False
29537.67,-4108.96,381.00,308.12,False
29623.29,-4185.34,382.00,308.75,False
29708.90,-4246.44,383.00,309.25,False
29794.52,-4338.09,384.00,310.00,False
29880.14,-4445.01,385.00,310.88,False
29965.75,-4521.38,386.00,311.50,False
30051.37,-4597.76,387.00,312.12,False
30136.99,-4689.41,388.00,312.88,False
30222.60,-4781.06,389.00,313.62,False
30308.22,-4887.98,390.00,314.50,False
30393.84,-4994.91,391.00,315.38,False
30479.45,-5086.56,392.00,316.12,False
30565.07,-5178.21,393.00,316.88,False
30650.68,-5147.66,394.00,316.62,False
30736.30,-4887.98,395.00,314.50,False
30821.92,-4567.21,396.00,311.88,False
30907.53,-4261.71,397.00,309.38,False
30993.15,-3910.39,398.00,306.50,False
31078.77,-3604.89,399.00,304.00,False
31164.38,-3242.78,400.00,301.04,False
31250.00,-2682.10,401.00,296.45,False
31335.62,-2112.44,402.00,291.79,False
31421.23,-1603.87,403.00,287.62,False
31506.85,-1176.17,404.00,284.12,False
31592.47,-901.22,405.00,281.88,False
31678.08,-656.82,406.00,279.88,False
31763.70,-458.25,407.00,278.25,False
31849.32,-381.87,408.00,277.62,False
31934.93,-381.87,409.00,277.62,False
32020.55,-412.42,410.00,277.88,False
32106.16,-427.70,411.00,278.00,False
32191.78,-442.97,412.00,278.12,False
32277.40,-473.52,413.00,278.38,False
32363.01,-504.07,414.00,278.62,False
32448.63,-549.90,415.00,279.00,False
32534.25,-626.27,416.00,279.62,False
32619.86,-733.20,417.00,280.50,False
32705.48,-840.12,418.00,281.38,False
32791.10,-947.05,419.00,282.25,False
32876.71,-1069.25,420.00,283.25,False
32962.33,-1191.45,421.00,284.25,False
33047.95,-1328.92,422.00,285.38,False
33133.56,-1451.12,423.00,286.38,False
33219.18,-1542.77,424.00,287.12,False
33304.79,-1649.69,425.00,288.00,False
33390.41,-1771.89,426.00,289.00,False
33476.03,-1878.82,427.00,289.88,False
33561.64,-1970.47,428.00,290.62,False
33647.26,-2062.12,429.00,291.38,False
33732.88,-2138.49,430.00,292.00,False
33818.49,-2214.87,431.00,292.62,False
33904.11,-2321.79,432.00,293.50,False
33989.73,-2443.99,433.00,294.50,False
34075.34,-2566.19,434.00,295.50,False
34160.96,-2673.12,435.00,296.38,False
34246.58,-2780.04,436.00,297.25,False
34332.19,-2902.24,437.00,298.25,False
34417.81,-3009.16,438.00,299.12,False
34503.42,-3116.09,439.00,300.00,False
34589.04,-3223.01,440.00,300.88,False
34674.66,-3314.66,441.00,301.62,False
34760.27,-3421.59,442.00,302.50,False
34845.89,-3543.79,443.00,303.50,False
34931.51,-3650.71,444.00,304.38,False
35017.12,-3727.09,445.00,305.00,False
35102.74,-3803.46,446.00,305.62,False
35188.36,-3910.39,447.00,306.50,False
35273.97,-4017.31,448.00,307.38,False
35359.59,-4108.96,449.00,308.12,False
35445.21,-4215.89,450.00,309.00,False
35530.82,-4322.81,451.00,309.88,False
35616.44,-4414.46,452.00,310.62,False
35702.05,-4536.66,453.00,311.62,False
35787.67,-4704.68,454.00,313.00,False
35873.29,-4857.43,455.00,314.25,False
35958.90,-4949.08,456.00,315.00,False
36044.52,-5040.73,457.00,315.75,False
36130.14,-5178.21,458.00,316.88,False
36215.75,-5300.41,459.00,317.88,False
36301.37,-5392.06,460.00,318.62,False
36386.99,-5498.98,461.00,319.50,False
36472.60,-5605.91,462.00,320.38,False
36558.22,-5697.56,463.00,321.12,False
36643.84,-5804.48,464.00,322.00,False
36729.45,-5911.41,465.00,322.88,False
36815.07,-5987.78,466.00,323.50,False
36900.68,-6048.88,467.00,324.00,False
36986.30,-6109.98,468.00,324.50,False
37071.92,-6186.35,469.00,325.12,False
37157.53,-6308.55,470.00,326.12,False
37243.15,-6446.03,471.00,327.25,False
37328.77,-6552.95,472.00,328.12,False
37414.38,-6659.88,473.00,329.00,False
37500.00,-6782.08,474.00,330.00,False
37585.62,-6904.28,475.00,331.00,False
37671.23,-7041.75,476.00,332.12,False
37756.85,-7194.50,477.00,333.38,False
37842.47,-7347.25,478.00,334.62,False
37928.08,-7484.73,479.00,335.75,False
38013.70,-7561.10,480.00,336.38,False
38099.32,-7591.65,481.00,336.62,False
38184.93,-7637.47,482.00,337.00,False
38270.55,-7683.30,483.00,337.38,False
38356.16,-7713.85,484.00,337.62,False
38441.78,-7759.67,485.00,338.00,False
38527.40,-7820.77,486.00,338.50,False
