rotation,value,x,y,is_max
0.00,-733.20,36.00,280.50,False
85.62,-779.02,37.00,280.88,False
171.23,-809.57,38.00,281.12,False
256.85,-809.57,39.00,281.12,False
342.47,-717.92,40.00,280.38,False
428.08,-580.45,41.00,279.25,False
513.70,-504.07,42.00,278.62,False
599.32,-458.25,43.00,278.25,False
684.93,-351.32,44.00,277.38,False
770.55,-183.30,45.00,276.00,False
856.16,-30.55,46.00,274.75,False
941.78,61.10,47.00,274.00,False
1027.40,45.82,48.00,274.12,False
1113.01,-76.37,49.00,275.12,False
1198.63,-213.85,50.00,276.25,False
1284.25,-351.32,51.00,277.38,False
1369.86,-488.80,52.00,278.50,False
1455.48,-611.00,53.00,279.50,False
1541.10,-717.92,54.00,280.38,False
1626.71,-794.30,55.00,281.00,False
1712.33,-855.40,56.00,281.50,False
1797.95,-947.05,57.00,282.25,False
1883.56,-1099.80,58.00,283.50,False
1969.18,-1267.82,59.00,284.88,False
2054.79,-1405.30,60.00,286.00,False
2140.41,-1512.22,61.00,286.88,False
2226.03,-1603.87,62.00,287.62,False
2311.64,-1695.52,63.00,288.38,False
2397.26,-1787.17,64.00,289.12,False
2482.88,-1878.82,65.00,289.88,False
2568.49,-1955.19,66.00,290.50,False
2654.11,-2031.57,67.00,291.12,False
2739.73,-2138.49,68.00,292.00,False
2825.34,-2260.69,69.00,293.00,False
2910.96,-2382.89,70.00,294.00,False
2996.58,-2505.09,71.00,295.00,False
3082.19,-2627.29,72.00,296.00,False
3167.81,-2749.49,73.00,297.00,False
3253.42,-2871.69,74.00,298.00,False
3339.04,-2993.89,75.00,299.00,False
3424.66,-3100.81,76.00,299.88,False
3510.27,-3192.46,77.00,300.62,False
3595.89,-3284.11,78.00,301.38,False
3681.51,-3375.76,79.00,302.12,False
3767.12,-3467.41,80.00,302.88,False
3852.74,-3559.06,81.00,303.62,False
3938.36,-3665.99,82.00,304.50,False
4023.97,-3788.19,83.00,305.50,False
4109.59,-3879.84,84.00,306.25,False
4195.21,-3940.94,85.00,306.75,False
4280.82,-4032.59,86.00,307.50,False
4366.44,-4154.79,87.00,308.50,False
4452.05,-4276.99,88.00,309.50,False
4537.67,-4368.64,89.00,310.25,False
4623.29,-4445.01,90.00,310.88,False
4708.90,-4551.93,91.00,311.75,False
4794.52,-4643.58,92.00,312.50,False
4880.14,-4719.96,93.00,313.12,False
4965.75,-4826.88,94.00,314.00,False
5051.37,-4933.81,95.00,314.88,False
5136.99,-5025.46,96.00,315.62,False
5222.60,-5117.11,97.00,316.38,False
