rotation,value,x,y,is_max
29023.97,-16374.75,375.00,408.50,False
29109.59,-16481.67,376.00,409.38,False
29195.21,-16558.04,377.00,410.00,False
29280.82,-16634.42,378.00,410.62,False
29366.44,-16726.07,379.00,411.38,False
29452.05,-16817.72,380.00,412.12,False
29537.67,-16894.09,381.00,412.75,False
29623.29,-16955.19,382.00,413.25,False
29708.90,-17031.57,383.00,413.88,False
29794.52,-17123.22,384.00,414.62,False
29880.14,-17199.59,385.00,415.25,False
29965.75,-17245.42,386.00,415.62,False
30051.37,-17291.24,387.00,416.00,False
30136.99,-17352.34,388.00,416.50,False
30222.60,-17413.44,389.00,417.00,False
30308.22,-17489.82,390.00,417.62,False
30393.84,-17581.47,391.00,418.38,False
30479.45,-17657.84,392.00,419.00,False
30565.07,-17734.22,393.00,419.62,False
30650.68,-17825.87,394.00,420.38,False
30736.30,-17917.52,395.00,421.12,False
30821.92,-17993.89,396.00,421.75,False
30907.53,-18054.99,397.00,422.25,False
30993.15,-18131.36,398.00,422.88,False
31078.77,-18207.74,399.00,423.50,False
31164.38,-18284.11,400.00,424.12,False
31250.00,-18375.76,401.00,424.88,False
31335.62,-18467.41,402.00,425.62,False
31421.23,-18543.79,403.00,426.25,False
31506.85,-18604.89,404.00,426.75,False
31592.47,-18696.54,405.00,427.50,False
31678.08,-18803.46,406.00,428.38,False
31763.70,-18879.84,407.00,429.00,False
31849.32,-18956.21,408.00,429.62,False
31934.93,-19032.59,409.00,430.25,False
32020.55,-19078.41,410.00,430.62,False
32106.16,-19124.24,411.00,431.00,False
32191.78,-19185.34,412.00,431.50,False
32277.40,-19246.44,413.00,432.00,False
32363.01,-19307.54,414.00,432.50,False
32448.63,-19383.91,415.00,433.12,False
32534.25,-19475.56,416.00,433.88,False
32619.86,-19551.93,417.00,434.50,False
32705.48,-19613.03,418.00,435.00,False
32791.10,-19674.13,419.00,435.50,False
32876.71,-19735.23,420.00,436.00,False
32962.33,-19811.61,421.00,436.62,False
33047.95,-19887.98,422.00,437.25,False
33133.56,-19949.08,423.00,437.75,False
33219.18,-20010.18,424.00,438.25,False
33304.79,-20056.01,425.00,438.62,False
33390.41,-20117.11,426.00,439.12,False
33476.03,-20208.76,427.00,439.88,False
33561.64,-20300.41,428.00,440.62,False
33647.26,-20376.78,429.00,441.25,False
33732.88,-20437.88,430.00,441.75,False
33818.49,-20529.53,431.00,442.50,False
33904.11,-20636.46,432.00,443.38,False
33989.73,-20728.11,433.00,444.12,False
34075.34,-20835.03,434.00,445.00,False
34160.96,-20926.68,435.00,445.75,False
34246.58,-20987.78,436.00,446.25,False
34332.19,-21079.43,437.00,447.00,False
34417.81,-21171.08,438.00,447.75,False
34503.42,-21216.90,439.00,448.12,False
34589.04,-21262.73,440.00,448.50,False
34674.66,-21323.83,441.00,449.00,False
34760.27,-21384.93,442.00,449.50,False
34845.89,-21476.58,443.00,450.25,False
34931.51,-21583.50,444.00,451.12,False
35017.12,-21659.88,445.00,451.75,False
35102.74,-21736.25,446.00,452.38,False
35188.36,-21827.90,447.00,453.12,False
35273.97,-21934.83,448.00,454.00,False
35359.59,-22026.48,449.00,454.75,False
35445.21,-22087.58,450.00,455.25,False
35530.82,-22163.95,451.00,455.88,False
35616.44,-22240.33,452.00,456.50,False
35702.05,-22316.70,453.00,457.12,False
35787.67,-22408.35,454.00,457.88,False
35873.29,-22484.73,455.00,458.50,False
35958.90,-22545.82,456.00,459.00,False
36044.52,-22591.65,457.00,459.38,False
36130.14,-22637.47,458.00,459.75,False
36215.75,-22698.57,459.00,460.25,False
36301.37,-22744.40,460.00,460.62,False
36386.99,-22805.50,461.00,461.12,False
36472.60,-22897.15,462.00,461.88,False
36558.22,-22958.25,463.00,462.38,False
36643.84,-23004.07,464.00,462.75,False
36729.45,-23080.45,465.00,463.38,False
36815.07,-23156.82,466.00,464.00,False
36900.68,-23217.92,467.00,464.50,False
36986.30,-23279.02,468.00,465.00,False
37071.92,-23340.12,469.00,465.50,False
37157.53,-23416.50,470.00,466.12,False
37243.15,-23523.42,471.00,467.00,False
37328.77,-23615.07,472.00,467.75,False
37414.38,-23676.17,473.00,468.25,False
37500.00,-23752.55,474.00,468.88,False
37585.62,-23828.92,475.00,469.50,False
37671.23,-23905.30,476.00,470.12,False
37756.85,-24012.22,477.00,471.00,False
37842.47,-24103.87,478.00,471.75,False
37928.08,-24164.97,479.00,472.25,False
38013.70,-24241.34,480.00,472.88,False
38099.32,-24302.44,481.00,473.38,False
38184.93,-24348.27,482.00,473.75,False
38270.55,-24409.37,483.00,474.25,False
38356.16,-24470.47,484.00,474.75,False
38441.78,-24546.84,485.00,475.38,False
38527.40,-24607.94,486.00,475.88,False
38613.01,-24653.77,487.00,476.25,False
38698.63,-24714.87,488.00,476.75,False
38784.25,-24775.97,489.00,477.25,False
38869.86,-24882.89,490.00,478.12,False
38955.48,-25035.64,491.00,479.38,False
39041.10,-25142.57,492.00,480.25,False
39126.71,-25188.39,493.00,480.62,False
39212.33,-25218.94,494.00,480.88,False
39297.95,-25249.49,495.00,481.12,False
39383.56,-25295.32,496.00,481.50,False
