rotation,value,x,y,is_max
0.00,-524.09,36.00,278.79,False
85.62,-586.51,37.00,279.30,False
171.23,-759.17,38.00,280.71,False
256.85,-902.72,39.00,281.89,False
342.47,-1039.23,40.00,283.00,False
428.08,-1202.36,41.00,284.34,False
513.70,-1331.18,42.00,285.39,False
599.32,-1411.86,43.00,286.05,False
684.93,-1515.22,44.00,286.90,False
770.55,-1659.75,45.00,288.08,False
856.16,-1782.16,46.00,289.08,False
941.78,-1843.56,47.00,289.59,False
1027.40,-1866.60,48.00,289.78,False
1113.01,-1889.27,49.00,289.96,False
1198.63,-2019.47,50.00,291.03,False
1284.25,-2245.16,51.00,292.87,False
1369.86,-2355.09,52.00,293.77,False
1455.48,-2399.47,53.00,294.14,False
1541.10,-2490.81,54.00,294.88,False
1626.71,-2559.91,55.00,295.45,False
1712.33,-2615.20,56.00,295.90,False
1797.95,-2721.34,57.00,296.77,False
1883.56,-2863.96,58.00,297.94,False
1969.18,-2976.31,59.00,298.86,False
2054.79,-3029.95,60.00,299.30,False
2140.41,-3117.94,61.00,300.02,False
2226.03,-3249.34,62.00,301.09,False
2311.64,-3337.74,63.00,301.81,False
2397.26,-3441.09,64.00,302.66,False
2482.88,-3547.84,65.00,303.53,False
2568.49,-3626.33,66.00,304.18,False
2654.11,-3718.06,67.00,304.93,False
2739.73,-3780.13,68.00,305.43,False
2825.34,-3851.28,69.00,306.02,False
2910.96,-3998.22,70.00,307.22,False
2996.58,-4228.59,71.00,309.10,False
3082.19,-4480.28,72.00,311.16,False
3167.81,-4624.22,73.00,312.34,False
3253.42,-4705.61,74.00,313.01,False
3339.04,-4779.42,75.00,313.61,False
3424.66,-4838.31,76.00,314.09,False
3510.27,-4905.42,77.00,314.64,False
3595.89,-5003.82,78.00,315.45,False
3681.51,-5163.34,79.00,316.75,False
3767.12,-5324.46,80.00,318.07,False
3852.74,-5431.51,81.00,318.95,False
3938.36,-5483.74,82.00,319.38,False
4023.97,-5480.40,83.00,319.35,False
4109.59,-5440.89,84.00,319.02,False
4195.21,-5312.74,85.00,317.98,False
4280.82,-4921.42,86.00,314.77,False
4366.44,-4416.84,87.00,310.64,False
4452.05,-4165.80,88.00,308.59,False
4537.67,-3936.25,89.00,306.71,False
4623.29,-3561.84,90.00,303.65,False
4708.90,-3374.28,91.00,302.11,False
4794.52,-3347.47,92.00,301.89,False
4880.14,-3322.54,93.00,301.69,False
4965.75,-3319.14,94.00,301.66,False
5051.37,-3325.73,95.00,301.72,False
5136.99,-3334.25,96.00,301.79,False
5222.60,-3362.96,97.00,302.02,False
5308.22,-3421.61,98.00,302.50,False
5393.84,-3498.06,99.00,303.13,False
5479.45,-3608.30,100.00,304.03,False
5565.07,-3765.39,101.00,305.31,False
5650.68,-3915.68,102.00,306.54,False
5736.30,-3991.09,103.00,307.16,False
5821.92,-4000.54,104.00,307.24,False
5907.53,-4070.85,105.00,307.81,False
5993.15,-4216.45,106.00,309.00,False
6078.77,-4343.99,107.00,310.05,False
6164.38,-4472.96,108.00,311.10,False
6250.00,-4590.63,109.00,312.07,False
6335.62,-4720.22,110.00,313.13,False
6421.23,-4843.96,111.00,314.14,False
6506.85,-4887.90,112.00,314.50,False
6592.47,-4971.39,113.00,315.18,False
6678.08,-5129.18,114.00,316.47,False
6763.70,-5212.32,115.00,317.15,False
6849.32,-5198.05,116.00,317.04,False
6934.93,-5261.98,117.00,317.56,False
7020.55,-5443.77,118.00,319.05,False
7106.16,-5601.80,119.00,320.34,False
7191.78,-5727.13,120.00,321.37,False
7277.40,-5819.08,121.00,322.12,False
7363.01,-5862.01,122.00,322.47,False
7448.63,-5894.97,123.00,322.74,False
7534.25,-5929.96,124.00,323.03,False
7619.86,-5995.67,125.00,323.56,False
7705.48,-6112.69,126.00,324.52,False
7791.10,-6207.23,127.00,325.30,False
7876.71,-6297.52,128.00,326.03,False
7962.33,-6472.58,129.00,327.47,False
8047.95,-6622.12,130.00,328.69,False
8133.56,-6748.69,131.00,329.73,False
8219.18,-6901.58,132.00,330.98,False
8304.79,-7015.74,133.00,331.91,False
8390.41,-7115.93,134.00,332.73,False
8476.03,-7162.56,135.00,333.11,False
8561.64,-7149.48,136.00,333.01,False
8647.26,-6946.20,137.00,331.34,False
8732.88,-6558.55,138.00,328.17,False
8818.49,-6197.19,139.00,325.21,False
8904.11,-5841.51,140.00,322.30,False
8989.73,-5454.90,141.00,319.14,False
9075.34,-5005.44,142.00,315.46,False
9160.96,-4663.51,143.00,312.66,False
9246.58,-4496.95,144.00,311.30,False
9332.19,-3776.51,145.00,305.40,False
9417.81,-2502.54,146.00,294.98,False
9503.42,-1584.87,147.00,287.47,False
9589.04,-1023.13,148.00,282.87,False
9674.66,-776.18,149.00,280.85,False
9760.27,-483.75,150.00,278.46,False
9845.89,296.81,151.00,272.07,False
9931.51,918.35,152.00,266.98,False
10017.12,1260.81,153.00,264.18,False
10102.74,1629.85,154.00,261.16,False
10188.36,1851.06,155.00,259.35,False
10273.97,1922.05,156.00,258.77,False
10359.59,1972.67,157.00,258.36,False
10445.21,2023.08,158.00,257.94,False
10530.82,2062.94,159.00,257.62,False
10616.44,1991.16,160.00,258.21,False
10702.05,1840.83,161.00,259.44,False
10787.67,1772.31,162.00,260.00,False
10873.29,1773.62,163.00,259.99,False
10958.90,1663.65,164.00,260.89,False
11044.52,1454.51,165.00,262.60,False
11130.14,1289.02,166.00,263.95,False
11215.75,1147.03,167.00,265.11,False
11301.37,1078.17,168.00,265.68,False
11386.99,1024.26,169.00,266.12,False
11472.60,882.75,170.00,267.28,False
11558.22,795.85,171.00,267.99,False
11643.84,741.74,172.00,268.43,False
11729.45,639.21,173.00,269.27,False
11815.07,545.67,174.00,270.03,False
11900.68,475.45,175.00,270.61,False
11986.30,433.45,176.00,270.95,False
12071.92,422.95,177.00,271.04,False
12157.53,420.67,178.00,271.06,False
12243.15,424.66,179.00,271.02,False
12328.77,215.33,180.00,272.74,False
12414.38,-238.43,181.00,276.45,False
12500.00,-500.74,182.00,278.60,False
12585.62,-537.52,183.00,278.90,False
12671.23,-547.99,184.00,278.98,False
12756.85,-598.17,185.00,279.40,False
12842.47,-705.28,186.00,280.27,False
12928.08,-759.57,187.00,280.72,False
13013.70,-866.66,188.00,281.59,False
13099.32,-1065.02,189.00,283.22,False
13184.93,-1156.57,190.00,283.96,False
13270.55,-1196.81,191.00,284.29,False
13356.16,-1278.65,192.00,284.96,False
13441.78,-1369.67,193.00,285.71,False
13527.40,-1496.64,194.00,286.75,False
13613.01,-1635.68,195.00,287.89,False
13698.63,-1742.84,196.00,288.76,False
13784.25,-1878.28,197.00,289.87,False
13869.86,-2042.43,198.00,291.21,False
13955.48,-2145.16,199.00,292.05,False
14041.10,-2230.20,200.00,292.75,False
14126.71,-2323.16,201.00,293.51,False
14212.33,-2361.27,202.00,293.82,False
14297.95,-2442.75,203.00,294.49,False
14383.56,-2599.11,204.00,295.77,False
14469.18,-2671.45,205.00,296.36,False
14554.79,-2705.11,206.00,296.64,False
14640.41,-2812.32,207.00,297.51,False
14726.03,-2922.19,208.00,298.41,False
14811.64,-2977.08,209.00,298.86,False
14897.26,-3002.34,210.00,299.07,False
14982.88,-3086.83,211.00,299.76,False
15068.49,-3213.68,212.00,300.80,False
15154.11,-3225.79,213.00,300.90,False
15239.73,-3148.31,214.00,300.26,False
15325.34,-2950.32,215.00,298.64,False
15410.96,-2632.09,216.00,296.04,False
15496.58,-2447.97,217.00,294.53,False
15582.19,-2396.27,218.00,294.11,False
15667.81,-2360.25,219.00,293.81,False
15753.42,-2346.38,220.00,293.70,False
15839.04,-2359.87,221.00,293.81,False
15924.66,-2383.22,222.00,294.00,False
16010.27,-2464.50,223.00,294.67,False
16095.89,-2623.45,224.00,295.97,False
16181.51,-2714.91,225.00,296.72,False
16267.12,-2722.63,226.00,296.78,False
16352.74,-2742.88,227.00,296.95,False
16438.36,-2818.74,228.00,297.57,False
16523.97,-2941.21,229.00,298.57,False
16609.59,-3104.66,230.00,299.91,False
16695.21,-3302.28,231.00,301.52,False
16780.82,-3458.86,232.00,302.80,False
16866.44,-3561.27,233.00,303.64,False
16952.05,-3647.72,234.00,304.35,False
17037.67,-3733.17,235.00,305.05,False
17123.29,-3798.81,236.00,305.59,False
17208.90,-3847.76,237.00,305.99,False
17294.52,-3994.36,238.00,307.19,False
17380.14,-4223.55,239.00,309.06,False
17465.75,-4334.49,240.00,309.97,False
17551.37,-4311.70,241.00,309.78,False
17636.99,-4344.53,242.00,310.05,False
17722.60,-4475.65,243.00,311.13,False
17808.22,-4558.39,244.00,311.80,False
17893.84,-4630.43,245.00,312.39,False
17979.45,-4758.71,246.00,313.44,False
18065.07,-4837.92,247.00,314.09,False
18150.68,-4878.17,248.00,314.42,False
18236.30,-5010.08,249.00,315.50,False
18321.92,-5230.85,250.00,317.31,False
