rotation,value,x,y,is_max
18407.53,-5383.11,251.00,318.55,False
18493.15,-5458.59,252.00,319.17,False
18578.77,-5519.82,253.00,319.67,False
18664.38,-5550.03,254.00,319.92,False
18750.00,-5699.15,255.00,321.14,False
18835.62,-5975.54,256.00,323.40,False
18921.23,-6117.91,257.00,324.56,False
19006.85,-6141.38,258.00,324.76,False
19092.47,-6222.01,259.00,325.42,False
19178.08,-6368.47,260.00,326.62,False
19263.70,-6461.29,261.00,327.37,False
19349.32,-6469.51,262.00,327.44,False
19434.93,-6546.89,263.00,328.08,False
19520.55,-6703.26,264.00,329.36,False
19606.16,-6778.64,265.00,329.97,False
19691.78,-6793.61,266.00,330.09,False
19777.40,-6883.23,267.00,330.83,False
19863.01,-7037.53,268.00,332.09,False
19948.63,-7144.03,269.00,332.96,False
20034.25,-7234.17,270.00,333.70,False
20119.86,-7380.39,271.00,334.90,False
20205.48,-7545.56,272.00,336.25,False
20291.10,-7685.91,273.00,337.40,False
20376.71,-7747.61,274.00,337.90,False
20462.33,-7814.01,275.00,338.44,False
20547.95,-7941.97,276.00,339.49,False
20633.56,-8012.76,277.00,340.07,False
20719.18,-8117.54,278.00,340.93,False
20804.79,-8323.24,279.00,342.61,False
20890.41,-8441.13,280.00,343.58,False
20976.03,-8436.63,281.00,343.54,False
21061.64,-8485.19,282.00,343.94,False
21147.26,-8622.30,283.00,345.06,False
21232.88,-8690.27,284.00,345.62,False
21318.49,-8670.70,285.00,345.46,False
21404.11,-8654.42,286.00,345.32,False
21489.73,-8699.63,287.00,345.69,False
21575.34,-8787.63,288.00,346.41,False
21660.96,-8833.96,289.00,346.79,False
21746.58,-8685.23,290.00,345.57,False
21832.19,-8360.33,291.00,342.92,False
21917.81,-8157.12,292.00,341.25,False
22003.42,-7940.58,293.00,339.48,False
22089.04,-7433.97,294.00,335.33,False
22174.66,-6892.38,295.00,330.90,False
22260.27,-6518.84,296.00,327.85,False
22345.89,-6146.08,297.00,324.80,False
22431.51,-5737.76,298.00,321.45,False
22517.12,-5278.10,299.00,317.69,False
22602.74,-4799.29,300.00,313.77,False
22688.36,-4497.74,301.00,311.31,False
22773.97,-4220.43,302.00,309.04,False
22859.59,-3932.38,303.00,306.68,False
22945.21,-3800.16,304.00,305.60,False
23030.82,-3472.03,305.00,302.91,False
23116.44,-2732.58,306.00,296.86,False
23202.05,-2020.86,307.00,291.04,False
23287.67,-1623.62,308.00,287.79,False
23373.29,-1457.20,309.00,286.42,False
23458.90,-1390.83,310.00,285.88,False
23544.52,-1388.04,311.00,285.86,False
23630.14,-1435.78,312.00,286.25,False
23715.75,-1469.49,313.00,286.53,False
23801.37,-1490.89,314.00,286.70,False
23886.99,-1525.52,315.00,286.98,False
23972.60,-1570.42,316.00,287.35,False
24058.22,-1636.24,317.00,287.89,False
24143.84,-1713.12,318.00,288.52,False
24229.45,-1763.08,319.00,288.93,False
24315.07,-1806.09,320.00,289.28,False
24400.68,-1877.32,321.00,289.86,False
24486.30,-1964.39,322.00,290.58,False
24571.92,-2021.74,323.00,291.04,False
24657.53,-2044.77,324.00,291.23,False
24743.15,-2133.03,325.00,291.96,False
24828.77,-2292.56,326.00,293.26,False
24914.38,-2469.95,327.00,294.71,False
25000.00,-2661.33,328.00,296.28,False
25085.62,-2791.55,329.00,297.34,False
25171.23,-2896.01,330.00,298.20,False
25256.85,-3000.28,331.00,299.05,False
25342.47,-3098.46,332.00,299.86,False
25428.08,-3219.14,333.00,300.84,False
25513.70,-3273.81,334.00,301.29,False
25599.32,-3344.69,335.00,301.87,False
25684.93,-3491.65,336.00,303.07,False
25770.55,-3549.61,337.00,303.55,False
25856.16,-3525.14,338.00,303.35,False
25941.78,-3362.33,339.00,302.02,False
26027.40,-3017.02,340.00,299.19,False
26113.01,-2747.42,341.00,296.98,False
26198.63,-2627.77,342.00,296.00,False
26284.25,-2548.89,343.00,295.36,False
26369.86,-2514.18,344.00,295.07,False
26455.48,-2551.71,345.00,295.38,False
26541.10,-2593.98,346.00,295.73,False
26626.71,-2596.17,347.00,295.75,False
26712.33,-2590.72,348.00,295.70,False
26797.95,-2559.03,349.00,295.44,False
26883.56,-2443.57,350.00,294.50,False
26969.18,-2248.00,351.00,292.90,False
27054.79,-1953.55,352.00,290.49,False
27140.41,-1638.34,353.00,287.91,False
27226.03,-1506.27,354.00,286.83,False
27311.64,-1013.48,355.00,282.79,False
27397.26,-24.02,356.00,274.70,False
27482.88,609.06,357.00,269.52,False
27568.49,884.28,358.00,267.26,False
27654.11,1041.09,359.00,265.98,False
27739.73,999.65,360.00,266.32,False
27825.34,877.27,361.00,267.32,False
27910.96,824.08,362.00,267.76,False
27996.58,832.65,363.00,267.69,False
28082.19,753.69,364.00,268.33,False
28167.81,611.47,365.00,269.50,False
28253.42,526.92,366.00,270.19,False
28339.04,487.07,367.00,270.51,False
28424.66,455.58,368.00,270.77,False
28510.27,433.53,369.00,270.95,False
28595.89,411.09,370.00,271.14,False
28681.51,394.85,371.00,271.27,False
28767.12,191.74,372.00,272.93,False
28852.74,-215.79,373.00,276.27,False
28938.36,-437.54,374.00,278.08,False
29023.97,-448.57,375.00,278.17,False
29109.59,-448.86,376.00,278.17,False
29195.21,-460.65,377.00,278.27,False
29280.82,-551.49,378.00,279.01,False
29366.44,-711.49,379.00,280.32,False
29452.05,-785.54,380.00,280.93,False
29537.67,-766.99,381.00,280.78,False
29623.29,-934.59,382.00,282.15,False
29708.90,-1301.61,383.00,285.15,False
29794.52,-1501.76,384.00,286.79,False
29880.14,-1537.69,385.00,287.08,False
29965.75,-1595.59,386.00,287.56,False
30051.37,-1675.75,387.00,288.21,False
30136.99,-1750.95,388.00,288.83,False
30222.60,-1869.75,389.00,289.80,False
30308.22,-2006.63,390.00,290.92,False
30393.84,-2008.40,391.00,290.94,False
30479.45,-1941.62,392.00,290.39,False
30565.07,-1903.42,393.00,290.08,False
30650.68,-1867.55,394.00,289.78,False
30736.30,-1820.48,395.00,289.40,False
30821.92,-1744.17,396.00,288.77,False
30907.53,-1534.70,397.00,287.06,False
30993.15,-1239.59,398.00,284.64,False
31078.77,-1112.88,399.00,283.61,False
31164.38,-992.52,400.00,282.62,False
31250.00,-725.40,401.00,280.44,False
31335.62,-331.58,402.00,277.21,False
31421.23,157.54,403.00,273.21,False
31506.85,397.17,404.00,271.25,False
31592.47,408.21,405.00,271.16,False
31678.08,420.42,406.00,271.06,False
31763.70,418.26,407.00,271.08,False
31849.32,395.40,408.00,271.26,False
31934.93,142.20,409.00,273.34,False
32020.55,-319.33,410.00,277.11,False
32106.16,-540.17,411.00,278.92,False
32191.78,-523.24,412.00,278.78,False
32277.40,-516.60,413.00,278.73,False
32363.01,-606.54,414.00,279.46,False
32448.63,-762.61,415.00,280.74,False
32534.25,-847.28,416.00,281.43,False
32619.86,-928.30,417.00,282.10,False
32705.48,-1066.84,418.00,283.23,False
32791.10,-1173.62,419.00,284.10,False
32876.71,-1277.33,420.00,284.95,False
32962.33,-1401.80,421.00,285.97,False
33047.95,-1496.22,422.00,286.74,False
33133.56,-1526.03,423.00,286.99,False
33219.18,-1573.90,424.00,287.38,False
33304.79,-1716.25,425.00,288.54,False
33390.41,-1817.68,426.00,289.37,False
33476.03,-1832.27,427.00,289.49,False
33561.64,-1913.53,428.00,290.16,False
33647.26,-2107.44,429.00,291.75,False
33732.88,-2261.68,430.00,293.01,False
33818.49,-2365.26,431.00,293.86,False
33904.11,-2497.66,432.00,294.94,False
33989.73,-2594.59,433.00,295.73,False
34075.34,-2668.02,434.00,296.33,False
34160.96,-2790.79,435.00,297.34,False
34246.58,-2916.45,436.00,298.37,False
34332.19,-2940.70,437.00,298.56,False
34417.81,-2866.67,438.00,297.96,False
34503.42,-2787.55,439.00,297.31,False
34589.04,-2534.41,440.00,295.24,False
34674.66,-1919.20,441.00,290.21,False
34760.27,-1347.93,442.00,285.53,False
34845.89,-1043.15,443.00,283.04,False
34931.51,-790.98,444.00,280.97,False
35017.12,-645.32,445.00,279.78,False
35102.74,-611.10,446.00,279.50,False
35188.36,-588.33,447.00,279.31,False
35273.97,-578.00,448.00,279.23,False
35359.59,-590.84,449.00,279.34,False
35445.21,-627.30,450.00,279.63,False
35530.82,-657.04,451.00,279.88,False
35616.44,-672.64,452.00,280.00,False
35702.05,-396.42,453.00,277.74,False
35787.67,456.65,454.00,270.76,False
35873.29,471.40,455.00,270.64,False
35958.90,2010.58,456.00,258.05,False
36044.52,2036.99,457.00,257.83,False
36130.14,2290.13,458.00,255.76,False
36215.75,2357.52,459.00,255.21,False
36301.37,2779.92,460.00,251.75,False
36386.99,2814.98,461.00,251.46,False
36472.60,2832.70,462.00,251.32,False
36558.22,2990.76,463.00,250.03,False
36643.84,3051.21,464.00,249.53,True
36729.45,3036.96,465.00,249.65,False
36815.07,2790.10,466.00,251.67,False
36900.68,2857.74,467.00,251.11,False
36986.30,2750.40,468.00,251.99,False
