rotation,value,x,y,is_max,is_min
0.00,-611.00,36.00,279.50,False,False
85.62,-702.65,37.00,280.25,False,False
171.23,-820.31,38.00,281.21,False,False
256.85,-910.95,39.00,281.95,False,False
342.47,-999.54,40.00,282.68,False,False
428.08,-1113.40,41.00,283.61,False,False
513.70,-1271.46,42.00,284.90,False,False
599.32,-1423.71,43.00,286.15,False,False
684.93,-1602.17,44.00,287.61,False,False
770.55,-1552.83,45.00,287.21,False,False
856.16,-1639.54,46.00,287.92,False,False
941.78,-1721.58,47.00,288.59,False,False
1027.40,-1794.63,48.00,289.19,False,False
1113.01,-1872.15,49.00,289.82,False,False
1198.63,-1976.32,50.00,290.67,False,False
1284.25,-2089.32,51.00,291.60,False,False
1369.86,-2184.42,52.00,292.38,False,False
1455.48,-2278.08,53.00,293.14,False,False
1541.10,-2351.01,54.00,293.74,False,False
1626.71,-2466.73,55.00,294.69,False,False
1712.33,-2431.46,56.00,294.40,False,False
1797.95,-2631.73,57.00,296.04,False,False
1883.56,-2778.68,58.00,297.24,False,False
1969.18,-3011.96,59.00,299.15,False,False
2054.79,-3194.30,60.00,300.64,False,False
2140.41,-3450.10,61.00,302.73,False,False
2226.03,-3421.59,62.00,302.50,False,False
2311.64,-3549.85,63.00,303.55,False,False
2397.26,-3665.99,64.00,304.50,False,False
2482.88,-3780.53,65.00,305.44,False,False
2568.49,-3919.55,66.00,306.57,False,False
2654.11,-3897.52,67.00,306.39,False,False
2739.73,-4044.06,68.00,307.59,False,False
2825.34,-4141.72,69.00,308.39,False,False
2910.96,-4235.67,70.00,309.16,False,False
2996.58,-4388.04,71.00,310.41,False,False
3082.19,-4503.70,72.00,311.36,False,False
3167.81,-4621.41,73.00,312.32,False,False
3253.42,-4698.95,74.00,312.95,False,False
3339.04,-4772.88,75.00,313.56,False,False
3424.66,-4851.28,76.00,314.20,False,False
3510.27,-4903.89,77.00,314.63,False,False
3595.89,-4970.32,78.00,315.17,False,False
3681.51,-5032.23,79.00,315.68,False,False
3767.12,-5135.94,80.00,316.53,False,False
3852.74,-5254.09,81.00,317.50,False,False
3938.36,-5392.52,82.00,318.63,False,False
4023.97,-5536.17,83.00,319.80,False,False
4109.59,-5676.06,84.00,320.95,False,False
4195.21,-5885.53,85.00,322.66,False,False
4280.82,-5875.76,86.00,322.58,False,False
4366.44,-5952.00,87.00,323.21,False,False
4452.05,-5968.19,88.00,323.34,False,False
4537.67,-5976.30,89.00,323.41,False,False
4623.29,-5979.48,90.00,323.43,False,False
4708.90,-6001.18,91.00,323.61,False,False
4794.52,-5962.48,92.00,323.29,False,False
4880.14,-6103.87,93.00,324.45,False,False
4965.75,-5528.92,94.00,319.75,False,False
5051.37,-5322.12,95.00,318.05,False,False
5136.99,-5147.66,96.00,316.62,False,False
5222.60,-5255.95,97.00,317.51,False,False
5308.22,-5311.25,98.00,317.96,False,False
5393.84,-5385.88,99.00,318.57,False,False
5479.45,-5432.53,100.00,318.96,False,False
5565.07,-5507.41,101.00,319.57,False,False
5650.68,-5498.98,102.00,319.50,False,False
5736.30,-5393.43,103.00,318.64,False,False
5821.92,-5198.33,104.00,317.04,False,False
5907.53,-4852.58,105.00,314.21,False,False
5993.15,-4434.32,106.00,310.79,False,False
6078.77,-3751.38,107.00,305.20,False,False
6164.38,-3403.83,108.00,302.35,False,False
6250.00,-3207.59,109.00,300.75,False,False
6335.62,-3186.86,110.00,300.58,False,False
6421.23,-3178.06,111.00,300.51,False,False
6506.85,-3175.48,112.00,300.49,False,False
6592.47,-3173.77,113.00,300.47,False,False
6678.08,-3160.08,114.00,300.36,False,False
6763.70,-3197.78,115.00,300.67,False,False
6849.32,-3276.88,116.00,301.32,False,False
6934.93,-2883.48,117.00,298.10,False,False
7020.55,-2164.25,118.00,292.21,False,False
7106.16,-1396.13,119.00,285.92,False,False
7191.78,-219.21,120.00,276.29,False,False
7277.40,651.73,121.00,269.17,False,False
7363.01,598.13,122.00,269.61,False,False
7448.63,932.25,123.00,266.87,False,False
7534.25,1306.80,124.00,263.81,False,False
7619.86,1908.06,125.00,258.89,False,False
7705.48,2500.39,126.00,254.04,False,False
7791.10,2443.99,127.00,254.50,False,False
7876.71,3814.59,128.00,243.28,False,False
7962.33,4443.55,129.00,238.14,False,False
8047.95,5166.11,130.00,232.22,False,False
8133.56,5849.74,131.00,226.63,False,False
8219.18,6242.99,132.00,223.41,False,False
8304.79,6459.16,133.00,221.64,False,False
8390.41,6693.54,134.00,219.72,False,False
8476.03,7089.74,135.00,216.48,False,False
8561.64,8350.31,136.00,206.17,False,False
8647.26,8321.79,137.00,206.40,False,False
8732.88,8600.74,138.00,204.12,False,False
8818.49,8721.96,139.00,203.13,False,False
8904.11,9017.75,140.00,202.70,True,False
8989.73,8758.35,141.00,202.83,False,False
9075.34,8697.43,142.00,203.33,False,False
9160.96,8624.91,143.00,203.92,False,False
9246.58,8544.71,144.00,204.58,False,False
9332.19,8432.79,145.00,205.49,False,False
9417.81,8312.90,146.00,206.47,False,False
9503.42,8206.77,147.00,207.34,False,False
9589.04,8119.13,148.00,208.06,False,False
9674.66,8025.92,149.00,208.82,False,False
9760.27,7914.38,150.00,209.73,False,False
9845.89,7789.41,151.00,210.76,False,False
9931.51,7674.29,152.00,211.70,False,False
10017.12,7568.77,153.00,212.56,False,False
10102.74,7460.50,154.00,213.45,False,False
10188.36,7328.35,155.00,214.53,False,False
10273.97,7206.58,156.00,215.53,False,False
10359.59,7099.16,157.00,216.41,False,False
10445.21,6998.73,158.00,217.23,False,False
10530.82,6920.87,159.00,217.86,False,False
10616.44,6826.02,160.00,218.64,False,False
10702.05,6723.21,161.00,219.48,False,False
10787.67,6612.33,162.00,220.39,False,False
10873.29,6507.18,163.00,221.25,False,False
10958.90,6398.25,164.00,222.14,False,False
11044.52,6297.98,165.00,222.96,False,False
11130.14,6218.16,166.00,223.61,False,False
11215.75,6150.13,167.00,224.17,False,False
11301.37,6078.55,168.00,224.76,False,False
11386.99,6004.49,169.00,225.36,False,False
11472.60,5933.86,170.00,225.94,False,False
11558.22,5827.80,171.00,226.81,False,False
11643.84,5733.25,172.00,227.58,False,False
11729.45,5642.41,173.00,228.33,False,False
11815.07,5569.21,174.00,228.93,False,False
11900.68,5481.40,175.00,229.64,False,False
11986.30,5371.61,176.00,230.54,False,False
12071.92,5248.33,177.00,231.55,False,False
12157.53,5136.69,178.00,232.46,False,False
12243.15,4997.65,179.00,233.60,False,False
12328.77,5010.18,180.00,233.50,False,False
12414.38,4909.27,181.00,234.33,False,False
12500.00,4795.15,182.00,235.26,False,False
12585.62,4640.70,183.00,236.52,False,False
12671.23,4432.54,184.00,238.23,False,False
12756.85,4271.81,185.00,239.54,False,False
12842.47,4141.65,186.00,240.61,False,False
12928.08,4022.23,187.00,241.58,False,False
13013.70,3896.57,188.00,242.61,False,False
13099.32,3761.36,189.00,243.72,False,False
13184.93,3811.00,190.00,243.31,False,False
13270.55,3649.14,191.00,244.64,False,False
13356.16,3545.50,192.00,245.49,False,False
13441.78,3433.49,193.00,246.40,False,False
13527.40,3326.87,194.00,247.28,False,False
13613.01,3224.38,195.00,248.11,False,False
13698.63,3068.34,196.00,249.39,False,False
13784.25,2944.08,197.00,250.41,False,False
13869.86,2791.68,198.00,251.65,False,False
13955.48,2813.87,199.00,251.47,False,False
14041.10,2788.96,200.00,251.68,False,False
14126.71,2753.88,201.00,251.96,False,False
14212.33,2696.88,202.00,252.43,False,False
14297.95,2632.19,203.00,252.96,False,False
14383.56,2553.72,204.00,253.60,False,False
14469.18,2445.84,205.00,254.48,False,False
14554.79,2330.10,206.00,255.43,False,False
14640.41,2219.58,207.00,256.34,False,False
14726.03,2114.65,208.00,257.20,False,False
14811.64,1997.40,209.00,258.15,False,False
14897.26,1803.01,210.00,259.75,False,False
14982.88,1693.55,211.00,260.64,False,False
15068.49,1601.54,212.00,261.39,False,False
15154.11,1550.77,213.00,261.81,False,False
15239.73,1470.53,214.00,262.47,False,False
15325.34,1393.78,215.00,263.09,False,False
15410.96,1318.42,216.00,263.71,False,False
15496.58,1235.88,217.00,264.39,False,False
15582.19,1135.36,218.00,265.21,False,False
15667.81,999.03,219.00,266.32,False,False
15753.42,830.18,220.00,267.71,False,False
15839.04,648.82,221.00,269.19,False,False
15924.66,538.09,222.00,270.10,False,False
16010.27,456.84,223.00,270.76,False,False
16095.89,410.07,224.00,271.14,False,False
16181.51,342.30,225.00,271.70,False,False
16267.12,246.49,226.00,272.48,False,False
16352.74,92.21,227.00,273.75,False,False
16438.36,-146.37,228.00,275.70,False,False
16523.97,-343.02,229.00,277.31,False,False
16609.59,-338.51,230.00,277.27,False,False
16695.21,-377.93,231.00,277.59,False,False
16780.82,-420.59,232.00,277.94,False,False
16866.44,-499.30,233.00,278.59,False,False
16952.05,-606.19,234.00,279.46,False,False
17037.67,-705.18,235.00,280.27,False,False
17123.29,-805.01,236.00,281.09,False,False
17208.90,-912.51,237.00,281.97,False,False
17294.52,-990.92,238.00,282.61,False,False
17380.14,-1083.05,239.00,283.36,False,False
17465.75,-1196.48,240.00,284.29,False,False
17551.37,-1352.08,241.00,285.56,False,False
17636.99,-1344.20,242.00,285.50,False,False
17722.60,-1528.23,243.00,287.01,False,False
17808.22,-1718.46,244.00,288.56,False,False
17893.84,-1907.37,245.00,290.11,False,False
17979.45,-2048.10,246.00,291.26,False,False
18065.07,-2144.47,247.00,292.05,False,False
18150.68,-2215.69,248.00,292.63,False,False
18236.30,-2338.31,249.00,293.64,False,False
18321.92,-2308.51,250.00,293.39,False,False
18407.53,-2467.52,251.00,294.69,False,False
18493.15,-2558.93,252.00,295.44,False,False
18578.77,-2652.18,253.00,296.20,False,False
18664.38,-2748.95,254.00,297.00,False,False
18750.00,-2848.80,255.00,297.81,False,False
18835.62,-3061.42,256.00,299.55,False,False
18921.23,-3022.83,257.00,299.24,False,False
19006.85,-3146.96,258.00,300.25,False,False
19092.47,-3209.62,259.00,300.77,False,False
19178.08,-3311.13,260.00,301.60,False,False
19263.70,-3409.17,261.00,302.40,False,False
19349.32,-3559.34,262.00,303.63,False,False
19434.93,-3551.43,263.00,303.56,False,False
19520.55,-3633.57,264.00,304.23,False,False
19606.16,-3707.16,265.00,304.84,False,False
19691.78,-3817.28,266.00,305.74,False,False
19777.40,-3952.88,267.00,306.85,False,False
19863.01,-4118.81,268.00,308.21,False,False
19948.63,-4229.71,269.00,309.11,False,False
20034.25,-4337.50,270.00,310.00,False,False
20119.86,-4420.18,271.00,310.67,False,False
20205.48,-4496.02,272.00,311.29,False,False
20291.10,-4562.12,273.00,311.83,False,False
20376.71,-4501.02,274.00,311.33,False,False
20462.33,-4847.75,275.00,314.17,False,False
20547.95,-5021.01,276.00,315.59,False,False
20633.56,-5121.92,277.00,316.41,False,False
20719.18,-5168.25,278.00,316.79,False,False
20804.79,-5240.77,279.00,317.39,False,False
20890.41,-5323.48,280.00,318.06,False,False
20976.03,-5470.70,281.00,319.27,False,False
21061.64,-5590.25,282.00,320.25,False,False
21147.26,-5719.97,283.00,321.31,False,False
21232.88,-5809.18,284.00,322.04,False,False
21318.49,-5879.96,285.00,322.62,False,False
21404.11,-5945.92,286.00,323.16,False,False
21489.73,-6005.57,287.00,323.65,False,False
21575.34,-6080.82,288.00,324.26,False,False
21660.96,-6125.33,289.00,324.63,False,False
21746.58,-6155.29,290.00,324.87,False,False
21832.19,-6221.07,291.00,325.41,False,False
21917.81,-5903.65,292.00,322.81,False,False
22003.42,-5529.33,293.00,319.75,False,False
22089.04,-5261.22,294.00,317.55,False,False
22174.66,-5103.41,295.00,316.26,False,False
22260.27,-4989.82,296.00,315.33,False,False
22345.89,-4997.96,297.00,315.40,False,False
22431.51,-4344.26,298.00,310.05,False,False
22517.12,-4172.59,299.00,308.65,False,False
22602.74,-4088.55,300.00,307.96,False,False
22688.36,-4113.64,301.00,308.16,False,False
22773.97,-4113.13,302.00,308.16,False,False
22859.59,-4190.92,303.00,308.80,False,False
22945.21,-4282.44,304.00,309.54,False,False
23030.82,-4390.09,305.00,310.43,False,False
23116.44,-4487.17,306.00,311.22,False,False
23202.05,-4547.38,307.00,311.71,False,False
23287.67,-4605.22,308.00,312.19,False,False
23373.29,-4691.94,309.00,312.90,False,False
23458.90,-4788.89,310.00,313.69,False,False
23544.52,-4911.56,311.00,314.69,False,False
23630.14,-5000.84,312.00,315.42,False,False
23715.75,-5095.71,313.00,316.20,False,False
23801.37,-5172.30,314.00,316.83,False,False
23886.99,-5246.56,315.00,317.43,False,False
23972.60,-5338.32,316.00,318.19,False,False
24058.22,-5408.52,317.00,318.76,False,False
24143.84,-5496.09,318.00,319.48,False,False
24229.45,-5586.37,319.00,320.22,False,False
24315.07,-5681.89,320.00,321.00,False,False
24400.68,-5911.41,321.00,322.88,False,False
24486.30,-5858.39,322.00,322.44,False,False
24571.92,-6098.77,323.00,324.41,False,False
24657.53,-6225.28,324.00,325.44,False,False
24743.15,-6365.45,325.00,326.59,False,False
24828.77,-6467.73,326.00,327.43,False,False
24914.38,-6583.50,327.00,328.38,False,False
25000.00,-6578.41,328.00,328.33,False,False
25085.62,-6719.76,329.00,329.49,False,False
25171.23,-6834.82,330.00,330.43,False,False
25256.85,-6929.57,331.00,331.21,False,False
25342.47,-6983.08,332.00,331.64,False,False
25428.08,-7038.28,333.00,332.10,False,False
25513.70,-7108.09,334.00,332.67,False,False
25599.32,-7206.82,335.00,333.48,False,False
25684.93,-7320.71,336.00,334.41,False,False
25770.55,-7410.76,337.00,335.14,False,False
25856.16,-7489.21,338.00,335.79,False,False
25941.78,-7559.77,339.00,336.36,False,False
26027.40,-7660.68,340.00,337.19,False,False
26113.01,-7804.72,341.00,338.37,False,False
26198.63,-8055.07,342.00,340.42,False,False
26284.25,-8206.39,343.00,341.66,False,False
26369.86,-8350.31,344.00,342.83,False,False
26455.48,-8309.57,345.00,342.50,False,False
26541.10,-8448.07,346.00,343.63,False,False
26626.71,-8554.65,347.00,344.51,False,False
26712.33,-8668.36,348.00,345.44,False,False
