rotation,value,x,y
0.00,-549.90,36.00,279.00
85.62,-366.67,37.00,277.50
171.23,-611.05,38.00,279.50
256.85,-733.20,39.00,280.50
342.47,-1340.22,40.00,285.47
428.08,-855.05,41.00,281.50
513.70,-915.17,42.00,281.99
599.32,-585.62,43.00,279.29
684.93,-912.03,44.00,281.96
770.55,-684.90,45.00,280.10
856.16,-290.70,46.00,276.88
941.78,287.20,47.00,272.15
1027.40,-1202.38,48.00,284.34
1113.01,1480.15,49.00,262.39
1198.63,-348.92,50.00,277.36
1284.25,323.94,51.00,271.85
1369.86,952.78,52.00,266.70
1455.48,1703.27,53.00,260.56
1541.10,4506.95,54.00,237.62
1626.71,3979.74,55.00,241.93
1712.33,5096.99,56.00,232.79
1797.95,4566.18,57.00,237.13
1883.56,4855.92,58.00,234.76
1969.18,4932.41,59.00,234.14
2054.79,5404.37,60.00,230.27
2140.41,5318.72,61.00,230.98
2226.03,5224.47,62.00,231.75
2311.64,5113.00,63.00,232.66
2397.26,5006.80,64.00,233.53
2482.88,4896.14,65.00,234.43
2568.49,4783.03,66.00,235.36
2654.11,4704.68,67.00,236.00
2739.73,4629.12,68.00,236.62
2825.34,4518.13,69.00,237.53
2910.96,4164.24,70.00,240.42
2996.58,4332.45,71.00,239.05
3082.19,4215.22,72.00,240.01
3167.81,3868.02,73.00,242.85
3253.42,4042.75,74.00,241.42
3339.04,3948.45,75.00,242.19
3424.66,3857.51,76.00,242.93
3510.27,3762.02,77.00,243.71
3595.89,3652.47,78.00,244.61
3681.51,3546.89,79.00,245.47
3767.12,3431.32,80.00,246.42
3852.74,3299.39,81.00,247.50
3938.36,3187.83,82.00,248.41
4023.97,3058.69,83.00,249.47
4109.59,2915.86,84.00,250.64
4195.21,2765.10,85.00,251.87
4280.82,2600.58,86.00,253.22
4366.44,2446.11,87.00,254.48
4452.05,2331.31,88.00,255.42
4537.67,2239.80,89.00,256.17
4623.29,2195.89,90.00,256.53
4708.90,2154.10,91.00,256.87
4794.52,2109.66,92.00,257.24
4880.14,2046.71,93.00,257.75
4965.75,1938.27,94.00,258.64
5051.37,1848.55,95.00,259.37
5136.99,1734.02,96.00,260.31
5222.60,1601.50,97.00,261.39
5308.22,1492.79,98.00,262.28
5393.84,1391.49,99.00,263.11
5479.45,1292.30,100.00,263.92
5565.07,1201.05,101.00,264.67
5650.68,1077.26,102.00,265.68
5736.30,965.11,103.00,266.60
5821.92,822.07,104.00,267.77
5907.53,676.59,105.00,268.96
5993.15,554.24,106.00,269.96
6078.77,465.63,107.00,270.69
6164.38,456.05,108.00,270.77
6250.00,373.48,109.00,271.44
6335.62,220.86,110.00,272.69
6421.23,40.73,111.00,274.17
6506.85,-163.46,112.00,275.84
6592.47,-362.37,113.00,277.47
6678.08,-532.18,114.00,278.85
6763.70,-632.26,115.00,279.67
6849.32,-630.68,116.00,279.66
6934.93,-672.15,117.00,280.00
7020.55,-732.46,118.00,280.49
7106.16,-808.10,119.00,281.11
7191.78,-916.55,120.00,282.00
7277.40,-1020.23,121.00,282.85
7363.01,-1134.29,122.00,283.78
7448.63,-1208.67,123.00,284.39
7534.25,-1229.83,124.00,284.56
7619.86,-1207.29,125.00,284.38
7705.48,-1184.01,126.00,284.19
7791.10,-1136.09,127.00,283.80
7876.71,-1114.08,128.00,283.62
7962.33,-1057.48,129.00,283.15
8047.95,-979.64,130.00,282.52
8133.56,-929.45,131.00,282.11
8219.18,-816.78,132.00,281.18
8304.79,-592.05,133.00,279.34
8390.41,-318.19,134.00,277.10
8476.03,134.12,135.00,273.40
8561.64,608.82,136.00,269.52
8647.26,1240.24,137.00,264.35
8732.88,1785.93,138.00,259.89
8818.49,2372.39,139.00,255.09
8904.11,3061.76,140.00,249.44
8989.73,3648.88,141.00,244.64
9075.34,4225.64,142.00,239.92
9160.96,4811.43,143.00,235.13
9246.58,5217.31,144.00,231.81
9332.19,5719.39,145.00,227.70
9417.81,6088.16,146.00,224.68
9503.42,6544.50,147.00,220.94
9589.04,7013.80,148.00,217.10
9674.66,7349.48,149.00,214.36
9760.27,7737.03,150.00,211.19
9845.89,8011.79,151.00,208.94
9931.51,8155.42,152.00,207.76
10017.12,8389.09,153.00,205.85
10102.74,8563.16,154.00,204.42
10188.36,8709.40,155.00,203.23
10273.97,8827.01,156.00,202.27
10359.59,8870.60,157.00,201.91
10445.21,8888.88,158.00,201.76
10530.82,8842.07,159.00,202.14
10616.44,8736.48,160.00,203.01
10702.05,8641.79,161.00,203.78
10787.67,8559.26,162.00,204.46
10873.29,8436.22,163.00,205.46
10958.90,8280.16,164.00,206.74
11044.52,8093.95,165.00,208.26
11130.14,7931.02,166.00,209.60
11215.75,7798.77,167.00,210.68
11301.37,7710.42,168.00,211.40
11386.99,7667.26,169.00,211.76
11472.60,7685.24,170.00,211.61
11558.22,7695.03,171.00,211.53
11643.84,7664.14,172.00,211.78
11729.45,7704.60,173.00,211.45
11815.07,7840.82,174.00,210.34
11900.68,8147.12,175.00,207.83
11986.30,8546.37,176.00,204.56
12071.92,9076.67,177.00,200.22
12157.53,9545.54,178.00,196.39
12243.15,10128.34,179.00,191.62
12328.77,10782.23,180.00,186.27
12414.38,11536.46,181.00,180.09
12500.00,12239.15,182.00,174.34
12585.62,12824.69,183.00,169.55
12671.23,13473.22,184.00,164.24
12756.85,13982.85,185.00,160.07
12842.47,14542.95,186.00,155.49
12928.08,15232.23,187.00,149.85
13013.70,16162.38,188.00,142.24
13099.32,16999.13,189.00,135.39
13184.93,17875.55,190.00,128.22
13270.55,18518.54,191.00,122.96
13356.16,19323.79,192.00,116.37
13441.78,20014.07,193.00,110.72
13527.40,20738.79,194.00,104.79
13613.01,21423.03,195.00,99.19
13698.63,22123.00,196.00,93.46
13784.25,22635.74,197.00,89.26
13869.86,23309.74,198.00,83.75
13955.48,23828.91,199.00,79.50
14041.10,24398.79,200.00,74.84
14126.71,24954.15,201.00,70.29
14212.33,25423.88,202.00,66.45
14297.95,25867.32,203.00,62.82
14383.56,26249.20,204.00,59.69
14469.18,26569.66,205.00,57.07
14554.79,26988.55,206.00,53.64
14640.41,27496.77,207.00,49.48
14726.03,28011.83,208.00,45.27
14811.64,28563.14,209.00,40.76
14897.26,29111.31,210.00,36.27
14982.88,29502.56,211.00,33.07
15068.49,29789.66,212.00,30.72
15154.11,29897.63,213.00,29.84
15582.19,29943.61,218.00,29.46
15667.81,29966.73,219.00,29.27
15753.42,29917.00,220.00,29.68
15839.04,29855.05,221.00,30.19
15924.66,29815.11,222.00,30.51
16010.27,29772.53,223.00,30.86
16095.89,29748.99,224.00,31.05
16181.51,29725.45,225.00,31.25
16267.12,29700.32,226.00,31.45
16352.74,29668.58,227.00,31.71
16438.36,29630.76,228.00,32.02
16523.97,29581.56,229.00,32.42
16609.59,29515.43,230.00,32.97
16695.21,29423.92,231.00,33.71
16780.82,29341.92,232.00,34.39
16866.44,29243.53,233.00,35.19
16952.05,29161.00,234.00,35.87
17037.67,29109.95,235.00,36.28
17123.29,29069.22,236.00,36.62
17208.90,29087.47,237.00,36.47
17294.52,29138.25,238.00,36.05
17380.14,29201.74,239.00,35.53
17465.75,29293.25,240.00,34.78
17551.37,29367.31,241.00,34.18
17636.99,29405.14,242.00,33.87
17722.60,29419.79,243.00,33.75
17808.22,29419.10,244.00,33.75
17893.84,29453.22,245.00,33.47
17979.45,29489.72,246.00,33.18
18065.07,29508.50,247.00,33.02
18150.68,29529.93,248.00,32.85
18236.30,29516.17,249.00,32.96
18321.92,29472.80,250.00,33.31
18407.53,29434.71,251.00,33.63
18493.15,29406.56,252.00,33.86
18578.77,29391.91,253.00,33.98
18664.38,29387.15,254.00,34.02
18750.00,29388.99,255.00,34.00
18835.62,29390.85,256.00,33.98
18921.23,29369.45,257.00,34.16
19006.85,29373.69,258.00,34.13
19092.47,29371.33,259.00,34.14
19178.08,29365.00,260.00,34.20
19263.70,29335.13,261.00,34.44
19349.32,29343.60,262.00,34.37
19434.93,29409.12,263.00,33.84
19520.55,29436.35,264.00,33.61
19606.16,29435.55,265.00,33.62
19691.78,29440.54,266.00,33.58
19777.40,29386.30,267.00,34.02
19863.01,29305.62,268.00,34.68
19948.63,29179.46,269.00,35.71
20034.25,29104.61,270.00,36.33
20119.86,29055.68,271.00,36.73
20205.48,28980.61,272.00,37.34
20291.10,28932.74,273.00,37.73
20376.71,28862.38,274.00,38.31
20462.33,28820.59,275.00,38.65
20547.95,28829.32,276.00,38.58
20633.56,28838.57,277.00,38.50
20719.18,28868.04,278.00,38.26
20804.79,28920.94,279.00,37.83
20890.41,28945.91,280.00,37.63
20976.03,28978.81,281.00,37.36
21061.64,28961.89,282.00,37.50
21147.26,28996.80,283.00,37.21
21232.88,29061.87,284.00,36.68
21318.49,29099.43,285.00,36.37
21404.11,29124.55,286.00,36.16
21489.73,29165.45,287.00,35.83
21575.34,29148.25,288.00,35.97
21660.96,29111.65,289.00,36.27
21746.58,29032.19,290.00,36.92
21832.19,28936.97,291.00,37.70
21917.81,28850.21,292.00,38.41
22003.42,28739.39,293.00,39.32
22089.04,28632.79,294.00,40.19
22174.66,28555.82,295.00,40.82
22260.27,28486.79,296.00,41.38
22345.89,28426.22,297.00,41.88
22431.51,28333.91,298.00,42.63
22517.12,28200.12,299.00,43.73
22602.74,28065.23,300.00,44.83
22688.36,27917.85,301.00,46.04
22773.97,27764.65,302.00,47.29
22859.59,27635.52,303.00,48.35
22945.21,27540.24,304.00,49.13
23030.82,27484.43,305.00,49.59
23116.44,27443.12,306.00,49.92
23202.05,27437.25,307.00,49.97
23287.67,27433.23,308.00,50.00
23373.29,27486.04,309.00,49.57
23458.90,27554.25,310.00,49.01
23544.52,27652.96,311.00,48.21
23630.14,27826.07,312.00,46.79
23715.75,28466.91,313.00,41.55
23801.37,28217.65,314.00,43.59
23886.99,29219.69,315.00,35.39
23972.60,28846.24,316.00,38.44
24058.22,29381.22,317.00,34.06
24143.84,29472.11,318.00,33.32
24229.45,29643.08,319.00,31.92
24828.77,29879.99,326.00,29.98
24914.38,29915.37,327.00,29.69
25000.00,29880.07,328.00,29.98
25085.62,29807.06,329.00,30.58
25171.23,29714.03,330.00,31.34
25256.85,29646.52,331.00,31.89
25342.47,29457.85,332.00,33.44
25428.08,29231.41,333.00,35.29
25513.70,29841.79,334.00,30.29
25599.32,29538.06,335.00,32.78
25684.93,29445.92,336.00,33.53
25770.55,29347.93,337.00,34.34
25856.16,29290.52,338.00,34.81
25941.78,29429.36,339.00,33.67
26027.40,29878.68,340.00,29.99
26113.01,28711.50,341.00,39.54
26198.63,29074.66,342.00,36.57
26284.25,29193.29,343.00,35.60
26369.86,29529.32,344.00,32.85
26455.48,29980.58,345.00,29.16
26541.10,29934.46,346.00,29.54
34589.04,29995.02,440.00,29.04
34674.66,29939.64,441.00,29.49
34760.27,29819.76,442.00,30.47
34845.89,29816.80,443.00,30.50
34931.51,29460.62,444.00,33.41
35017.12,29384.62,445.00,34.04
35102.74,29931.37,446.00,29.56
35188.36,29617.98,447.00,32.13
35273.97,29570.41,448.00,32.52
35359.59,29449.22,449.00,33.51
35445.21,29145.08,450.00,36.00
35530.82,29083.72,451.00,36.50
35616.44,29042.82,452.00,36.83
35702.05,29022.40,453.00,37.00
