x,y_pixel,y_value
229,221,-66086.95652173914
230,222,-66521.73913043478
231,222,-66521.73913043478
232,222,-66521.73913043478
233,222,-66521.73913043478
234,214,-63043.47826086957
235,213,-62608.69565217391
236,213,-62608.69565217391
237,213,-62608.69565217391
238,213,-62608.69565217391
239,213,-62608.69565217391
240,213,-62608.69565217391
241,213,-62608.69565217391
242,213,-62608.69565217391
243,212,-62173.913043478264
244,212,-62173.913043478264
245,210,-61304.34782608696
246,208,-60434.782608695656
247,206,-59565.21739130435
248,206,-59565.21739130435
249,222,-66521.73913043478
250,223,-66956.52173913043
251,223,-66956.52173913043
252,223,-66956.52173913043
253,223,-66956.52173913043
254,222,-66521.73913043478
255,222,-66521.73913043478
256,221,-66086.95652173914
257,220,-65652.17391304347
258,219,-65217.391304347824
259,218,-64782.608695652176
260,217,-64347.82608695652
261,216,-63913.04347826087
262,214,-63043.47826086957
263,214,-63043.47826086957
264,214,-63043.47826086957
265,215,-63478.260869565216
266,217,-64347.82608695652
267,218,-64782.608695652176
268,219,-65217.391304347824
269,220,-65652.17391304347
270,221,-66086.95652173914
271,222,-66521.73913043478
272,222,-66521.73913043478
273,223,-66956.52173913043
274,223,-66956.52173913043
275,223,-66956.52173913043
276,223,-66956.52173913043
277,222,-66521.73913043478
278,222,-66521.73913043478
279,222,-66521.73913043478
280,222,-66521.73913043478
281,223,-66956.52173913043
282,223,-66956.52173913043
283,223,-66956.52173913043
284,221,-66086.95652173914
285,221,-66086.95652173914
286,221,-66086.95652173914
287,221,-66086.95652173914
288,222,-66521.73913043478
289,222,-66521.73913043478
290,222,-66521.73913043478
291,221,-66086.95652173914
292,220,-65652.17391304347
293,220,-65652.17391304347
294,220,-65652.17391304347
295,220,-65652.17391304347
296,220,-65652.17391304347
297,224,-67391.3043478261
298,224,-67391.3043478261
299,224,-67391.3043478261
300,224,-67391.3043478261
301,224,-67391.3043478261
302,224,-67391.3043478261
303,223,-66956.52173913043
304,222,-66521.73913043478
305,220,-65652.17391304347
306,220,-65652.17391304347
307,220,-65652.17391304347
308,213,-62608.69565217391
310,209,-60869.565217391304
311,216,-63913.04347826087
312,216,-63913.04347826087
313,216,-63913.04347826087
314,216,-63913.04347826087
315,223,-66956.52173913043
316,225,-67826.08695652174
317,225,-67826.08695652174
318,225,-67826.08695652174
319,224,-67391.3043478261
320,223,-66956.52173913043
321,223,-66956.52173913043
322,223,-66956.52173913043
323,223,-66956.52173913043
324,223,-66956.52173913043
325,223,-66956.52173913043
326,222,-66521.73913043478
327,222,-66521.73913043478
328,222,-66521.73913043478
329,223,-66956.52173913043
330,224,-67391.3043478261
331,224,-67391.3043478261
332,224,-67391.3043478261
333,224,-67391.3043478261
334,224,-67391.3043478261
335,223,-66956.52173913043
336,223,-66956.52173913043
337,221,-66086.95652173914
338,218,-64782.608695652176
339,203,-58260.86956521739
340,203,-58260.86956521739
341,203,-58260.86956521739
342,224,-67391.3043478261
343,224,-67391.3043478261
344,224,-67391.3043478261
345,224,-67391.3043478261
346,223,-66956.52173913043
347,223,-66956.52173913043
348,223,-66956.52173913043
349,224,-67391.3043478261
350,224,-67391.3043478261
351,224,-67391.3043478261
352,224,-67391.3043478261
353,224,-67391.3043478261
354,224,-67391.3043478261
355,224,-67391.3043478261
356,224,-67391.3043478261
357,224,-67391.3043478261
358,223,-66956.52173913043
359,223,-66956.52173913043
360,223,-66956.52173913043
361,223,-66956.52173913043
362,223,-66956.52173913043
363,223,-66956.52173913043
364,223,-66956.52173913043
365,224,-67391.3043478261
366,224,-67391.3043478261
367,224,-67391.3043478261
368,224,-67391.3043478261
369,211,-61739.13043478261
370,211,-61739.13043478261
378,219,-65217.391304347824
379,220,-65652.17391304347
380,221,-66086.95652173914
381,222,-66521.73913043478
382,222,-66521.73913043478
383,222,-66521.73913043478
384,223,-66956.52173913043
385,223,-66956.52173913043
386,223,-66956.52173913043
387,223,-66956.52173913043
388,223,-66956.52173913043
389,223,-66956.52173913043
390,222,-66521.73913043478
391,222,-66521.73913043478
392,221,-66086.95652173914
393,221,-66086.95652173914
394,220,-65652.17391304347
395,219,-65217.391304347824
396,216,-63913.04347826087
413,221,-66086.95652173914
414,222,-66521.73913043478
415,222,-66521.73913043478
416,222,-66521.73913043478
417,221,-66086.95652173914
418,218,-64782.608695652176
419,218,-64782.608695652176
420,218,-64782.608695652176
421,221,-66086.95652173914
422,222,-66521.73913043478
423,222,-66521.73913043478
424,222,-66521.73913043478
425,222,-66521.73913043478
426,221,-66086.95652173914
427,219,-65217.391304347824
428,219,-65217.391304347824
429,219,-65217.391304347824
430,221,-66086.95652173914
431,222,-66521.73913043478
432,222,-66521.73913043478
433,222,-66521.73913043478
434,221,-66086.95652173914
435,203,-58260.86956521739
436,203,-58260.86956521739
437,203,-58260.86956521739
438,203,-58260.86956521739
439,203,-58260.86956521739
440,203,-58260.86956521739
441,203,-58260.86956521739
442,203,-58260.86956521739
443,203,-58260.86956521739
444,222,-66521.73913043478
445,222,-66521.73913043478
446,222,-66521.73913043478
447,222,-66521.73913043478
448,221,-66086.95652173914
449,203,-58260.86956521739
450,203,-58260.86956521739
451,203,-58260.86956521739
452,203,-58260.86956521739
453,203,-58260.86956521739
454,203,-58260.86956521739
455,203,-58260.86956521739
456,203,-58260.86956521739
457,221,-66086.95652173914
458,222,-66521.73913043478
459,222,-66521.73913043478
