rotation,value,x,y,is_max,is_min
0.00,-875.25,36.00,281.75,False,False
85.62,-774.06,37.00,280.91,False,False
171.23,-650.66,38.00,279.89,False,False
256.85,-553.32,39.00,279.08,False,False
342.47,-793.18,40.00,281.07,False,False
428.08,-1173.90,41.00,284.22,False,False
513.70,-1081.00,42.00,283.45,False,False
599.32,-1134.14,43.00,283.89,False,False
684.93,-1065.51,44.00,283.33,False,False
770.55,-972.75,45.00,282.56,False,False
856.16,-910.78,46.00,282.04,False,False
941.78,-407.44,47.00,277.88,False,False
1027.40,-1270.48,48.00,285.02,False,False
1113.01,-359.98,49.00,277.48,False,False
1198.63,-219.11,50.00,276.31,False,False
1284.25,321.63,51.00,271.84,False,False
1369.86,841.76,52.00,267.53,False,False
1455.48,331.57,53.00,271.75,False,False
1541.10,3193.86,54.00,248.04,False,False
1626.71,4639.26,55.00,236.07,False,False
1712.33,4528.93,56.00,236.99,False,False
1797.95,4971.99,57.00,233.32,False,False
1883.56,5109.34,58.00,232.18,False,False
1969.18,5388.42,59.00,231.87,True,False
2054.79,5017.93,60.00,232.93,False,False
2140.41,5019.59,61.00,232.92,False,False
2226.03,4975.63,62.00,233.29,False,False
2311.64,4949.37,63.00,233.50,False,False
2397.26,4855.21,64.00,234.28,False,False
2482.88,4716.87,65.00,235.43,False,False
2568.49,4933.86,66.00,233.63,False,False
2654.11,4630.08,67.00,236.15,False,False
2739.73,4595.54,68.00,236.43,False,False
2825.34,4556.11,69.00,236.76,False,False
2910.96,4527.09,70.00,237.00,False,False
2996.58,4471.19,71.00,237.46,False,False
3082.19,4368.03,72.00,238.32,False,False
3167.81,4587.53,73.00,236.50,False,False
3253.42,4499.23,74.00,237.23,False,False
3339.04,4424.63,75.00,237.85,False,False
3424.66,4271.19,76.00,239.12,False,False
3510.27,4063.20,77.00,240.84,False,False
3595.89,3954.48,78.00,241.74,False,False
3681.51,3798.17,79.00,243.04,False,False
3767.12,4180.08,80.00,239.88,False,False
3852.74,4011.66,81.00,241.27,False,False
3938.36,3945.83,82.00,241.82,False,False
4023.97,3791.08,83.00,243.10,False,False
4109.59,3703.58,84.00,243.82,False,False
4195.21,3497.24,85.00,245.53,False,False
4280.82,3120.84,86.00,248.65,False,False
4366.44,3289.67,87.00,247.25,False,False
4452.05,3122.88,88.00,248.63,False,False
4537.67,3174.55,89.00,248.20,False,False
4623.29,3111.19,90.00,248.73,False,False
4708.90,2995.99,91.00,249.68,False,False
4794.52,2820.72,92.00,251.14,False,False
4880.14,2585.51,93.00,253.08,False,False
4965.75,2790.07,94.00,251.39,False,False
