rotation,value,x,y,is_max,is_min
0.00,-603.62,36.00,279.50,False,False
85.62,-694.16,37.00,280.25,False,False
171.23,-810.41,38.00,281.21,False,False
256.85,-899.95,39.00,281.95,False,False
342.47,-987.47,40.00,282.68,False,False
428.08,-1099.96,41.00,283.61,False,False
513.70,-1256.11,42.00,284.90,False,False
599.32,-1406.52,43.00,286.15,False,False
684.93,-1582.83,44.00,287.61,False,False
770.55,-1534.08,45.00,287.21,False,False
856.16,-1619.75,46.00,287.92,False,False
941.78,-1700.80,47.00,288.59,False,False
1027.40,-1772.96,48.00,289.19,False,False
1113.01,-1849.55,49.00,289.82,False,False
1198.63,-1952.46,50.00,290.67,False,False
1284.25,-2064.09,51.00,291.60,False,False
1369.86,-2158.05,52.00,292.38,False,False
1455.48,-2250.58,53.00,293.14,False,False
1541.10,-2322.63,54.00,293.74,False,False
1626.71,-2436.95,55.00,294.69,False,False
1712.33,-2402.10,56.00,294.40,False,False
1797.95,-2599.96,57.00,296.04,False,False
1883.56,-2745.13,58.00,297.24,False,False
1969.18,-2975.60,59.00,299.15,False,False
2054.79,-3155.73,60.00,300.64,False,False
2140.41,-3408.45,61.00,302.73,False,False
2226.03,-3380.28,62.00,302.50,False,False
2311.64,-3506.99,63.00,303.55,False,False
2397.26,-3621.74,64.00,304.50,False,False
2482.88,-3734.89,65.00,305.44,False,False
2568.49,-3872.23,66.00,306.57,False,False
2654.11,-3850.47,67.00,306.39,False,False
2739.73,-3995.23,68.00,307.59,False,False
2825.34,-4091.72,69.00,308.39,False,False
2910.96,-4184.53,70.00,309.16,False,False
2996.58,-4335.06,71.00,310.41,False,False
3082.19,-4449.32,72.00,311.36,False,False
3167.81,-4565.62,73.00,312.32,False,False
3253.42,-4642.22,74.00,312.95,False,False
3339.04,-4715.26,75.00,313.56,False,False
3424.66,-4792.72,76.00,314.20,False,False
3510.27,-4844.69,77.00,314.63,False,False
3595.89,-4910.31,78.00,315.17,False,False
3681.51,-4971.48,79.00,315.68,False,False
3767.12,-5073.94,80.00,316.53,False,False
3852.74,-5190.66,81.00,317.50,False,False
3938.36,-5327.42,82.00,318.63,False,False
4023.97,-5469.33,83.00,319.80,False,False
4109.59,-5607.53,84.00,320.95,False,False
4195.21,-5814.48,85.00,322.66,False,False
4280.82,-5804.83,86.00,322.58,False,False
4366.44,-5880.14,87.00,323.21,False,False
4452.05,-5896.14,88.00,323.34,False,False
4537.67,-5904.16,89.00,323.41,False,False
4623.29,-5907.29,90.00,323.43,False,False
4708.90,-5928.73,91.00,323.61,False,False
4794.52,-5890.50,92.00,323.29,False,False
4880.14,-6030.18,93.00,324.45,False,False
4965.75,-5462.17,94.00,319.75,False,False
5051.37,-5257.87,95.00,318.05,False,False
5136.99,-5085.51,96.00,316.62,False,False
5222.60,-5192.50,97.00,317.51,False,False
5308.22,-5247.13,98.00,317.96,False,False
5393.84,-5320.86,99.00,318.57,False,False
5479.45,-5366.95,100.00,318.96,False,False
5565.07,-5440.92,101.00,319.57,False,False
5650.68,-5432.60,102.00,319.50,False,False
5736.30,-5328.32,103.00,318.64,False,False
5821.92,-5135.58,104.00,317.04,False,False
5907.53,-4794.00,105.00,314.21,False,False
