rotation,value,x,y,is_max,is_min
0.00,-718.60,36.00,280.45,False,False
85.62,-698.10,37.00,280.28,False,False
171.23,-764.59,38.00,280.83,False,False
256.85,-653.23,39.00,279.91,False,False
342.47,-579.61,40.00,279.30,False,False
428.08,-437.78,41.00,278.13,False,False
513.70,-271.57,42.00,276.75,False,False
599.32,42.57,43.00,274.15,False,False
684.93,284.91,44.00,272.14,False,False
770.55,239.88,45.00,272.51,False,False
856.16,168.56,46.00,273.10,False,False
941.78,49.85,47.00,274.09,False,False
1027.40,-172.46,48.00,275.93,False,False
1113.01,-302.79,49.00,277.01,False,False
1198.63,-393.38,50.00,277.76,False,False
1284.25,-442.16,51.00,278.16,False,False
1369.86,-486.84,52.00,278.53,False,False
1455.48,-539.83,53.00,278.97,False,False
1541.10,-613.93,54.00,279.59,False,False
1626.71,-710.45,55.00,280.38,False,False
1712.33,-794.91,56.00,281.08,False,False
1797.95,-873.74,57.00,281.74,False,False
1883.56,-978.63,58.00,282.61,False,False
1969.18,-1095.90,59.00,283.58,False,False
2054.79,-1209.09,60.00,284.52,False,False
2140.41,-1301.53,61.00,285.28,False,False
2226.03,-1428.57,62.00,286.33,False,False
2311.64,-1416.50,63.00,286.23,False,False
2397.26,-1661.47,64.00,288.26,False,False
2482.88,-1776.45,65.00,289.21,False,False
2568.49,-1878.05,66.00,290.06,False,False
2654.11,-1975.55,67.00,290.86,False,False
2739.73,-2173.04,68.00,292.50,False,False
2825.34,-2168.39,69.00,292.46,False,False
2910.96,-2255.06,70.00,293.18,False,False
2996.58,-2316.74,71.00,293.69,False,False
3082.19,-2401.85,72.00,294.40,False,False
3167.81,-2491.37,73.00,295.14,False,False
3253.42,-2555.80,74.00,295.67,False,False
3339.04,-2626.61,75.00,296.26,False,False
3424.66,-2696.88,76.00,296.84,False,False
3510.27,-2799.01,77.00,297.69,False,False
3595.89,-2936.87,78.00,298.83,False,False
3681.51,-3101.48,79.00,300.19,False,False
3767.12,-3221.50,80.00,301.18,False,False
3852.74,-3326.84,81.00,302.06,False,False
3938.36,-3430.30,82.00,302.91,False,False
4023.97,-3583.14,83.00,304.18,False,False
4109.59,-3704.54,84.00,305.19,False,False
4195.21,-3818.10,85.00,306.13,False,False
4280.82,-3893.08,86.00,306.75,False,False
4366.44,-3887.65,87.00,306.70,False,False
4452.05,-3946.23,88.00,307.19,False,False
4537.67,-4008.93,89.00,307.71,False,False
4623.29,-4104.53,90.00,308.50,False,False
4708.90,-4212.95,91.00,309.40,False,False
4794.52,-4340.64,92.00,310.46,False,False
4880.14,-4487.40,93.00,311.67,False,False
4965.75,-4654.81,94.00,313.06,False,False
5051.37,-4836.52,95.00,314.56,False,False
5136.99,-4818.48,96.00,314.41,False,False
5222.60,-4956.26,97.00,315.55,False,False
5308.22,-5069.41,98.00,316.49,False,False
5393.84,-5200.83,99.00,317.58,False,False
5479.45,-5349.73,100.00,318.81,False,False
5565.07,-5578.86,101.00,320.71,False,False
5650.68,-5518.83,102.00,320.21,False,False
5736.30,-5662.82,103.00,321.41,False,False
5821.92,-5786.89,104.00,322.43,False,False
5907.53,-5941.36,105.00,323.71,False,False
5993.15,-6048.93,106.00,324.61,False,False
6078.77,-6041.47,107.00,324.54,False,False
6164.38,-6154.18,108.00,325.48,False,False
6250.00,-6227.36,109.00,326.08,False,False
6335.62,-6273.71,110.00,326.47,False,False
6421.23,-6315.76,111.00,326.82,False,False
6506.85,-6375.85,112.00,327.31,False,False
6592.47,-6452.63,113.00,327.95,False,False
6678.08,-6517.74,114.00,328.49,False,False
6763.70,-6627.13,115.00,329.39,False,False
6849.32,-6619.72,116.00,329.33,False,False
6934.93,-6946.30,117.00,332.04,False,False
7020.55,-7104.39,118.00,333.35,False,False
7106.16,-7218.91,119.00,334.30,False,False
7191.78,-7275.61,120.00,334.77,False,False
7277.40,-7381.43,121.00,335.64,False,False
7363.01,-7360.02,122.00,335.47,False,False
