x_pixel,y_value,x_normalized
650,-6408,0.7051442910915935
651,-6317,0.7063989962358845
652,-6408,0.7076537013801757
653,-6227,0.7089084065244667
654,-5505,0.7101631116687579
655,-5325,0.7114178168130489
656,-5234,0.71267252195734
657,-5234,0.7139272271016311
658,-5144,0.7151819322459222
659,-5144,0.7164366373902133
663,-5144,0.7214554579673776
664,-5144,0.7227101631116688
667,-5415,0.726474278544542
668,-5415,0.7277289836888331
669,-5415,0.7289836888331243
670,-5505,0.7302383939774153
671,-5505,0.7314930991217063
676,-5776,0.7377666248431619
677,-5776,0.739021329987453
678,-5776,0.740276035131744
679,-5866,0.7415307402760352
680,-5956,0.7427854454203262
681,-6047,0.7440401505646174
682,-6047,0.7452948557089084
683,-6137,0.7465495608531995
684,-6137,0.7478042659974906
685,-6317,0.7490589711417817
686,-6317,0.7503136762860728
687,-6317,0.7515683814303639
688,-6317,0.7528230865746549
689,-6408,0.7540777917189461
690,-6408,0.7553324968632371
691,-6588,0.7565872020075283
692,-6588,0.7578419071518193
697,-7130,0.7641154328732748
698,-7130,0.7653701380175659
699,-7040,0.766624843161857
702,-7401,0.7703889585947302
703,-7401,0.7716436637390214
704,-7401,0.7728983688833124
705,-7401,0.7741530740276035
706,-7491,0.7754077791718946
707,-7491,0.7766624843161857
708,-7581,0.7779171894604768
709,-7581,0.7791718946047679
710,-7581,0.7804265997490589
711,-7762,0.7816813048933501
712,-7762,0.7829360100376411
713,-7852,0.7841907151819323
714,-7942,0.7854454203262233
715,-7942,0.7867001254705144
716,-8123,0.7879548306148055
717,-8123,0.7892095357590966
718,-8123,0.7904642409033877
719,-8123,0.7917189460476788
720,-8213,0.7929736511919699
721,-8213,0.794228356336261
722,-8303,0.795483061480552
723,-8303,0.7967377666248432
724,-8303,0.7979924717691342
725,-8303,0.7992471769134254
726,-8303,0.8005018820577164
730,-8754,0.8055207026348808
731,-8754,0.8067754077791719
732,-8845,0.8080301129234629
733,-8845,0.8092848180677541
734,-8935,0.8105395232120451
738,-9296,0.8155583437892095
739,-9296,0.8168130489335006
740,-9296,0.8180677540777918
741,-9386,0.8193224592220828
742,-9476,0.820577164366374
743,-9476,0.821831869510665
744,-9567,0.823086574654956
746,-9747,0.8255959849435383
747,-9837,0.8268506900878294
748,-9837,0.8281053952321205
749,-9837,0.8293601003764115
750,-9928,0.8306148055207027
751,-9928,0.8318695106649937
752,-9928,0.8331242158092849
757,-10198,0.8393977415307403
758,-10198,0.8406524466750314
762,-10560,0.8456712672521958
763,-10560,0.8469259723964868
766,-10740,0.8506900878293601
767,-10830,0.8519447929736512
768,-10830,0.8531994981179423
769,-10830,0.8544542032622334
770,-10921,0.8557089084065245
771,-11011,0.8569636135508155
772,-11011,0.8582183186951067
773,-11191,0.8594730238393977
774,-11191,0.8607277289836889
775,-11282,0.8619824341279799
776,-11282,0.863237139272271
777,-11282,0.8644918444165621
779,-11643,0.8670012547051443
780,-11643,0.8682559598494354
781,-11643,0.8695106649937264
782,-11823,0.8707653701380176
783,-11823,0.8720200752823086
784,-11823,0.8732747804265998
785,-11823,0.8745294855708908
786,-11823,0.875784190715182
793,-12365,0.8845671267252195
794,-12274,0.8858218318695107
795,-12274,0.8870765370138017
796,-12455,0.8883312421580929
797,-12455,0.8895859473023839
798,-12455,0.890840652446675
799,-12455,0.8920953575909661
801,-12635,0.8946047678795483
802,-12726,0.8958594730238394
803,-12726,0.8971141781681304
804,-12816,0.8983688833124216
805,-12906,0.8996235884567126
806,-12906,0.9008782936010038
807,-12906,0.9021329987452948
808,-12906,0.903387703889586
809,-12906,0.904642409033877
810,-12906,0.9058971141781681
811,-12906,0.9071518193224593
812,-12906,0.9084065244667503
813,-12906,0.9096612296110415
814,-12906,0.9109159347553325
815,-12906,0.9121706398996235
816,-12996,0.9134253450439147
817,-13087,0.9146800501882058
818,-13087,0.9159347553324969
819,-13087,0.917189460476788
820,-13087,0.918444165621079
821,-13087,0.9196988707653702
827,-13448,0.9272271016311167
828,-13448,0.9284818067754078
829,-13448,0.9297365119196989
831,-13628,0.9322459222082811
832,-13628,0.9335006273525721
833,-13718,0.9347553324968633
834,-13718,0.9360100376411543
835,-13899,0.9372647427854455
836,-13899,0.9385194479297365
837,-13899,0.9397741530740276
838,-13989,0.9410288582183187
839,-14080,0.9422835633626098
840,-14080,0.9435382685069009
841,-14080,0.944792973651192
842,-14170,0.946047678795483
843,-14170,0.9473023839397742
844,-14260,0.9485570890840652
845,-14350,0.9498117942283564
846,-14350,0.9510664993726474
847,-14350,0.9523212045169385
848,-14531,0.9535759096612296
849,-14621,0.9548306148055207
850,-14621,0.9560853199498118
851,-14621,0.9573400250941029
852,-14621,0.958594730238394
853,-14621,0.9598494353826851
856,-14982,0.9636135508155583
857,-14982,0.9648682559598495
858,-14982,0.9661229611041405
862,-15253,0.9711417816813049
863,-15433,0.972396486825596
864,-15433,0.973651191969887
865,-15433,0.9749058971141782
866,-15524,0.9761606022584692
867,-15524,0.9774153074027604
868,-15614,0.9786700125470514
869,-15614,0.9799247176913425
870,-15704,0.9811794228356336
871,-15794,0.9824341279799247
872,-15885,0.9836888331242158
873,-15885,0.9849435382685069
874,-15975,0.986198243412798
875,-16065,0.9874529485570891
876,-16155,0.9887076537013801
877,-16155,0.9899623588456713
878,-16155,0.9912170639899623
879,-16246,0.9924717691342535
880,-16336,0.9937264742785445
884,-16516,0.998745294855709
885,-16516,1.0
