rotation,value,x,y
0.00,-298.94,36.00,276.98
85.62,-340.62,37.00,277.32
171.23,-409.60,38.00,277.89
256.85,-505.89,39.00,278.69
342.47,-612.24,40.00,279.57
428.08,-732.97,41.00,280.57
513.70,-609.37,42.00,279.55
599.32,-353.55,43.00,277.43
684.93,-71.86,44.00,275.10
770.55,97.73,45.00,273.69
856.16,-0.00,46.00,274.50
941.78,-0.00,47.00,274.50
1027.40,-0.00,48.00,274.50
1113.01,-0.00,49.00,274.50
1198.63,-2791.99,50.00,297.63
1284.25,1394.08,51.00,262.95
1369.86,12814.03,52.00,168.36
1455.48,20613.20,53.00,103.75
1541.10,15913.58,54.00,142.68
1626.71,1878.89,55.00,258.94
1712.33,-18917.31,56.00,431.20
1797.95,-30000.00,57.00,531.22
1883.56,-30000.00,58.00,582.08
1969.18,-20474.27,59.00,444.10
2054.79,-12344.61,60.00,376.75
2140.41,-12457.74,61.00,377.69
2226.03,-11254.94,62.00,367.73
2311.64,-11309.76,63.00,368.18
2397.26,-12583.87,64.00,378.74
2482.88,-8424.01,65.00,344.28
2568.49,-4239.31,66.00,309.62
2654.11,20.12,67.00,274.33
2739.73,11244.61,68.00,181.36
2825.34,26642.71,69.00,53.81
2910.96,30000.00,70.00,-4.17
2996.58,16700.20,71.00,136.17
3082.19,11233.11,72.00,181.45
3167.81,11313.60,73.00,180.79
3253.42,16912.91,74.00,134.40
3339.04,28054.04,75.00,42.12
3424.66,30000.00,76.00,6.88
3510.27,29458.18,77.00,30.49
3595.89,29453.87,78.00,30.52
3681.51,29308.71,79.00,31.73
3767.12,29162.12,80.00,32.94
3852.74,29029.89,81.00,34.04
3938.36,30000.00,82.00,10.80
4023.97,28045.42,83.00,42.19
4109.59,18851.68,84.00,118.35
4195.21,8962.35,85.00,200.26
4280.82,71.86,86.00,273.90
4366.44,-5222.77,87.00,317.76
4452.05,-3196.32,88.00,300.98
4537.67,-3380.28,89.00,302.50
4623.29,-4144.87,90.00,308.83
4708.90,-3636.10,91.00,304.62
4794.52,-3403.28,92.00,302.69
4880.14,-3860.30,93.00,306.48
4965.75,-3288.30,94.00,301.74
