x,y_pixel,y_value
152,219,-29659.09090909091
153,219,-29659.09090909091
154,219,-29659.09090909091
155,219,-29659.09090909091
156,219,-29659.09090909091
157,219,-29659.09090909091
158,219,-29659.09090909091
159,219,-29659.09090909091
160,217,-28977.272727272728
161,217,-28977.272727272728
162,217,-28977.272727272728
163,219,-29659.09090909091
164,219,-29659.09090909091
165,219,-29659.09090909091
166,219,-29659.09090909091
167,219,-29659.09090909091
168,219,-29659.09090909091
169,219,-29659.09090909091
170,219,-29659.09090909091
171,219,-29659.09090909091
172,219,-29659.09090909091
173,219,-29659.09090909091
174,219,-29659.09090909091
175,219,-29659.09090909091
176,219,-29659.09090909091
223,219,-29659.09090909091
224,219,-29659.09090909091
225,219,-29659.09090909091
226,219,-29659.09090909091
227,219,-29659.09090909091
228,219,-29659.09090909091
229,219,-29659.09090909091
230,219,-29659.09090909091
231,211,-26931.818181818184
232,206,-25227.272727272728
233,194,-21136.36363636364
234,191,-20113.636363636364
235,190,-19772.727272727276
236,187,-18750.0
237,187,-18750.0
238,187,-18750.0
239,187,-18750.0
240,188,-19090.909090909092
241,188,-19090.909090909092
242,189,-19431.818181818184
243,190,-19772.727272727276
244,190,-19772.727272727276
245,191,-20113.636363636364
246,193,-20795.454545454548
247,194,-21136.36363636364
248,196,-21818.18181818182
249,198,-22500.0
250,199,-22840.909090909092
251,199,-22840.909090909092
252,199,-22840.909090909092
253,200,-23181.818181818184
254,200,-23181.818181818184
255,201,-23522.727272727276
256,202,-23863.636363636364
257,203,-24204.545454545456
258,203,-24204.545454545456
259,204,-24545.454545454548
260,205,-24886.36363636364
261,205,-24886.36363636364
262,206,-25227.272727272728
263,206,-25227.272727272728
264,207,-25568.18181818182
265,209,-26250.000000000004
266,209,-26250.000000000004
267,210,-26590.909090909092
268,211,-26931.818181818184
269,213,-27613.636363636364
270,214,-27954.545454545456
271,215,-28295.454545454548
272,215,-28295.454545454548
273,216,-28636.36363636364
274,219,-29659.09090909091
275,219,-29659.09090909091
276,219,-29659.09090909091
277,219,-29659.09090909091
278,219,-29659.09090909091
279,219,-29659.09090909091
280,219,-29659.09090909091
281,219,-29659.09090909091
282,219,-29659.09090909091
283,219,-29659.09090909091
284,219,-29659.09090909091
285,219,-29659.09090909091
286,219,-29659.09090909091
287,219,-29659.09090909091
288,219,-29659.09090909091
289,219,-29659.09090909091
290,219,-29659.09090909091
291,217,-28977.272727272728
292,213,-27613.636363636364
293,209,-26250.000000000004
294,208,-25909.09090909091
295,208,-25909.09090909091
296,208,-25909.09090909091
297,208,-25909.09090909091
298,208,-25909.09090909091
299,209,-26250.000000000004
300,211,-26931.818181818184
301,212,-27272.727272727276
302,214,-27954.545454545456
303,215,-28295.454545454548
304,216,-28636.36363636364
305,216,-28636.36363636364
306,219,-29659.09090909091
307,219,-29659.09090909091
308,219,-29659.09090909091
309,219,-29659.09090909091
310,219,-29659.09090909091
311,219,-29659.09090909091
312,219,-29659.09090909091
313,219,-29659.09090909091
314,219,-29659.09090909091
315,219,-29659.09090909091
316,219,-29659.09090909091
317,219,-29659.09090909091
318,219,-29659.09090909091
319,219,-29659.09090909091
320,219,-29659.09090909091
321,219,-29659.09090909091
322,219,-29659.09090909091
323,219,-29659.09090909091
324,212,-27272.727272727276
325,210,-26590.909090909092
326,206,-25227.272727272728
327,199,-22840.909090909092
328,196,-21818.18181818182
329,188,-19090.909090909092
330,182,-17045.454545454548
331,175,-14659.09090909091
332,165,-11250.0
333,162,-10227.272727272728
334,161,-9886.363636363638
335,161,-9886.363636363638
336,161,-9886.363636363638
337,162,-10227.272727272728
338,163,-10568.18181818182
339,164,-10909.09090909091
340,165,-11250.0
341,166,-11590.909090909092
342,167,-11931.818181818182
343,167,-11931.818181818182
344,169,-12613.636363636364
345,170,-12954.545454545456
346,171,-13295.454545454546
347,172,-13636.363636363638
348,173,-13977.272727272728
349,174,-14318.18181818182
350,174,-14318.18181818182
351,175,-14659.09090909091
352,175,-14659.09090909091
353,176,-15000.000000000002
354,177,-15340.909090909092
355,178,-15681.818181818184
356,179,-16022.727272727274
357,181,-16704.545454545456
358,182,-17045.454545454548
359,182,-17045.454545454548
360,182,-17045.454545454548
361,182,-17045.454545454548
362,180,-16363.636363636364
363,178,-15681.818181818184
364,175,-14659.09090909091
365,173,-13977.272727272728
366,172,-13636.363636363638
367,171,-13295.454545454546
368,168,-12272.727272727274
369,163,-10568.18181818182
370,155,-7840.909090909092
371,135,-1022.7272727272727
372,130,454.54545454545456
373,123,2045.4545454545455
374,119,2954.5454545454545
375,113,4318.181818181818
376,109,5227.272727272727
377,107,5681.818181818182
378,106,5909.090909090909
379,106,5909.090909090909
380,106,5909.090909090909
381,106,5909.090909090909
382,107,5681.818181818182
383,107,5681.818181818182
384,108,5454.545454545455
385,109,5227.272727272727
386,110,5000.0
387,111,4772.727272727273
388,112,4545.454545454546
389,113,4318.181818181818
390,113,4318.181818181818
391,113,4318.181818181818
392,114,4090.909090909091
393,115,3863.636363636364
394,118,3181.818181818182
395,118,3181.818181818182
396,120,2727.2727272727275
397,121,2500.0
398,122,2272.727272727273
399,123,2045.4545454545455
400,124,1818.1818181818182
401,125,1590.909090909091
402,125,1590.909090909091
403,126,1363.6363636363637
404,126,1363.6363636363637
405,127,1136.3636363636365
406,128,909.0909090909091
407,128,909.0909090909091
408,129,681.8181818181819
409,130,454.54545454545456
410,132,0.0
411,132,0.0
412,132,0.0
413,133,-340.90909090909093
414,134,-681.8181818181819
415,135,-1022.7272727272727
416,137,-1704.5454545454547
417,138,-2045.4545454545455
418,138,-2045.4545454545455
419,138,-2045.4545454545455
420,138,-2045.4545454545455
421,138,-2045.4545454545455
422,137,-1704.5454545454547
423,135,-1022.7272727272727
424,129,681.8181818181819
425,129,681.8181818181819
426,129,681.8181818181819
427,129,681.8181818181819
428,129,681.8181818181819
429,130,454.54545454545456
430,132,0.0
431,133,-340.90909090909093
432,133,-340.90909090909093
433,133,-340.90909090909093
434,132,0.0
435,130,454.54545454545456
436,128,909.0909090909091
437,127,1136.3636363636365
438,119,2954.5454545454545
439,116,3636.3636363636365
440,115,3863.636363636364
441,115,3863.636363636364
442,115,3863.636363636364
443,115,3863.636363636364
444,115,3863.636363636364
445,115,3863.636363636364
446,115,3863.636363636364
447,114,4090.909090909091
