x,y,relative_y,value
0,170,90,10800
1,170,90,10800
2,170,90,10800
3,170,90,10800
4,170,90,10800
5,170,90,10800
6,170,90,10800
7,170,90,10800
8,170,90,10800
9,170,90,10800
10,170,90,10800
11,170,90,10800
12,170,90,10800
13,170,90,10800
14,170,90,10800
15,170,90,10800
16,170,90,10800
17,170,90,10800
18,170,90,10800
19,170,90,10800
20,170,90,10800
21,170,90,10800
22,170,90,10800
23,170,90,10800
24,170,90,10800
25,170,90,10800
26,170,90,10800
27,170,90,10800
28,170,90,10800
29,170,90,10800
30,170,90,10800
31,170,90,10800
32,170,90,10800
33,170,90,10800
34,170,90,10800
35,170,90,10800
36,170,90,10800
37,170,90,10800
38,170,90,10800
39,170,90,10800
40,170,90,10800
41,170,90,10800
42,170,90,10800
43,170,90,10800
44,170,90,10800
45,170,90,10800
46,170,90,10800
47,170,90,10800
48,170,90,10800
49,170,90,10800
50,170,90,10800
51,170,90,10800
52,170,90,10800
53,170,90,10800
54,170,90,10800
55,170,90,10800
56,170,90,10800
57,170,90,10800
58,170,90,10800
59,170,90,10800
60,170,90,10800
61,170,90,10800
62,170,90,10800
63,170,90,10800
64,170,90,10800
65,170,90,10800
66,170,90,10800
67,170,90,10800
68,170,90,10800
69,170,90,10800
70,170,90,10800
71,170,90,10800
72,170,90,10800
73,170,90,10800
74,170,90,10800
75,170,90,10800
76,170,90,10800
77,170,90,10800
78,170,90,10800
79,170,90,10800
80,170,90,10800
81,170,90,10800
82,170,90,10800
83,170,90,10800
84,170,90,10800
85,170,90,10800
86,170,90,10800
87,170,90,10800
88,170,90,10800
89,170,90,10800
90,170,90,10800
91,170,90,10800
92,170,90,10800
93,170,90,10800
94,170,90,10800
95,170,90,10800
96,170,90,10800
97,170,90,10800
98,170,90,10800
99,170,90,10800
100,170,90,10800
101,170,90,10800
102,170,90,10800
103,170,90,10800
104,170,90,10800
105,170,90,10800
106,170,90,10800
107,170,90,10800
108,170,90,10800
109,170,90,10800
110,170,90,10800
111,170,90,10800
112,170,90,10800
113,170,90,10800
114,170,90,10800
115,170,90,10800
116,170,90,10800
117,170,90,10800
118,170,90,10800
119,170,90,10800
120,170,90,10800
121,170,90,10800
122,170,90,10800
123,170,90,10800
124,170,90,10800
125,170,90,10800
126,170,90,10800
127,170,90,10800
128,170,90,10800
129,170,90,10800
130,170,90,10800
131,170,90,10800
132,170,90,10800
133,170,90,10800
134,170,90,10800
135,170,90,10800
136,170,90,10800
137,170,90,10800
138,170,90,10800
139,170,90,10800
140,170,90,10800
141,170,90,10800
142,170,90,10800
143,170,90,10800
144,170,90,10800
145,170,90,10800
146,170,90,10800
147,170,90,10800
148,170,90,10800
149,170,90,10800
150,170,90,10800
151,170,90,10800
152,170,90,10800
153,170,90,10800
154,170,90,10800
155,170,90,10800
156,170,90,10800
157,170,90,10800
158,170,90,10800
159,170,90,10800
160,170,90,10800
161,170,90,10800
162,170,90,10800
163,170,90,10800
164,170,90,10800
165,170,90,10800
166,170,90,10800
167,170,90,10800
168,170,90,10800
169,170,90,10800
170,170,90,10800
171,170,90,10800
172,170,90,10800
173,170,90,10800
174,170,90,10800
175,170,90,10800
176,170,90,10800
177,170,90,10800
178,170,90,10800
179,170,90,10800
180,170,90,10800
181,170,90,10800
182,170,90,10800
183,170,90,10800
184,170,90,10800
185,170,90,10800
186,170,90,10800
187,170,90,10800
188,170,90,10800
189,170,90,10800
190,170,90,10800
191,170,90,10800
192,170,90,10800
193,170,90,10800
194,170,90,10800
195,170,90,10800
196,170,90,10800
197,170,90,10800
198,170,90,10800
199,170,90,10800
200,170,90,10800
201,170,90,10800
202,170,90,10800
203,170,90,10800
204,170,90,10800
205,170,90,10800
206,170,90,10800
207,170,90,10800
208,170,90,10800
209,170,90,10800
210,170,90,10800
211,170,90,10800
212,170,90,10800
213,170,90,10800
214,170,90,10800
215,170,90,10800
216,170,90,10800
217,170,90,10800
218,170,90,10800
219,170,90,10800
220,170,90,10800
221,170,90,10800
222,170,90,10800
223,170,90,10800
224,170,90,10800
225,170,90,10800
226,170,90,10800
227,170,90,10800
228,170,90,10800
229,180,80,9600
230,181,79,9480
231,181,79,9480
232,181,79,9480
233,181,79,9480
234,174,86,10320
235,173,87,10440
236,173,87,10440
237,173,87,10440
238,174,86,10320
239,174,86,10320
240,174,86,10320
241,177,83,9960
242,176,84,10080
243,176,84,10080
244,175,85,10200
245,174,86,10320
246,170,90,10800
247,170,90,10800
248,170,90,10800
249,170,90,10800
250,173,87,10440
251,174,86,10320
252,174,86,10320
253,175,85,10200
254,174,86,10320
255,174,86,10320
256,174,86,10320
257,175,85,10200
258,175,85,10200
259,176,84,10080
260,177,83,9960
261,179,81,9720
262,178,82,9840
263,178,82,9840
264,178,82,9840
265,176,84,10080
266,174,86,10320
267,174,86,10320
268,175,85,10200
269,174,86,10320
270,174,86,10320
271,174,86,10320
272,174,86,10320
273,174,86,10320
274,174,86,10320
275,173,87,10440
276,170,90,10800
277,170,90,10800
278,170,90,10800
279,170,90,10800
280,170,90,10800
281,173,87,10440
282,176,84,10080
283,178,82,9840
284,177,83,9960
285,176,84,10080
286,175,85,10200
287,175,85,10200
288,177,83,9960
289,179,81,9720
290,182,78,9360
291,182,78,9360
292,180,80,9600
293,177,83,9960
294,176,84,10080
295,177,83,9960
296,178,82,9840
297,179,81,9720
298,180,80,9600
299,178,82,9840
300,178,82,9840
301,178,82,9840
302,180,80,9600
303,180,80,9600
304,179,81,9720
305,178,82,9840
306,172,88,10560
307,172,88,10560
308,170,90,10800
309,170,90,10800
310,170,90,10800
