x,y,relative_y,value
0,1680,-1420,-170400
1,1680,-1420,-170400
2,1680,-1420,-170400
3,1680,-1420,-170400
4,1680,-1420,-170400
5,1680,-1420,-170400
6,1680,-1420,-170400
7,1680,-1420,-170400
8,1680,-1420,-170400
9,1680,-1420,-170400
10,1680,-1420,-170400
11,1680,-1420,-170400
12,1680,-1420,-170400
13,1680,-1420,-170400
14,1680,-1420,-170400
15,1680,-1420,-170400
16,1680,-1420,-170400
17,1680,-1420,-170400
18,1680,-1420,-170400
19,1680,-1420,-170400
20,1680,-1420,-170400
21,1680,-1420,-170400
22,1680,-1420,-170400
23,1680,-1420,-170400
24,1680,-1420,-170400
25,1680,-1420,-170400
26,1680,-1420,-170400
27,1680,-1420,-170400
28,1680,-1420,-170400
29,1680,-1420,-170400
30,1680,-1420,-170400
31,1680,-1420,-170400
32,1680,-1420,-170400
33,1680,-1420,-170400
34,1680,-1420,-170400
35,1680,-1420,-170400
36,1679,-1419,-170280
37,1679,-1419,-170280
38,1679,-1419,-170280
39,1680,-1420,-170400
40,1680,-1420,-170400
41,1680,-1420,-170400
42,1680,-1420,-170400
43,1680,-1420,-170400
44,1680,-1420,-170400
45,1680,-1420,-170400
46,1680,-1420,-170400
47,1680,-1420,-170400
48,1680,-1420,-170400
49,1680,-1420,-170400
50,1680,-1420,-170400
51,1680,-1420,-170400
52,1680,-1420,-170400
53,1680,-1420,-170400
54,1680,-1420,-170400
55,1680,-1420,-170400
56,1680,-1420,-170400
57,1680,-1420,-170400
58,1680,-1420,-170400
59,1680,-1420,-170400
60,1680,-1420,-170400
61,1680,-1420,-170400
62,1680,-1420,-170400
63,1680,-1420,-170400
64,1680,-1420,-170400
65,1680,-1420,-170400
66,1680,-1420,-170400
67,1680,-1420,-170400
68,1679,-1419,-170280
69,1678,-1418,-170160
70,1677,-1417,-170040
71,1677,-1417,-170040
72,1667,-1407,-168840
73,1667,-1407,-168840
74,1667,-1407,-168840
75,1668,-1408,-168960
76,1667,-1407,-168840
77,1667,-1407,-168840
78,1666,-1406,-168720
79,1666,-1406,-168720
80,1665,-1405,-168600
81,1664,-1404,-168480
82,1664,-1404,-168480
83,1668,-1408,-168960
84,1668,-1408,-168960
85,1667,-1407,-168840
86,1668,-1408,-168960
87,1669,-1409,-169080
88,1669,-1409,-169080
89,1669,-1409,-169080
90,1670,-1410,-169200
91,1665,-1405,-168600
92,1664,-1404,-168480
93,1664,-1404,-168480
94,1664,-1404,-168480
95,1664,-1404,-168480
96,1665,-1405,-168600
97,1665,-1405,-168600
98,1667,-1407,-168840
99,1668,-1408,-168960
100,1668,-1408,-168960
101,1669,-1409,-169080
102,1678,-1418,-170160
103,1677,-1417,-170040
104,1678,-1418,-170160
105,1678,-1418,-170160
106,1680,-1420,-170400
107,1680,-1420,-170400
108,1680,-1420,-170400
109,1680,-1420,-170400
110,1680,-1420,-170400
111,1680,-1420,-170400
112,1680,-1420,-170400
113,1677,-1417,-170040
114,1677,-1417,-170040
115,1677,-1417,-170040
116,1680,-1420,-170400
117,1680,-1420,-170400
118,1680,-1420,-170400
119,1680,-1420,-170400
120,1680,-1420,-170400
121,1680,-1420,-170400
122,1680,-1420,-170400
123,1680,-1420,-170400
124,1680,-1420,-170400
125,1680,-1420,-170400
126,1680,-1420,-170400
127,1679,-1419,-170280
128,1679,-1419,-170280
129,1679,-1419,-170280
130,1680,-1420,-170400
131,1680,-1420,-170400
132,1680,-1420,-170400
133,1678,-1418,-170160
134,1678,-1418,-170160
135,1678,-1418,-170160
136,1680,-1420,-170400
137,1680,-1420,-170400
138,1680,-1420,-170400
139,1680,-1420,-170400
140,1680,-1420,-170400
141,1680,-1420,-170400
142,1679,-1419,-170280
143,1679,-1419,-170280
144,1679,-1419,-170280
145,1679,-1419,-170280
146,1680,-1420,-170400
147,1680,-1420,-170400
148,1680,-1420,-170400
149,1680,-1420,-170400
150,1680,-1420,-170400
151,1680,-1420,-170400
152,1680,-1420,-170400
153,1680,-1420,-170400
154,1680,-1420,-170400
155,1680,-1420,-170400
156,1680,-1420,-170400
157,1680,-1420,-170400
158,1680,-1420,-170400
159,1680,-1420,-170400
160,1680,-1420,-170400
161,1680,-1420,-170400
162,1670,-1410,-169200
163,1669,-1409,-169080
164,1669,-1409,-169080
165,1669,-1409,-169080
166,1671,-1411,-169320
167,1676,-1416,-169920
168,1676,-1416,-169920
169,1676,-1416,-169920
170,1676,-1416,-169920
171,1676,-1416,-169920
172,1677,-1417,-170040
173,1676,-1416,-169920
174,1674,-1414,-169680
175,1674,-1414,-169680
176,1675,-1415,-169800
177,1676,-1416,-169920
178,1678,-1418,-170160
179,1680,-1420,-170400
180,1680,-1420,-170400
181,1680,-1420,-170400
182,1680,-1420,-170400
183,1680,-1420,-170400
184,1673,-1413,-169560
185,1668,-1408,-168960
186,1667,-1407,-168840
187,1667,-1407,-168840
188,1672,-1412,-169440
189,1676,-1416,-169920
190,1677,-1417,-170040
191,1677,-1417,-170040
192,1677,-1417,-170040
193,1673,-1413,-169560
194,1673,-1413,-169560
195,1673,-1413,-169560
196,1677,-1417,-170040
197,1677,-1417,-170040
198,1677,-1417,-170040
199,1677,-1417,-170040
200,1677,-1417,-170040
201,1677,-1417,-170040
202,1677,-1417,-170040
203,1677,-1417,-170040
204,1677,-1417,-170040
205,1677,-1417,-170040
206,1678,-1418,-170160
207,1680,-1420,-170400
208,1682,-1422,-170640
209,1682,-1422,-170640
210,1684,-1424,-170880
211,1685,-1425,-171000
212,1685,-1425,-171000
213,1685,-1425,-171000
214,1685,-1425,-171000
215,1686,-1426,-171120
216,1686,-1426,-171120
217,1686,-1426,-171120
218,1681,-1421,-170520
219,1681,-1421,-170520
220,1679,-1419,-170280
221,1679,-1419,-170280
222,1677,-1417,-170040
223,1676,-1416,-169920
224,1674,-1414,-169680
225,1676,-1416,-169920
226,1680,-1420,-170400
227,1680,-1420,-170400
228,1679,-1419,-170280
229,1677,-1417,-170040
230,1679,-1419,-170280
231,1680,-1420,-170400
232,1680,-1420,-170400
233,1680,-1420,-170400
234,1676,-1416,-169920
235,1677,-1417,-170040
236,1678,-1418,-170160
237,1679,-1419,-170280
238,1681,-1421,-170520
239,1681,-1421,-170520
240,1681,-1421,-170520
241,1681,-1421,-170520
242,1675,-1415,-169800
243,1671,-1411,-169320
244,1669,-1409,-169080
245,1667,-1407,-168840
246,1666,-1406,-168720
247,1664,-1404,-168480
248,1661,-1401,-168120
249,1660,-1400,-168000
250,1660,-1400,-168000
251,1658,-1398,-167760
252,486,-226,-27120
253,485,-225,-27000
254,484,-224,-26880
255,1071,-811,-97320
256,1659,-1399,-167880
257,1660,-1400,-168000
258,493,-233,-27960
259,1660,-1400,-168000
260,1663,-1403,-168360
261,1666,-1406,-168720
262,1666,-1406,-168720
263,1077,-817,-98040
264,495,-235,-28200
265,494,-234,-28080
266,1076,-816,-97920
267,1660,-1400,-168000
268,1659,-1399,-167880
269,1660,-1400,-168000
270,1662,-1402,-168240
271,1665,-1405,-168600
272,1664,-1404,-168480
273,1665,-1405,-168600
274,1668,-1408,-168960
275,1669,-1409,-169080
276,1674,-1414,-169680
277,1675,-1415,-169800
278,1677,-1417,-170040
279,1676,-1416,-169920
280,1680,-1420,-170400
281,1681,-1421,-170520
282,1682,-1422,-170640
283,1680,-1420,-170400
284,1680,-1420,-170400
285,1679,-1419,-170280
286,1679,-1419,-170280
287,1678,-1418,-170160
288,1675,-1415,-169800
289,1673,-1413,-169560
290,1673,-1413,-169560
291,1673,-1413,-169560
292,1676,-1416,-169920
293,1677,-1417,-170040
294,1677,-1417,-170040
295,1677,-1417,-170040
296,1678,-1418,-170160
297,1679,-1419,-170280
298,1677,-1417,-170040
299,1678,-1418,-170160
300,1678,-1418,-170160
301,1681,-1421,-170520
302,1682,-1422,-170640
303,1682,-1422,-170640
304,1681,-1421,-170520
305,1681,-1421,-170520
306,1681,-1421,-170520
307,1679,-1419,-170280
308,1678,-1418,-170160
309,1677,-1417,-170040
