x,y,relative_y,value
0,255,5,600
1,255,5,600
2,255,5,600
3,255,5,600
4,255,5,600
5,256,4,480
6,257,3,360
7,258,2,240
8,259,1,120
9,259,1,120
10,261,-1,-120
11,261,-1,-120
12,262,-2,-240
13,263,-3,-360
14,263,-3,-360
15,263,-3,-360
16,264,-4,-480
17,264,-4,-480
18,265,-5,-600
19,265,-5,-600
20,266,-6,-720
21,267,-7,-840
22,268,-8,-960
23,269,-9,-1080
24,270,-10,-1200
25,271,-11,-1320
26,272,-12,-1440
27,273,-13,-1560
28,274,-14,-1680
29,275,-15,-1800
30,276,-16,-1920
31,277,-17,-2040
32,277,-17,-2040
33,278,-18,-2160
34,279,-19,-2280
35,280,-20,-2400
36,280,-20,-2400
37,280,-20,-2400
38,281,-21,-2520
39,279,-19,-2280
40,276,-16,-1920
41,275,-15,-1800
42,272,-12,-1440
43,266,-6,-720
44,265,-5,-600
45,259,1,120
46,256,4,480
47,253,7,840
48,250,10,1200
49,248,12,1440
50,245,15,1800
51,242,18,2160
52,242,18,2160
53,242,18,2160
54,240,20,2400
55,239,21,2520
56,238,22,2640
57,238,22,2640
58,237,23,2760
59,235,25,3000
60,233,27,3240
61,230,30,3600
62,229,31,3720
63,227,33,3960
64,224,36,4320
65,221,39,4680
66,218,42,5040
67,217,43,5160
68,216,44,5280
69,214,46,5520
70,213,47,5640
71,213,47,5640
72,214,46,5520
73,214,46,5520
74,216,44,5280
75,216,44,5280
76,217,43,5160
77,217,43,5160
78,218,42,5040
79,220,40,4800
80,221,39,4680
81,221,39,4680
82,221,39,4680
83,222,38,4560
84,222,38,4560
85,223,37,4440
86,225,35,4200
87,226,34,4080
88,227,33,3960
89,227,33,3960
90,229,31,3720
91,229,31,3720
92,230,30,3600
93,231,29,3480
94,232,28,3360
95,233,27,3240
96,235,25,3000
97,235,25,3000
98,236,24,2880
99,237,23,2760
100,238,22,2640
101,238,22,2640
102,239,21,2520
103,240,20,2400
104,240,20,2400
105,242,18,2160
106,242,18,2160
107,243,17,2040
108,244,16,1920
109,245,15,1800
110,245,15,1800
111,246,14,1680
112,246,14,1680
113,247,13,1560
114,249,11,1320
115,250,10,1200
116,250,10,1200
117,252,8,960
118,252,8,960
119,252,8,960
120,249,11,1320
121,248,12,1440
122,248,12,1440
123,246,14,1680
124,245,15,1800
125,243,17,2040
126,238,22,2640
127,237,23,2760
128,235,25,3000
129,234,26,3120
130,234,26,3120
131,234,26,3120
132,235,25,3000
133,235,25,3000
134,237,23,2760
135,237,23,2760
136,238,22,2640
137,239,21,2520
138,240,20,2400
139,241,19,2280
140,242,18,2160
141,243,17,2040
142,244,16,1920
143,244,16,1920
144,245,15,1800
145,246,14,1680
146,246,14,1680
147,247,13,1560
148,247,13,1560
149,248,12,1440
150,250,10,1200
151,251,9,1080
152,252,8,960
153,252,8,960
154,254,6,720
155,254,6,720
156,254,6,720
157,255,5,600
158,255,5,600
159,257,3,360
160,258,2,240
161,259,1,120
162,259,1,120
163,260,0,0
164,260,0,0
165,261,-1,-120
166,261,-1,-120
167,261,-1,-120
168,262,-2,-240
169,257,3,360
170,253,7,840
171,250,10,1200
172,245,15,1800
173,242,18,2160
174,238,22,2640
175,232,28,3360
176,229,31,3720
177,220,40,4800
178,215,45,5400
179,210,50,6000
180,203,57,6840
181,201,59,7080
182,196,64,7680
183,191,69,8280
184,189,71,8520
185,182,78,9360
186,180,80,9600
187,174,86,10320
188,170,90,10800
189,166,94,11280
190,160,100,12000
191,156,104,12480
192,154,106,12720
193,151,109,13080
194,149,111,13320
195,145,115,13800
196,142,118,14160
197,142,118,14160
198,142,118,14160
199,143,117,14040
200,143,117,14040
201,144,116,13920
202,144,116,13920
203,145,115,13800
204,146,114,13680
205,147,113,13560
206,147,113,13560
207,148,112,13440
208,149,111,13320
209,150,110,13200
210,151,109,13080
211,151,109,13080
212,152,108,12960
213,153,107,12840
214,153,107,12840
215,154,106,12720
216,155,105,12600
217,155,105,12600
218,156,104,12480
219,158,102,12240
220,158,102,12240
221,159,101,12120
222,160,100,12000
223,162,98,11760
224,163,97,11640
225,164,96,11520
226,164,96,11520
227,165,95,11400
228,165,95,11400
229,163,97,11640
230,160,100,12000
231,159,101,12120
232,158,102,12240
233,156,104,12480
234,155,105,12600
235,152,108,12960
236,150,110,13200
237,148,112,13440
238,148,112,13440
239,148,112,13440
240,148,112,13440
241,148,112,13440
242,149,111,13320
243,149,111,13320
244,151,109,13080
245,152,108,12960
246,152,108,12960
247,153,107,12840
248,154,106,12720
249,154,106,12720
250,155,105,12600
251,156,104,12480
252,157,103,12360
253,158,102,12240
254,159,101,12120
255,160,100,12000
256,161,99,11880
257,162,98,11760
258,163,97,11640
259,164,96,11520
260,164,96,11520
261,165,95,11400
262,165,95,11400
263,166,94,11280
264,167,93,11160
265,168,92,11040
266,169,91,10920
267,170,90,10800
268,171,89,10680
269,172,88,10560
270,173,87,10440
271,174,86,10320
272,174,86,10320
273,174,86,10320
274,174,86,10320
275,169,91,10920
276,168,92,11040
277,166,94,11280
278,165,95,11400
279,163,97,11640
280,161,99,11880
281,158,102,12240
282,157,103,12360
283,158,102,12240
284,158,102,12240
285,159,101,12120
286,160,100,12000
287,160,100,12000
288,161,99,11880
289,161,99,11880
290,162,98,11760
291,162,98,11760
292,163,97,11640
293,164,96,11520
294,165,95,11400
295,166,94,11280
296,166,94,11280
297,167,93,11160
298,168,92,11040
299,169,91,10920
300,169,91,10920
301,170,90,10800
302,171,89,10680
303,172,88,10560
304,173,87,10440
305,174,86,10320
306,174,86,10320
307,174,86,10320
308,174,86,10320
309,173,87,10440
310,172,88,10560
311,172,88,10560
312,171,89,10680
313,170,90,10800
314,170,90,10800
315,169,91,10920
316,169,91,10920
317,170,90,10800
318,170,90,10800
319,171,89,10680
320,171,89,10680
321,172,88,10560
322,173,87,10440
323,173,87,10440
324,174,86,10320
325,173,87,10440
326,172,88,10560
327,166,94,11280
328,164,96,11520
329,160,100,12000
330,156,104,12480
331,152,108,12960
332,148,112,13440
333,145,115,13800
334,142,118,14160
335,137,123,14760
336,135,125,15000
337,133,127,15240
338,133,127,15240
339,134,126,15120
340,135,125,15000
341,136,124,14880
342,136,124,14880
343,137,123,14760
344,137,123,14760
345,138,122,14640
346,139,121,14520
347,141,119,14280
348,142,118,14160
349,143,117,14040
350,144,116,13920
351,145,115,13800
352,146,114,13680
353,146,114,13680
354,147,113,13560
355,148,112,13440
356,149,111,13320
357,150,110,13200
358,151,109,13080
359,151,109,13080
360,152,108,12960
361,152,108,12960
362,153,107,12840
363,153,107,12840
364,154,106,12720
365,155,105,12600
366,156,104,12480
367,157,103,12360
368,158,102,12240
369,159,101,12120
370,160,100,12000
371,160,100,12000
372,160,100,12000
373,160,100,12000
374,159,101,12120
375,158,102,12240
376,153,107,12840
377,151,109,13080
378,147,113,13560
379,143,117,14040
380,141,119,14280
381,136,124,14880
382,131,129,15480
383,127,133,15960
384,122,138,16560
385,119,141,16920
386,117,143,17160
387,114,146,17520
388,113,147,17640
389,109,151,18120
390,109,151,18120
391,109,151,18120
392,109,151,18120
393,110,150,18000
394,111,149,17880
395,112,148,17760
396,112,148,17760
397,113,147,17640
398,112,148,17760
399,111,149,17880
400,111,149,17880
401,110,150,18000
402,106,154,18480
403,104,156,18720
404,102,158,18960
405,95,165,19800
406,94,166,19920
407,92,168,20160
408,91,169,20280
409,90,170,20400
410,85,175,21000
411,84,176,21120
412,84,176,21120
413,85,175,21000
414,86,174,20880
415,86,174,20880
416,86,174,20880
417,87,173,20760
418,87,173,20760
419,88,172,20640
