x,y,relative_y,value
103,619,-359,-43080
104,620,-360,-43200
105,620,-360,-43200
106,620,-360,-43200
107,620,-360,-43200
108,620,-360,-43200
109,620,-360,-43200
110,620,-360,-43200
111,620,-360,-43200
112,620,-360,-43200
113,620,-360,-43200
114,620,-360,-43200
115,620,-360,-43200
116,620,-360,-43200
117,620,-360,-43200
118,620,-360,-43200
119,620,-360,-43200
120,620,-360,-43200
121,620,-360,-43200
122,620,-360,-43200
123,620,-360,-43200
124,620,-360,-43200
125,620,-360,-43200
126,620,-360,-43200
127,620,-360,-43200
128,620,-360,-43200
129,620,-360,-43200
130,620,-360,-43200
131,620,-360,-43200
132,620,-360,-43200
133,620,-360,-43200
134,620,-360,-43200
135,620,-360,-43200
136,620,-360,-43200
137,620,-360,-43200
138,620,-360,-43200
139,620,-360,-43200
140,620,-360,-43200
141,620,-360,-43200
142,620,-360,-43200
143,620,-360,-43200
144,620,-360,-43200
145,620,-360,-43200
146,620,-360,-43200
147,620,-360,-43200
148,620,-360,-43200
149,620,-360,-43200
150,624,-364,-43680
151,625,-365,-43800
152,626,-366,-43920
153,623,-363,-43560
154,623,-363,-43560
155,622,-362,-43440
156,623,-363,-43560
157,622,-362,-43440
158,622,-362,-43440
159,622,-362,-43440
160,622,-362,-43440
161,622,-362,-43440
162,622,-362,-43440
163,622,-362,-43440
164,622,-362,-43440
165,622,-362,-43440
166,622,-362,-43440
167,622,-362,-43440
168,622,-362,-43440
169,622,-362,-43440
170,622,-362,-43440
171,622,-362,-43440
172,622,-362,-43440
173,622,-362,-43440
174,622,-362,-43440
175,622,-362,-43440
176,622,-362,-43440
177,622,-362,-43440
178,622,-362,-43440
179,622,-362,-43440
180,622,-362,-43440
181,622,-362,-43440
182,622,-362,-43440
183,622,-362,-43440
184,622,-362,-43440
185,622,-362,-43440
186,622,-362,-43440
187,622,-362,-43440
188,622,-362,-43440
189,622,-362,-43440
190,622,-362,-43440
191,622,-362,-43440
192,622,-362,-43440
193,622,-362,-43440
194,622,-362,-43440
195,622,-362,-43440
196,622,-362,-43440
197,622,-362,-43440
198,622,-362,-43440
199,622,-362,-43440
200,622,-362,-43440
201,622,-362,-43440
202,622,-362,-43440
203,622,-362,-43440
204,622,-362,-43440
205,622,-362,-43440
206,622,-362,-43440
207,622,-362,-43440
208,622,-362,-43440
209,622,-362,-43440
210,622,-362,-43440
211,622,-362,-43440
212,622,-362,-43440
213,622,-362,-43440
214,622,-362,-43440
215,622,-362,-43440
216,622,-362,-43440
217,622,-362,-43440
218,622,-362,-43440
219,622,-362,-43440
220,622,-362,-43440
221,622,-362,-43440
222,622,-362,-43440
223,622,-362,-43440
224,622,-362,-43440
225,622,-362,-43440
226,622,-362,-43440
227,622,-362,-43440
228,622,-362,-43440
229,622,-362,-43440
230,622,-362,-43440
231,622,-362,-43440
232,622,-362,-43440
233,622,-362,-43440
234,622,-362,-43440
235,622,-362,-43440
236,622,-362,-43440
237,622,-362,-43440
238,622,-362,-43440
239,622,-362,-43440
240,622,-362,-43440
241,622,-362,-43440
242,622,-362,-43440
243,622,-362,-43440
244,622,-362,-43440
245,622,-362,-43440
246,622,-362,-43440
247,622,-362,-43440
248,622,-362,-43440
249,622,-362,-43440
250,622,-362,-43440
251,622,-362,-43440
252,622,-362,-43440
253,622,-362,-43440
254,622,-362,-43440
255,622,-362,-43440
256,622,-362,-43440
257,622,-362,-43440
258,622,-362,-43440
259,622,-362,-43440
260,622,-362,-43440
261,622,-362,-43440
262,622,-362,-43440
263,622,-362,-43440
264,622,-362,-43440
265,622,-362,-43440
266,622,-362,-43440
267,622,-362,-43440
268,622,-362,-43440
269,622,-362,-43440
270,624,-364,-43680
271,626,-366,-43920
272,627,-367,-44040
273,627,-367,-44040
274,627,-367,-44040
275,627,-367,-44040
276,627,-367,-44040
277,627,-367,-44040
278,624,-364,-43680
279,624,-364,-43680
280,624,-364,-43680
281,624,-364,-43680
282,625,-365,-43800
283,626,-366,-43920
284,626,-366,-43920
285,626,-366,-43920
286,626,-366,-43920
287,625,-365,-43800
288,625,-365,-43800
289,625,-365,-43800
290,625,-365,-43800
291,627,-367,-44040
292,627,-367,-44040
293,627,-367,-44040
294,635,-375,-45000
295,635,-375,-45000
296,636,-376,-45120
297,626,-366,-43920
298,626,-366,-43920
