x,y,relative_y,value
0,1489,-1229,-147480
1,1489,-1229,-147480
2,1489,-1229,-147480
3,1489,-1229,-147480
4,1489,-1229,-147480
5,1489,-1229,-147480
6,1489,-1229,-147480
7,1489,-1229,-147480
8,1489,-1229,-147480
9,1489,-1229,-147480
10,1489,-1229,-147480
11,1489,-1229,-147480
12,1489,-1229,-147480
13,1489,-1229,-147480
14,1489,-1229,-147480
15,1489,-1229,-147480
16,1488,-1228,-147360
17,1488,-1228,-147360
18,1488,-1228,-147360
19,1488,-1228,-147360
20,1488,-1228,-147360
21,1488,-1228,-147360
22,1490,-1230,-147600
23,1490,-1230,-147600
24,1490,-1230,-147600
25,1490,-1230,-147600
26,1490,-1230,-147600
27,1490,-1230,-147600
28,1490,-1230,-147600
29,1490,-1230,-147600
30,1490,-1230,-147600
31,1489,-1229,-147480
32,1489,-1229,-147480
33,1489,-1229,-147480
34,1490,-1230,-147600
35,1490,-1230,-147600
36,1489,-1229,-147480
37,1489,-1229,-147480
38,1489,-1229,-147480
39,1490,-1230,-147600
40,1490,-1230,-147600
41,1490,-1230,-147600
42,1489,-1229,-147480
43,1489,-1229,-147480
44,1489,-1229,-147480
45,1489,-1229,-147480
46,1489,-1229,-147480
47,1489,-1229,-147480
48,1490,-1230,-147600
49,1490,-1230,-147600
50,1490,-1230,-147600
51,1489,-1229,-147480
52,1489,-1229,-147480
53,1491,-1231,-147720
54,1492,-1232,-147840
55,1493,-1233,-147960
56,1494,-1234,-148080
57,1496,-1236,-148320
58,1496,-1236,-148320
59,1496,-1236,-148320
60,1496,-1236,-148320
61,1496,-1236,-148320
62,1495,-1235,-148200
63,1495,-1235,-148200
64,1495,-1235,-148200
65,1494,-1234,-148080
66,1494,-1234,-148080
67,1494,-1234,-148080
68,1493,-1233,-147960
69,1493,-1233,-147960
70,1492,-1232,-147840
71,1491,-1231,-147720
72,1481,-1221,-146520
73,1480,-1220,-146400
74,877,-617,-74040
75,1477,-1217,-146040
76,1478,-1218,-146160
77,1478,-1218,-146160
78,1479,-1219,-146280
79,1479,-1219,-146280
80,1477,-1217,-146040
81,1477,-1217,-146040
82,1477,-1217,-146040
83,1483,-1223,-146760
84,1482,-1222,-146640
85,1482,-1222,-146640
86,1481,-1221,-146520
87,1482,-1222,-146640
88,1483,-1223,-146760
89,1485,-1225,-147000
90,1488,-1228,-147360
91,1483,-1223,-146760
92,1483,-1223,-146760
93,1483,-1223,-146760
94,1483,-1223,-146760
95,1483,-1223,-146760
96,1484,-1224,-146880
97,1484,-1224,-146880
98,1486,-1226,-147120
99,1485,-1225,-147000
100,1486,-1226,-147120
101,1486,-1226,-147120
102,1495,-1235,-148200
103,1496,-1236,-148320
104,1495,-1235,-148200
105,1495,-1235,-148200
106,1496,-1236,-148320
107,1497,-1237,-148440
108,1496,-1236,-148320
109,1495,-1235,-148200
110,1495,-1235,-148200
111,1496,-1236,-148320
112,1495,-1235,-148200
113,1491,-1231,-147720
114,1490,-1230,-147600
115,1490,-1230,-147600
116,1493,-1233,-147960
117,1492,-1232,-147840
118,1492,-1232,-147840
119,1491,-1231,-147720
120,1490,-1230,-147600
121,1490,-1230,-147600
122,1489,-1229,-147480
123,1489,-1229,-147480
124,1488,-1228,-147360
125,1488,-1228,-147360
126,1488,-1228,-147360
127,1487,-1227,-147240
128,1487,-1227,-147240
129,1487,-1227,-147240
130,1489,-1229,-147480
131,1489,-1229,-147480
132,1489,-1229,-147480
133,1487,-1227,-147240
134,1486,-1226,-147120
135,1486,-1226,-147120
136,1487,-1227,-147240
137,1487,-1227,-147240
138,1487,-1227,-147240
139,1489,-1229,-147480
140,1489,-1229,-147480
141,1489,-1229,-147480
142,1489,-1229,-147480
143,1489,-1229,-147480
144,1489,-1229,-147480
145,1489,-1229,-147480
146,1489,-1229,-147480
147,1489,-1229,-147480
148,1489,-1229,-147480
149,1489,-1229,-147480
150,1489,-1229,-147480
151,1489,-1229,-147480
152,1489,-1229,-147480
153,1489,-1229,-147480
154,1489,-1229,-147480
155,1489,-1229,-147480
156,1489,-1229,-147480
157,1489,-1229,-147480
158,1489,-1229,-147480
159,1489,-1229,-147480
160,1489,-1229,-147480
161,1489,-1229,-147480
162,1489,-1229,-147480
163,1489,-1229,-147480
164,1489,-1229,-147480
165,1489,-1229,-147480
166,1489,-1229,-147480
167,1489,-1229,-147480
168,1489,-1229,-147480
169,1489,-1229,-147480
170,1489,-1229,-147480
171,1489,-1229,-147480
172,1489,-1229,-147480
173,1489,-1229,-147480
