x,y,relative_y,value
103,407,-147,-17640
104,408,-148,-17760
105,409,-149,-17880
106,409,-149,-17880
107,408,-148,-17760
108,408,-148,-17760
109,408,-148,-17760
110,408,-148,-17760
111,409,-149,-17880
112,409,-149,-17880
113,409,-149,-17880
114,409,-149,-17880
115,409,-149,-17880
116,409,-149,-17880
117,409,-149,-17880
118,409,-149,-17880
119,409,-149,-17880
120,409,-149,-17880
121,409,-149,-17880
122,409,-149,-17880
123,409,-149,-17880
124,409,-149,-17880
125,409,-149,-17880
126,409,-149,-17880
127,409,-149,-17880
128,409,-149,-17880
129,409,-149,-17880
130,409,-149,-17880
131,409,-149,-17880
132,409,-149,-17880
133,409,-149,-17880
134,409,-149,-17880
135,409,-149,-17880
136,409,-149,-17880
137,409,-149,-17880
138,409,-149,-17880
139,409,-149,-17880
140,409,-149,-17880
141,409,-149,-17880
142,409,-149,-17880
143,409,-149,-17880
144,409,-149,-17880
145,409,-149,-17880
146,409,-149,-17880
147,409,-149,-17880
148,409,-149,-17880
149,409,-149,-17880
150,413,-153,-18360
151,416,-156,-18720
152,418,-158,-18960
153,417,-157,-18840
154,415,-155,-18600
155,413,-153,-18360
156,413,-153,-18360
157,412,-152,-18240
158,412,-152,-18240
159,413,-153,-18360
160,413,-153,-18360
161,413,-153,-18360
162,413,-153,-18360
163,413,-153,-18360
164,413,-153,-18360
165,413,-153,-18360
166,413,-153,-18360
167,413,-153,-18360
168,413,-153,-18360
169,413,-153,-18360
170,413,-153,-18360
171,413,-153,-18360
172,413,-153,-18360
173,413,-153,-18360
174,413,-153,-18360
175,413,-153,-18360
176,413,-153,-18360
177,413,-153,-18360
178,413,-153,-18360
179,413,-153,-18360
180,413,-153,-18360
181,413,-153,-18360
182,413,-153,-18360
183,413,-153,-18360
184,413,-153,-18360
185,413,-153,-18360
186,413,-153,-18360
187,413,-153,-18360
188,413,-153,-18360
189,413,-153,-18360
190,413,-153,-18360
191,413,-153,-18360
192,413,-153,-18360
193,413,-153,-18360
194,413,-153,-18360
195,413,-153,-18360
196,413,-153,-18360
197,413,-153,-18360
198,413,-153,-18360
199,413,-153,-18360
200,413,-153,-18360
201,413,-153,-18360
202,413,-153,-18360
203,413,-153,-18360
204,413,-153,-18360
205,413,-153,-18360
206,413,-153,-18360
207,413,-153,-18360
208,413,-153,-18360
209,413,-153,-18360
210,413,-153,-18360
211,413,-153,-18360
212,413,-153,-18360
213,413,-153,-18360
214,413,-153,-18360
215,413,-153,-18360
216,413,-153,-18360
217,413,-153,-18360
218,413,-153,-18360
219,413,-153,-18360
220,413,-153,-18360
221,413,-153,-18360
222,413,-153,-18360
223,413,-153,-18360
224,413,-153,-18360
225,413,-153,-18360
226,413,-153,-18360
227,413,-153,-18360
228,413,-153,-18360
229,413,-153,-18360
230,413,-153,-18360
231,413,-153,-18360
232,413,-153,-18360
233,413,-153,-18360
234,413,-153,-18360
235,413,-153,-18360
236,413,-153,-18360
237,413,-153,-18360
238,413,-153,-18360
239,413,-153,-18360
240,413,-153,-18360
241,413,-153,-18360
242,413,-153,-18360
243,413,-153,-18360
244,413,-153,-18360
245,413,-153,-18360
246,413,-153,-18360
247,413,-153,-18360
248,413,-153,-18360
249,413,-153,-18360
250,413,-153,-18360
251,413,-153,-18360
252,413,-153,-18360
253,413,-153,-18360
254,413,-153,-18360
255,413,-153,-18360
256,413,-153,-18360
257,413,-153,-18360
258,413,-153,-18360
259,413,-153,-18360
260,413,-153,-18360
261,413,-153,-18360
262,413,-153,-18360
263,413,-153,-18360
264,413,-153,-18360
265,413,-153,-18360
266,413,-153,-18360
267,413,-153,-18360
268,413,-153,-18360
269,413,-153,-18360
270,417,-157,-18840
271,418,-158,-18960
272,418,-158,-18960
273,418,-158,-18960
274,418,-158,-18960
275,418,-158,-18960
276,418,-158,-18960
277,416,-156,-18720
278,416,-156,-18720
279,415,-155,-18600
280,413,-153,-18360
281,415,-155,-18600
282,415,-155,-18600
283,415,-155,-18600
284,416,-156,-18720
285,417,-157,-18840
286,417,-157,-18840
287,417,-157,-18840
288,417,-157,-18840
289,417,-157,-18840
290,416,-156,-18720
291,416,-156,-18720
292,416,-156,-18720
293,415,-155,-18600
294,415,-155,-18600
295,415,-155,-18600
296,418,-158,-18960
297,418,-158,-18960
298,418,-158,-18960
299,418,-158,-18960
300,418,-158,-18960
301,418,-158,-18960
302,417,-157,-18840
303,413,-153,-18360
304,415,-155,-18600
305,415,-155,-18600
306,415,-155,-18600
307,413,-153,-18360
308,413,-153,-18360
309,413,-153,-18360
310,413,-153,-18360
311,413,-153,-18360
312,413,-153,-18360
313,413,-153,-18360
314,415,-155,-18600
315,418,-158,-18960
316,418,-158,-18960
317,418,-158,-18960
318,413,-153,-18360
319,413,-153,-18360
320,413,-153,-18360
321,413,-153,-18360
322,415,-155,-18600
323,415,-155,-18600
324,415,-155,-18600
325,413,-153,-18360
326,413,-153,-18360
327,413,-153,-18360
328,415,-155,-18600
329,415,-155,-18600
330,415,-155,-18600
331,416,-156,-18720
332,416,-156,-18720
333,416,-156,-18720
334,415,-155,-18600
335,413,-153,-18360
336,413,-153,-18360
337,413,-153,-18360
338,413,-153,-18360
339,413,-153,-18360
340,413,-153,-18360
341,413,-153,-18360
342,415,-155,-18600
343,415,-155,-18600
344,415,-155,-18600
345,415,-155,-18600
346,413,-153,-18360
347,415,-155,-18600
348,415,-155,-18600
349,415,-155,-18600
350,415,-155,-18600
351,415,-155,-18600
