x,y_pixel,y_value
0,796,-29905.956112852666
1,796,-29905.956112852666
2,796,-29905.956112852666
3,796,-29905.956112852666
4,796,-29905.956112852666
5,796,-29905.956112852666
6,796,-29905.956112852666
7,796,-29905.956112852666
8,796,-29905.956112852666
9,796,-29905.956112852666
10,796,-29905.956112852666
11,796,-29905.956112852666
12,796,-29905.956112852666
13,796,-29905.956112852666
14,796,-29905.956112852666
15,796,-29905.956112852666
16,796,-29905.956112852666
17,796,-29905.956112852666
18,796,-29905.956112852666
19,796,-29905.956112852666
20,796,-29905.956112852666
21,796,-29905.956112852666
22,796,-29905.956112852666
23,796,-29905.956112852666
24,796,-29905.956112852666
25,796,-29905.956112852666
26,796,-29905.956112852666
27,796,-29905.956112852666
28,796,-29905.956112852666
29,796,-29905.956112852666
30,796,-29905.956112852666
31,796,-29905.956112852666
32,796,-29905.956112852666
33,796,-29905.956112852666
34,796,-29905.956112852666
35,796,-29905.956112852666
36,796,-29905.956112852666
37,796,-29905.956112852666
38,796,-29905.956112852666
39,796,-29905.956112852666
40,796,-29905.956112852666
41,796,-29905.956112852666
42,796,-29905.956112852666
43,796,-29905.956112852666
44,796,-29905.956112852666
45,796,-29905.956112852666
46,796,-29905.956112852666
47,796,-29905.956112852666
48,796,-29905.956112852666
49,796,-29905.956112852666
50,796,-29905.956112852666
51,796,-29905.956112852666
52,796,-29905.956112852666
53,796,-29905.956112852666
54,796,-29905.956112852666
55,796,-29905.956112852666
56,796,-29905.956112852666
57,796,-29905.956112852666
58,796,-29905.956112852666
59,796,-29905.956112852666
60,796,-29905.956112852666
61,796,-29905.956112852666
62,796,-29905.956112852666
63,796,-29905.956112852666
64,796,-29905.956112852666
65,796,-29905.956112852666
66,796,-29905.956112852666
67,796,-29905.956112852666
68,796,-29905.956112852666
69,796,-29905.956112852666
70,796,-29905.956112852666
71,796,-29905.956112852666
72,796,-29905.956112852666
73,796,-29905.956112852666
74,796,-29905.956112852666
75,796,-29905.956112852666
76,796,-29905.956112852666
77,796,-29905.956112852666
